tempid,latitude,longitude,startstation,endstation,count
0,40.76582,-73.97641,Central Park S & 6 Ave,Central Park S & 6 Ave,3231
1,40.76676,-73.97912,7 Ave & Central Park South,7 Ave & Central Park South,3040
2,40.7728,-73.96679,5 Ave & E 72 St,5 Ave & E 72 St,2309
3,40.66109,-73.97946,West Drive & Prospect Park West,West Drive & Prospect Park West,2028
4,40.77582,-73.97627,Central Park West & W 72 St,Central Park West & W 72 St,2023
5,40.75731,-73.95358,Roosevelt Island Tramway,Motorgate,1817
5,40.75707,-73.95309,Roosevelt Island Tramway,Motorgate,1817
5,40.75703,-73.95305,Roosevelt Island Tramway,Motorgate,1817
5,40.75705,-73.95295,Roosevelt Island Tramway,Motorgate,1817
5,40.75702,-73.95282,Roosevelt Island Tramway,Motorgate,1817
5,40.75703,-73.9527,Roosevelt Island Tramway,Motorgate,1817
5,40.75705,-73.95264,Roosevelt Island Tramway,Motorgate,1817
5,40.75722,-73.9525,Roosevelt Island Tramway,Motorgate,1817
5,40.75751,-73.9523,Roosevelt Island Tramway,Motorgate,1817
5,40.75761,-73.95225,Roosevelt Island Tramway,Motorgate,1817
5,40.75785,-73.95222,Roosevelt Island Tramway,Motorgate,1817
5,40.75791,-73.9522,Roosevelt Island Tramway,Motorgate,1817
5,40.758,-73.95215,Roosevelt Island Tramway,Motorgate,1817
5,40.75841,-73.95183,Roosevelt Island Tramway,Motorgate,1817
5,40.75846,-73.95181,Roosevelt Island Tramway,Motorgate,1817
5,40.7585,-73.95173,Roosevelt Island Tramway,Motorgate,1817
5,40.75862,-73.95161,Roosevelt Island Tramway,Motorgate,1817
5,40.75868,-73.95157,Roosevelt Island Tramway,Motorgate,1817
5,40.7588,-73.95136,Roosevelt Island Tramway,Motorgate,1817
5,40.75889,-73.95126,Roosevelt Island Tramway,Motorgate,1817
5,40.75924,-73.95096,Roosevelt Island Tramway,Motorgate,1817
5,40.75964,-73.9506,Roosevelt Island Tramway,Motorgate,1817
5,40.75975,-73.95077,Roosevelt Island Tramway,Motorgate,1817
5,40.7599,-73.95086,Roosevelt Island Tramway,Motorgate,1817
5,40.7602,-73.95104,Roosevelt Island Tramway,Motorgate,1817
5,40.76045,-73.95083,Roosevelt Island Tramway,Motorgate,1817
5,40.76056,-73.95108,Roosevelt Island Tramway,Motorgate,1817
5,40.76066,-73.95121,Roosevelt Island Tramway,Motorgate,1817
5,40.76071,-73.95114,Roosevelt Island Tramway,Motorgate,1817
5,40.76091,-73.95084,Roosevelt Island Tramway,Motorgate,1817
5,40.761,-73.95071,Roosevelt Island Tramway,Motorgate,1817
5,40.76112,-73.95056,Roosevelt Island Tramway,Motorgate,1817
5,40.76117,-73.95051,Roosevelt Island Tramway,Motorgate,1817
5,40.76155,-73.94998,Roosevelt Island Tramway,Motorgate,1817
5,40.76164,-73.94989,Roosevelt Island Tramway,Motorgate,1817
5,40.7624,-73.94948,Roosevelt Island Tramway,Motorgate,1817
5,40.76276,-73.94927,Roosevelt Island Tramway,Motorgate,1817
5,40.76288,-73.94919,Roosevelt Island Tramway,Motorgate,1817
5,40.76299,-73.94909,Roosevelt Island Tramway,Motorgate,1817
5,40.76327,-73.94871,Roosevelt Island Tramway,Motorgate,1817
5,40.76347,-73.94843,Roosevelt Island Tramway,Motorgate,1817
5,40.76365,-73.94818,Roosevelt Island Tramway,Motorgate,1817
5,40.76373,-73.94807,Roosevelt Island Tramway,Motorgate,1817
5,40.76402,-73.94781,Roosevelt Island Tramway,Motorgate,1817
5,40.76414,-73.94769,Roosevelt Island Tramway,Motorgate,1817
5,40.764,-73.94742,Roosevelt Island Tramway,Motorgate,1817
5,40.76383,-73.94708,Roosevelt Island Tramway,Motorgate,1817
5,40.76381,-73.94707,Roosevelt Island Tramway,Motorgate,1817
5,40.76378,-73.94707,Roosevelt Island Tramway,Motorgate,1817
5,40.76367,-73.94716,Roosevelt Island Tramway,Motorgate,1817
5,40.76359,-73.94724,Roosevelt Island Tramway,Motorgate,1817
5,40.76356,-73.94739,Roosevelt Island Tramway,Motorgate,1817
5,40.76357,-73.94748,Roosevelt Island Tramway,Motorgate,1817
5,40.76361,-73.94755,Roosevelt Island Tramway,Motorgate,1817
5,40.7637,-73.94763,Roosevelt Island Tramway,Motorgate,1817
5,40.76376,-73.94765,Roosevelt Island Tramway,Motorgate,1817
5,40.76381,-73.94763,Roosevelt Island Tramway,Motorgate,1817
5,40.76402,-73.94742,Roosevelt Island Tramway,Motorgate,1817
5,40.76411,-73.94732,Roosevelt Island Tramway,Motorgate,1817
5,40.76412,-73.94728,Roosevelt Island Tramway,Motorgate,1817
5,40.76413,-73.94718,Roosevelt Island Tramway,Motorgate,1817
5,40.7641,-73.9471,Roosevelt Island Tramway,Motorgate,1817
5,40.76403,-73.94694,Roosevelt Island Tramway,Motorgate,1817
5,40.7641,-73.9471,Roosevelt Island Tramway,Motorgate,1817
5,40.76413,-73.94715,Roosevelt Island Tramway,Motorgate,1817
5,40.76413,-73.94724,Roosevelt Island Tramway,Motorgate,1817
5,40.76411,-73.94732,Roosevelt Island Tramway,Motorgate,1817
5,40.76408,-73.94754,Roosevelt Island Tramway,Motorgate,1817
5,40.76394,-73.94766,Roosevelt Island Tramway,Motorgate,1817
5,40.76389,-73.94769,Roosevelt Island Tramway,Motorgate,1817
6,40.77341,-73.97784,Central Park West & W 68 St,Central Park West & W 68 St,1799
7,40.76085,-74.00277,12 Ave & W 40 St,12 Ave & W 40 St,1714
8,40.76442,-73.97376,Grand Army Plaza & Central Park S,Grand Army Plaza & Central Park S,1615
9,40.76118,-73.96083,1 Ave & E 62 St,1 Ave & E 68 St,1609
9,40.76212,-73.96014,1 Ave & E 62 St,1 Ave & E 68 St,1609
9,40.76274,-73.95968,1 Ave & E 62 St,1 Ave & E 68 St,1609
9,40.7637,-73.959,1 Ave & E 62 St,1 Ave & E 68 St,1609
9,40.76496,-73.95808,1 Ave & E 62 St,1 Ave & E 68 St,1609
10,40.74178,-73.99412,W 21 St & 6 Ave,9 Ave & W 22 St,1555
10,40.74397,-73.99932,W 21 St & 6 Ave,9 Ave & W 22 St,1555
10,40.74517,-74.00217,W 21 St & 6 Ave,9 Ave & W 22 St,1555
10,40.74523,-74.0023,W 21 St & 6 Ave,9 Ave & W 22 St,1555
10,40.74532,-74.00224,W 21 St & 6 Ave,9 Ave & W 22 St,1555
10,40.74554,-74.00207,W 21 St & 6 Ave,9 Ave & W 22 St,1555
11,40.71128,-74.05564,Liberty Light Rail,Liberty Light Rail,1553
12,40.78573,-73.95735,5 Ave & E 93 St,5 Ave & E 93 St,1469
13,40.76389,-73.94769,Motorgate,Roosevelt Island Tramway,1450
13,40.76382,-73.94772,Motorgate,Roosevelt Island Tramway,1450
13,40.76374,-73.94773,Motorgate,Roosevelt Island Tramway,1450
13,40.76366,-73.94771,Motorgate,Roosevelt Island Tramway,1450
13,40.76361,-73.94767,Motorgate,Roosevelt Island Tramway,1450
13,40.76354,-73.94758,Motorgate,Roosevelt Island Tramway,1450
13,40.7635,-73.94749,Motorgate,Roosevelt Island Tramway,1450
13,40.7635,-73.94739,Motorgate,Roosevelt Island Tramway,1450
13,40.76351,-73.94726,Motorgate,Roosevelt Island Tramway,1450
13,40.76354,-73.94719,Motorgate,Roosevelt Island Tramway,1450
13,40.7636,-73.9471,Motorgate,Roosevelt Island Tramway,1450
13,40.76377,-73.94695,Motorgate,Roosevelt Island Tramway,1450
13,40.76396,-73.94678,Motorgate,Roosevelt Island Tramway,1450
13,40.76403,-73.94694,Motorgate,Roosevelt Island Tramway,1450
13,40.76413,-73.94716,Motorgate,Roosevelt Island Tramway,1450
13,40.76413,-73.94726,Motorgate,Roosevelt Island Tramway,1450
13,40.76407,-73.94737,Motorgate,Roosevelt Island Tramway,1450
13,40.76401,-73.94742,Motorgate,Roosevelt Island Tramway,1450
13,40.76385,-73.94761,Motorgate,Roosevelt Island Tramway,1450
13,40.76379,-73.94764,Motorgate,Roosevelt Island Tramway,1450
13,40.76373,-73.94764,Motorgate,Roosevelt Island Tramway,1450
13,40.76362,-73.94758,Motorgate,Roosevelt Island Tramway,1450
13,40.76359,-73.94752,Motorgate,Roosevelt Island Tramway,1450
13,40.76356,-73.94743,Motorgate,Roosevelt Island Tramway,1450
13,40.76358,-73.94726,Motorgate,Roosevelt Island Tramway,1450
13,40.76365,-73.94717,Motorgate,Roosevelt Island Tramway,1450
13,40.76375,-73.94709,Motorgate,Roosevelt Island Tramway,1450
13,40.76382,-73.94708,Motorgate,Roosevelt Island Tramway,1450
13,40.76394,-73.9473,Motorgate,Roosevelt Island Tramway,1450
13,40.76404,-73.9475,Motorgate,Roosevelt Island Tramway,1450
13,40.76414,-73.94769,Motorgate,Roosevelt Island Tramway,1450
13,40.76407,-73.94776,Motorgate,Roosevelt Island Tramway,1450
13,40.76373,-73.94807,Motorgate,Roosevelt Island Tramway,1450
13,40.76355,-73.94832,Motorgate,Roosevelt Island Tramway,1450
13,40.76334,-73.94861,Motorgate,Roosevelt Island Tramway,1450
13,40.76315,-73.94888,Motorgate,Roosevelt Island Tramway,1450
13,40.76299,-73.94909,Motorgate,Roosevelt Island Tramway,1450
13,40.7629,-73.94917,Motorgate,Roosevelt Island Tramway,1450
13,40.76286,-73.94921,Motorgate,Roosevelt Island Tramway,1450
13,40.76279,-73.94925,Motorgate,Roosevelt Island Tramway,1450
13,40.76247,-73.94943,Motorgate,Roosevelt Island Tramway,1450
13,40.76193,-73.94974,Motorgate,Roosevelt Island Tramway,1450
13,40.76168,-73.94987,Motorgate,Roosevelt Island Tramway,1450
13,40.76158,-73.94996,Motorgate,Roosevelt Island Tramway,1450
13,40.7613,-73.95033,Motorgate,Roosevelt Island Tramway,1450
13,40.76114,-73.95053,Motorgate,Roosevelt Island Tramway,1450
13,40.76103,-73.95067,Motorgate,Roosevelt Island Tramway,1450
13,40.76081,-73.951,Motorgate,Roosevelt Island Tramway,1450
13,40.76066,-73.95121,Motorgate,Roosevelt Island Tramway,1450
13,40.76048,-73.95142,Motorgate,Roosevelt Island Tramway,1450
13,40.76039,-73.95146,Motorgate,Roosevelt Island Tramway,1450
13,40.76029,-73.95149,Motorgate,Roosevelt Island Tramway,1450
13,40.76017,-73.9515,Motorgate,Roosevelt Island Tramway,1450
13,40.76006,-73.95147,Motorgate,Roosevelt Island Tramway,1450
13,40.7599,-73.9514,Motorgate,Roosevelt Island Tramway,1450
13,40.7598,-73.9514,Motorgate,Roosevelt Island Tramway,1450
13,40.75973,-73.95143,Motorgate,Roosevelt Island Tramway,1450
13,40.75907,-73.95206,Motorgate,Roosevelt Island Tramway,1450
13,40.7583,-73.9528,Motorgate,Roosevelt Island Tramway,1450
13,40.75773,-73.95359,Motorgate,Roosevelt Island Tramway,1450
13,40.75767,-73.95371,Motorgate,Roosevelt Island Tramway,1450
13,40.75768,-73.95372,Motorgate,Roosevelt Island Tramway,1450
13,40.75769,-73.95376,Motorgate,Roosevelt Island Tramway,1450
13,40.7577,-73.9538,Motorgate,Roosevelt Island Tramway,1450
13,40.75767,-73.95387,Motorgate,Roosevelt Island Tramway,1450
13,40.75763,-73.95391,Motorgate,Roosevelt Island Tramway,1450
13,40.75757,-73.9539,Motorgate,Roosevelt Island Tramway,1450
13,40.75753,-73.95385,Motorgate,Roosevelt Island Tramway,1450
13,40.75752,-73.95381,Motorgate,Roosevelt Island Tramway,1450
13,40.75736,-73.95369,Motorgate,Roosevelt Island Tramway,1450
13,40.75731,-73.95358,Motorgate,Roosevelt Island Tramway,1450
14,40.71757,-74.0132,West St & Chambers St,West St & Chambers St,1448
15,40.71273,-74.00453,Centre St & Chambers St,Centre St & Chambers St,1390
16,40.76915,-73.98201,Broadway & W 60 St,Broadway & W 60 St,1388
17,40.79874,-73.95218,Lenox Ave & W 111 St,Lenox Ave & W 111 St,1349
17,40.79827,-73.95251,Lenox Ave & W 111 St,Lenox Ave & W 111 St,1349
17,40.79822,-73.9524,Lenox Ave & W 111 St,Lenox Ave & W 111 St,1349
17,40.79853,-73.95217,Lenox Ave & W 111 St,Lenox Ave & W 111 St,1349
17,40.79882,-73.95196,Lenox Ave & W 111 St,Lenox Ave & W 111 St,1349
17,40.79887,-73.95208,Lenox Ave & W 111 St,Lenox Ave & W 111 St,1349
17,40.79874,-73.95218,Lenox Ave & W 111 St,Lenox Ave & W 111 St,1349
18,40.72769,-74.0113,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72769,-74.0114,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72697,-74.01147,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72648,-74.01151,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72598,-74.01161,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72588,-74.01131,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72548,-74.01138,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72441,-74.01158,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72292,-74.01187,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72133,-74.0122,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.7211,-74.01226,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.72095,-74.01233,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71963,-74.01262,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71924,-74.01267,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71891,-74.01275,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71864,-74.01282,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71847,-74.01289,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71764,-74.01309,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71742,-74.01315,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71744,-74.0132,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71747,-74.01327,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.7175,-74.01331,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71756,-74.01332,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71756,-74.01333,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.7175,-74.01334,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71751,-74.01333,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71759,-74.0133,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.7176,-74.01326,Pier 40 - Hudson River Park,West St & Chambers St,1348
18,40.71757,-74.0132,Pier 40 - Hudson River Park,West St & Chambers St,1348
19,40.71757,-74.0132,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.7176,-74.01329,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71756,-74.01331,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.7175,-74.01334,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71756,-74.01333,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71756,-74.01332,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71751,-74.01331,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71748,-74.01329,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71742,-74.01315,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.7183,-74.01293,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.7186,-74.01285,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71878,-74.01278,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71921,-74.01268,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71952,-74.01263,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.71973,-74.0126,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72025,-74.01248,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72087,-74.01234,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72098,-74.01232,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72105,-74.01228,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72124,-74.01222,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72277,-74.01191,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72435,-74.01159,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72511,-74.01144,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72512,-74.01149,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72521,-74.01147,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72526,-74.01146,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72531,-74.01148,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72532,-74.01153,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72533,-74.01173,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72578,-74.01164,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72608,-74.01159,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72648,-74.01151,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72697,-74.01147,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72769,-74.0114,West St & Chambers St,Pier 40 - Hudson River Park,1327
19,40.72769,-74.0113,West St & Chambers St,Pier 40 - Hudson River Park,1327
20,40.66814,-73.97363,3 St & Prospect Park West,3 St & Prospect Park West,1305
21,40.72885,-74.00861,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72891,-74.0086,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72893,-74.00883,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72896,-74.00907,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72905,-74.0099,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72911,-74.01041,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72918,-74.01078,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.7292,-74.01095,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72913,-74.01095,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72889,-74.01097,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72878,-74.01096,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.7287,-74.01095,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72836,-74.01099,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72768,-74.01106,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
21,40.72769,-74.0113,Greenwich St & W Houston St,Pier 40 - Hudson River Park,1292
22,40.69229,-74.01489,Soissons Landing,Soissons Landing,1283
23,40.7537,-73.95865,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75386,-73.95846,Southpoint Park,Roosevelt Island Tramway,1220
23,40.754,-73.95834,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75487,-73.95763,Southpoint Park,Roosevelt Island Tramway,1220
23,40.7564,-73.95624,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75677,-73.95591,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75678,-73.95584,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75675,-73.95572,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75688,-73.95561,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75692,-73.95555,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75693,-73.95554,Southpoint Park,Roosevelt Island Tramway,1220
23,40.757,-73.95545,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75768,-73.95494,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75783,-73.95482,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75778,-73.95469,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75754,-73.95407,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75757,-73.9539,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75755,-73.95389,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75753,-73.95386,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75752,-73.95383,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75752,-73.95381,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75736,-73.95369,Southpoint Park,Roosevelt Island Tramway,1220
23,40.75731,-73.95358,Southpoint Park,Roosevelt Island Tramway,1220
24,40.76496,-73.95808,1 Ave & E 68 St,1 Ave & E 78 St,1182
24,40.76561,-73.95762,1 Ave & E 68 St,1 Ave & E 78 St,1182
24,40.76595,-73.95737,1 Ave & E 68 St,1 Ave & E 78 St,1182
24,40.76694,-73.95664,1 Ave & E 68 St,1 Ave & E 78 St,1182
24,40.76946,-73.9548,1 Ave & E 68 St,1 Ave & E 78 St,1182
24,40.77075,-73.95385,1 Ave & E 68 St,1 Ave & E 78 St,1182
24,40.77136,-73.95341,1 Ave & E 68 St,1 Ave & E 78 St,1182
25,40.76582,-73.97641,Central Park S & 6 Ave,7 Ave & Central Park South,1180
25,40.76694,-73.97907,Central Park S & 6 Ave,7 Ave & Central Park South,1180
25,40.76683,-73.97907,Central Park S & 6 Ave,7 Ave & Central Park South,1180
25,40.76676,-73.97912,Central Park S & 6 Ave,7 Ave & Central Park South,1180
26,40.71557,-73.98694,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71585,-73.9868,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71593,-73.98674,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71587,-73.98657,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71578,-73.98626,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71578,-73.98618,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71571,-73.98593,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71568,-73.98586,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71554,-73.9854,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71536,-73.98478,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71529,-73.98467,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71491,-73.98337,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71481,-73.98302,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71467,-73.9824,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71439,-73.98147,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71418,-73.98145,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71418,-73.98141,Clinton St & Grand St,Henry St & Grand St,1172
26,40.7142,-73.98124,Clinton St & Grand St,Henry St & Grand St,1172
26,40.71421,-73.9811,Clinton St & Grand St,Henry St & Grand St,1172
27,40.70568,-74.01672,Little West St & 1 Pl,West St & Liberty St,1170
27,40.7063,-74.01648,Little West St & 1 Pl,West St & Liberty St,1170
27,40.70653,-74.01642,Little West St & 1 Pl,West St & Liberty St,1170
27,40.70703,-74.01624,Little West St & 1 Pl,West St & Liberty St,1170
27,40.7073,-74.0161,Little West St & 1 Pl,West St & Liberty St,1170
27,40.70851,-74.01563,Little West St & 1 Pl,West St & Liberty St,1170
27,40.70903,-74.01544,Little West St & 1 Pl,West St & Liberty St,1170
27,40.7092,-74.01538,Little West St & 1 Pl,West St & Liberty St,1170
27,40.70958,-74.01529,Little West St & 1 Pl,West St & Liberty St,1170
27,40.70995,-74.01518,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71016,-74.01517,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71044,-74.01509,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71074,-74.015,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71083,-74.01495,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71104,-74.01486,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71119,-74.01482,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71131,-74.01479,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71134,-74.01486,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71135,-74.01488,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71138,-74.01489,Little West St & 1 Pl,West St & Liberty St,1170
27,40.71145,-74.01488,Little West St & 1 Pl,West St & Liberty St,1170
28,40.73699,-74.0278,South Waterfront Walkway - Sinatra Dr & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,1167
29,40.67289,-73.97102,Grand Army Plaza & Plaza St West,Grand Army Plaza & Plaza St West,1165
30,40.7288,-74.03209,Newport Pkwy,Newport Pkwy,1129
31,40.77632,-73.96423,5 Ave & E 78 St,5 Ave & E 78 St,1118
32,40.74697,-74.00448,W 22 St & 10 Ave,W 22 St & 8 Ave,1111
32,40.74472,-73.99918,W 22 St & 10 Ave,W 22 St & 8 Ave,1111
33,40.75731,-73.95358,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75707,-73.95309,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75703,-73.95305,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75705,-73.95298,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75694,-73.95297,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75687,-73.95299,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75683,-73.95304,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75659,-73.95338,Roosevelt Island Tramway,Southpoint Park,1110
33,40.7563,-73.95362,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75619,-73.95366,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75611,-73.95369,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75607,-73.95373,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75584,-73.95398,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75534,-73.95453,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75484,-73.95509,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75483,-73.95513,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75483,-73.95523,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75416,-73.95584,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75322,-73.95672,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75278,-73.95722,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75276,-73.95725,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75278,-73.9574,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75279,-73.95748,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75284,-73.95757,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75307,-73.95802,Roosevelt Island Tramway,Southpoint Park,1110
33,40.7534,-73.95861,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75347,-73.95865,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75355,-73.95876,Roosevelt Island Tramway,Southpoint Park,1110
33,40.75361,-73.95878,Roosevelt Island Tramway,Southpoint Park,1110
33,40.7537,-73.95865,Roosevelt Island Tramway,Southpoint Park,1110
34,40.69229,-74.01489,Soissons Landing,Picnic Point,1105
34,40.69239,-74.01516,Soissons Landing,Picnic Point,1105
34,40.69248,-74.01551,Soissons Landing,Picnic Point,1105
34,40.69255,-74.0161,Soissons Landing,Picnic Point,1105
34,40.6926,-74.01693,Soissons Landing,Picnic Point,1105
34,40.69267,-74.01806,Soissons Landing,Picnic Point,1105
34,40.69271,-74.01866,Soissons Landing,Picnic Point,1105
34,40.69272,-74.01889,Soissons Landing,Picnic Point,1105
34,40.69256,-74.01892,Soissons Landing,Picnic Point,1105
34,40.69241,-74.01894,Soissons Landing,Picnic Point,1105
