,date,weekavg,total_trips
878,5/29/2021,74303.57143,30631
879,5/30/2021,75586.42857,17956
880,5/31/2021,69361.42857,91466
881,6/1/2021,72840.42857,101592
882,6/2/2021,86198.85714,108542
883,6/3/2021,99175.28571,71327
884,6/4/2021,100430.8571,88369
885,6/5/2021,96817.42857,124140
886,6/6/2021,97677.14286,108791
887,6/7/2021,105190.5714,100255
888,6/8/2021,108357,76298
889,6/9/2021,107721.7143,114560
890,6/10/2021,107176.5714,123921
891,6/11/2021,105190.1429,110534
892,6/12/2021,111666.8571,119693
893,6/13/2021,113144.4286,104975
894,6/14/2021,113190,86350
895,6/15/2021,115406.2857,121635
896,6/16/2021,114037.5714,124903
897,6/17/2021,114765.2857,124240
898,6/18/2021,117342.8571,126048
899,6/19/2021,111005.7143,110112
900,6/20/2021,111205.7143,110069
901,6/21/2021,111110.7143,104393
902,6/22/2021,110159.1429,77275
903,6/23/2021,111891.2857,126303
904,6/24/2021,112319.5714,123575
905,6/25/2021,111857.2857,119387
906,6/26/2021,115951.8571,122237
907,6/27/2021,112088.5714,113067
908,6/28/2021,104371.1429,101157
909,6/29/2021,98741.28571,105937
910,6/30/2021,91307,99260
911,7/1/2021,90102.42857,69553
912,7/2/2021,90002.14286,79978
913,7/3/2021,86181.42857,70197
914,7/4/2021,87079.57143,104635
915,7/5/2021,88096.57143,100455
916,7/6/2021,89347.28571,79192
917,7/7/2021,95389.85714,105547
918,7/8/2021,95642.28571,76672
919,7/9/2021,94170.14286,88733
920,7/10/2021,98298.85714,112495
921,7/11/2021,99378.71429,106402
922,7/12/2021,104913,90150
923,7/13/2021,108118.4286,108093
924,7/14/2021,104137.2857,113106
925,7/15/2021,103639.1429,115412
926,7/16/2021,105821.1429,111171
927,7/17/2021,106752.4286,84627
928,7/18/2021,106520.8571,102915
929,7/19/2021,107435.2857,105424
930,7/20/2021,108086.7143,114612
931,7/21/2021,114399.5714,111485
932,7/22/2021,114144.5714,121813
933,7/23/2021,113567.5714,115731
934,7/24/2021,112766.1429,128817
935,7/25/2021,113361.8571,101130
936,7/26/2021,107103.5714,101385
937,7/27/2021,107580,109002
938,7/28/2021,107124.4286,115655
939,7/29/2021,106589.4286,78005
940,7/30/2021,107267.5714,119066
941,7/31/2021,107703,125628
942,8/1/2021,107221.7143,97385
943,8/2/2021,112184.7143,106132
944,8/3/2021,111307.1429,112050
945,8/4/2021,110338.8571,112286
946,8/5/2021,107557.5714,112746
947,8/6/2021,106572,112923
948,8/7/2021,104173.5714,118850
949,8/8/2021,102537.5714,77916
950,8/9/2021,101134.2857,99233
951,8/10/2021,99548.28571,95261
952,8/11/2021,99018.42857,100834
953,8/12/2021,103916,102923
954,8/13/2021,104760.4286,101821
955,8/14/2021,106937.1429,115141
956,8/15/2021,108207.7143,112199
957,8/16/2021,108963,105144
958,8/17/2021,109506.2857,110498
959,8/18/2021,107302.8571,109728
960,8/19/2021,93595.42857,108210
961,8/20/2021,89911,105624
962,8/21/2021,90224,99717
963,8/22/2021,90279.57143,16247
964,8/23/2021,90107.71429,79353
965,8/24/2021,88102.85714,112689
966,8/25/2021,89227.28571,110117
967,8/26/2021,102005.2857,107007
968,8/27/2021,105545.2857,91590
969,8/28/2021,105909.7143,107588
970,8/29/2021,97617.57143,105693
971,8/30/2021,100836.4286,104133
972,8/31/2021,104643.8571,115240
973,9/1/2021,105307,52072
974,9/2/2021,103063.7143,129539
975,9/3/2021,103874.5714,118242
976,9/4/2021,103147.4286,112230
977,9/5/2021,112347,89990
978,9/6/2021,105248.8571,109809
979,9/7/2021,106981.7143,110150
980,9/8/2021,110638.5714,116469
981,9/9/2021,115034.7143,79852
982,9/10/2021,114926.8571,130372
983,9/11/2021,116582.1429,137828
984,9/12/2021,117358.7143,120763
985,9/13/2021,122106.2857,109054
986,9/14/2021,119967.4286,121737
987,9/15/2021,118694.7143,121905
988,9/16/2021,118630.1429,113085
989,9/17/2021,119095.8571,115400
990,9/18/2021,118349.1429,128919
991,9/19/2021,117610.8571,120311
992,9/20/2021,114157.1429,112314
993,9/21/2021,114732.4286,116510
994,9/22/2021,114786.2857,116737
995,9/23/2021,114319,88909
996,9/24/2021,113960.2857,119427
997,9/25/2021,111500.8571,129296
998,9/26/2021,111224,117040
999,9/27/2021,115044.8571,109803
1000,9/28/2021,,99294
1001,9/29/2021,,114799
1002,9/30/2021,,115655
