DATE,weekavg,TempMax
9/21/2021,77.28571429,76
9/22/2021,76,79
9/23/2021,75.28571429,79
9/24/2021,75.71428571,72
9/25/2021,75,75
9/26/2021,73.42857143,71
9/27/2021,71.42857143,78
9/28/2021,,71
9/29/2021,,68
9/30/2021,,65
10/1/2021,,
