date,trip_weekavg,CASE_COUNT_7DAY_AVG,tempmax_weekavg
6/19/2021,111005.7143,157,82.42857143
6/20/2021,111205.7143,155,82.28571429
6/21/2021,111110.7143,153,82.14285714
6/22/2021,110159.1429,152,81.71428571
6/23/2021,111891.2857,154,81
6/24/2021,112319.5714,152,81.57142857
6/25/2021,111857.2857,155,82.42857143
6/26/2021,115951.8571,157,84.85714286
6/27/2021,112088.5714,159,88
6/28/2021,104371.1429,164,89
6/29/2021,98741.28571,170,88.71428571
6/30/2021,91307,175,86.28571429
7/1/2021,90102.42857,179,84.71428571
7/2/2021,90002.14286,186,83.42857143
7/3/2021,86181.42857,190,83
7/4/2021,87079.57143,191,82
7/5/2021,88096.57143,189,82
7/6/2021,89347.28571,210,82.85714286
7/7/2021,95389.85714,235,85
7/8/2021,95642.28571,258,84.85714286
7/9/2021,94170.14286,278,85.28571429
7/10/2021,98298.85714,291,82.42857143
7/11/2021,99378.71429,312,81.85714286
7/12/2021,104913,353,82.57142857
7/13/2021,108118.4286,366,83.42857143
7/14/2021,104137.2857,387,84.85714286
7/15/2021,103639.1429,413,85.71428571
7/16/2021,105821.1429,439,85
7/17/2021,106752.4286,454,87
7/18/2021,106520.8571,471,86
7/19/2021,107435.2857,519,84.85714286
7/20/2021,108086.7143,554,83.71428571
7/21/2021,114399.5714,604,82.71428571
7/22/2021,114144.5714,664,82.57142857
7/23/2021,113567.5714,715,83.57142857
7/24/2021,112766.1429,744,84
7/25/2021,113361.8571,779,84.14285714
7/26/2021,107103.5714,838,83.57142857
7/27/2021,107580,908,83.42857143
7/28/2021,107124.4286,958,82.42857143
7/29/2021,106589.4286,1003,81.57142857
7/30/2021,107267.5714,1055,80.42857143
7/31/2021,107703,1098,79
8/1/2021,107221.7143,1125,78.28571429
8/2/2021,112184.7143,1174,78.85714286
8/3/2021,111307.1429,1228,79.71428571
8/4/2021,110338.8571,1279,81.14285714
8/5/2021,107557.5714,1313,81.14285714
8/6/2021,106572,1355,81.28571429
8/7/2021,104173.5714,1397,82
8/8/2021,102537.5714,1432,83.85714286
8/9/2021,101134.2857,1478,85.57142857
8/10/2021,99548.28571,1491,86.42857143
8/11/2021,99018.42857,1512,86.57142857
8/12/2021,103916,1545,87.42857143
8/13/2021,104760.4286,1549,87.71428571
8/14/2021,106937.1429,1534,87.28571429
8/15/2021,108207.7143,1544,86.42857143
8/16/2021,108963,1549,85.28571429
8/17/2021,109506.2857,1559,83.57142857
8/18/2021,107302.8571,1568,82.71428571
8/19/2021,93595.42857,1557,81.71428571
8/20/2021,89911,1550,81.71428571
8/21/2021,90224,1556,82.85714286
8/22/2021,90279.57143,1496,84
8/23/2021,90107.71429,1500,84.85714286
8/24/2021,88102.85714,1513,86.42857143
8/25/2021,89227.28571,1508,86.14285714
8/26/2021,102005.2857,1501,86.14285714
8/27/2021,105545.2857,1486,86.42857143
8/28/2021,105909.7143,1471,85.57142857
8/29/2021,97617.57143,1508,83.71428571
8/30/2021,100836.4286,1492,81.71428571
8/31/2021,104643.8571,1462,79
9/1/2021,105307,1432,78.85714286
9/2/2021,103063.7143,1402,78.57142857
9/3/2021,103874.5714,1397,78
9/4/2021,103147.4286,1387,77.42857143
9/5/2021,112347,1382,78
9/6/2021,105248.8571,1255,77.85714286
9/7/2021,106981.7143,1246,77.85714286
9/8/2021,110638.5714,1251,77.42857143
9/9/2021,115034.7143,1291,78.42857143
9/10/2021,114926.8571,1308,78.71428571
9/11/2021,116582.1429,1327,78.85714286
9/12/2021,117358.7143,1364,79.28571429
9/13/2021,122106.2857,1476,79.28571429
9/14/2021,119967.4286,1486,79.42857143
9/15/2021,118694.7143,1488,80.57142857
9/16/2021,118630.1429,1443,79.85714286
9/17/2021,119095.8571,1440,78.71428571
9/18/2021,118349.1429,1428,78.14285714
9/19/2021,117610.8571,1405,77.28571429
9/20/2021,114157.1429,1391,77.71428571
9/21/2021,114732.4286,1342,77.28571429
9/22/2021,114786.2857,1314,76
9/23/2021,114319,1298,75.28571429
9/24/2021,113960.2857,1254,75.71428571
9/25/2021,111500.8571,1233,75
9/26/2021,111224,1205,73.42857143
9/27/2021,115044.8571,1169,71.42857143
9/28/2021,,1145,
9/29/2021,,1100,
9/30/2021,,1080,
10/1/2021,,,
