index,startName,startLat,startLong,count,per_count
104,E 4 St & 2 Ave,40.7262807,-73.98978041,11539,0.4
105,St Marks Pl & 2 Ave,40.7284186,-73.98713956,11492,0.4
106,W 50 St & 9 Ave,40.76360468,-73.98917958,11459,0.4
107,Allen St & Rivington St,40.72019576,-73.98997825,11436,0.4
108,Broadway & W 49 St,40.76068327,-73.98452729,11388,0.4
109,1 Ave & E 30 St,40.74144387,-73.97536082,11364,0.4
110,Riverside Blvd & W 67 St,40.77750703,-73.98888588,11287,0.4
111,E 58 St & 3 Ave,40.76095756,-73.96724467,11266,0.4
112,E 6 St & Avenue B,40.72453734,-73.98185424,11256,0.4
113,E 2 St & Avenue B,40.72217444,-73.98368779,11240,0.4
114,10 Ave & W 28 St,40.75066386,-74.00176802,11228,0.4
115,St Marks Pl & 1 Ave,40.72779126,-73.98564945,11190,0.4
116,Murray St & Greenwich St,40.71485151,-74.01122332,11142,0.4
117,W 20 St & 8 Ave,40.74345335,-74.00004031,11115,0.4
118,Central Park West & W 100 St,40.79406661,-73.96286845,11099,0.4
119,Allen St & Stanton St,40.722055,-73.989111,11058,0.4
120,E 55 St & 2 Ave,40.75797322,-73.96603308,11022,0.4
121,W 53 St & 10 Ave,40.76669671,-73.99061728,11007,0.4
122,E 2 St & Avenue A,40.72307749,-73.98583621,10989,0.4
123,W 59 St & 10 Ave,40.770513,-73.988038,10845,0.35
124,Cooper Square & Astor Pl,40.72951496,-73.9907527,10772,0.35
125,Suffolk St & Stanton St,40.72066442,-73.98517977,10768,0.35
126,Allen St & Hester St,40.71605866,-73.99190759,10664,0.35
127,9 Ave & W 28 St,40.74937024,-73.99923384,10614,0.35
128,W 27 St & 7 Ave,40.746647,-73.993915,10600,0.35
129,Columbus Ave & W 95 St,40.7919557,-73.968087,10589,0.35
130,11 Ave & W 27 St,40.751396,-74.005226,10556,0.35
131,E 20 St & FDR Drive,40.73314259,-73.97573881,10450,0.35
132,Central Park West & W 76 St,40.77896784,-73.97374737,10444,0.35
133,Bank St & Washington St,40.7361967,-74.00859207,10399,0.35
134,W 46 St & 11 Ave,40.76341379,-73.99667444,10339,0.35
135,Washington St & Gansevoort St,40.739323,-74.008119,10311,0.35
136,1 Ave & E 5 St,40.725864,-73.986389,10304,0.35
137,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,10274,0.35
138,Bank St & Hudson St,40.73652889,-74.00618026,10252,0.35
139,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,10169,0.35
140,W 20 St & 7 Ave,40.74238787,-73.99726235,10163,0.35
141,Atlantic Ave & Furman St,40.69165183,-73.9999786,10089,0.35
142,Perry St & Bleecker St,40.73535398,-74.00483091,10047,0.35
143,5 Ave & E 29 St,40.7451677,-73.98683077,10045,0.35
144,E 39 St & 3 Ave,40.7489006,-73.97604882,10019,0.35
145,Lafayette St & Jersey St,40.72456089,-73.99565293,9967,0.35
146,Cherry St,40.71219906,-73.97948148,9948,0.35
147,Henry St & Grand St,40.714211,-73.981095,9832,0.35
148,North Moore St & Greenwich St,40.72019521,-74.01030064,9802,0.35
149,W 25 St & 6 Ave,40.74395411,-73.99144871,9802,0.35
150,W 59 St & West End Ave,40.771771,-73.990625,9663,0.35
151,E 84 St & 1 Ave,40.77565541,-73.95068615,9626,0.35
152,W 15 St & 6 Ave,40.73804614,-73.99642959,9603,0.35
153,E 24 St & Park Ave S,40.74096374,-73.98602213,9552,0.35
154,W 30 St & 10 Ave,40.752694,-74.002353,9552,0.35
155,Union Ave & N 12 St,40.71924,-73.95242,9538,0.35
156,W 13 St & 7 Ave,40.73781509,-73.99994661,9518,0.35
157,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,9511,0.35
158,E 16 St & 5 Ave,40.73726186,-73.99238967,9441,0.35
159,Franklin Ave & Empire Blvd,40.66314,-73.9605695,9435,0.35
160,E 2 St & 2 Ave,40.72502876,-73.99069656,9418,0.35
161,Broadway & W 41 St,40.75513557,-73.98658032,9365,0.35
162,5 Ave & E 103 St,40.7922553,-73.95249933,9309,0.3
163,Great Jones St,40.72743423,-73.99379025,9266,0.3
164,11 Ave & W 59 St,40.77149671,-73.99046034,9238,0.3
165,W 11 St & 6 Ave,40.73532427,-73.99800419,9230,0.3
166,Liberty St & Broadway,40.70905623,-74.01043382,9216,0.3
167,E 74 St & 1 Ave,40.7689738,-73.95482273,9183,0.3
168,E 12 St & 3 Ave,40.73223272,-73.98889957,9170,0.3
169,3 St & Prospect Park West,40.668132,-73.97363831,9152,0.3
170,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,9135,0.3
171,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,9114,0.3
172,Washington Pl & 6 Ave,40.73224119,-74.00026394,9101,0.3
173,Mercer St & Bleecker St,40.72706363,-73.99662137,9052,0.3
174,Broadway & Battery Pl,40.70463334,-74.01361706,9016,0.3
175,Wall St & South St,40.70437,-74.00637,9014,0.3
176,South St & Whitehall St,40.70122128,-74.01234218,9006,0.3
177,Broadway & W 29 St,40.7462009,-73.98855723,9005,0.3
178,Gansevoort St & Hudson St,40.7394482,-74.00507033,9000,0.3
179,E 19 St & 3 Ave,40.73624527,-73.98473765,8982,0.3
180,W 63 St & Broadway,40.77163851,-73.98261428,8973,0.3
181,W 55 St & 6 Ave,40.763189,-73.978434,8948,0.3
182,E 33 St & 5 Ave,40.74765947,-73.98490707,8924,0.3
183,W 56 St & 10 Ave,40.768254,-73.988639,8903,0.3
184,E 2 St & Avenue C,40.7208736,-73.98085795,8902,0.3
185,Stanton St & Chrystie St,40.72229346,-73.99147535,8889,0.3
186,E 88 St & 1 Ave,40.778301,-73.9488134,8882,0.3
187,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,8850,0.3
188,Greenwich St & W Houston St,40.728846,-74.008591,8845,0.3
189,W 42 St & Dyer Ave,40.75898481,-73.99379969,8798,0.3
190,Rivington St & Ridge St,40.71850211,-73.98329859,8762,0.3
191,Greenwich Ave & Charles St,40.735238,-74.000271,8760,0.3
192,E 11 St & Avenue B,40.72746421,-73.97950418,8732,0.3
193,E 20 St & Park Ave,40.73827428,-73.98751968,8712,0.3
194,Lexington Ave & E 36 St,40.74757396,-73.97880077,8697,0.3
195,1 Ave & E 44 St,40.75001986,-73.96905301,8680,0.3
196,W 45 St & 8 Ave,40.75929124,-73.98859651,8662,0.3
197,E 10 St & 5 Ave,40.73331967,-73.99510132,8610,0.3
198,Lexington Ave & E 26 St,40.741459,-73.983293,8540,0.3
199,W 34 St & 11 Ave,40.75594159,-74.0021163,8499,0.3
200,Cliff St & Fulton St,40.70838,-74.00495,8428,0.3
201,Front St & Washington St,40.70255088,-73.98940236,8358,0.3
202,E 47 St & Park Ave,40.75510267,-73.97498696,8332,0.3
203,E 91 St & 2 Ave,40.7811223,-73.94965589,8327,0.3
204,Center Blvd & 51 Ave,40.74336608,-73.95960689,8261,0.3
205,E 51 St & 1 Ave,40.75455731,-73.96592976,8220,0.3
206,E 30 St & Park Ave S,40.74444921,-73.98303529,8201,0.3
207,E 9 St & Avenue C,40.72521311,-73.97768752,8140,0.3
208,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,8109,0.3
209,W 106 St & Central Park West,40.7981856,-73.9605909,8097,0.3
210,W 82 St & Central Park West,40.78275,-73.97137,8088,0.3
211,W 100 St & Broadway,40.7973721,-73.97041192,8060,0.3
212,W 42 St & 6 Ave,40.75492,-73.98455,8039,0.3
213,W 89 St & Columbus Ave,40.7882213,-73.97041561,8036,0.3
214,W 42 St & 8 Ave,40.7575699,-73.99098507,8035,0.3
215,Riverside Dr & W 104 St,40.8013434,-73.97114574,8016,0.3
216,Milton St & Franklin St,40.72906,-73.95779,7942,0.3
217,E 51 St & 2 Ave,40.755293,-73.967641,7908,0.3
218,2 Ave & E 96 St,40.7839636,-73.9471673,7904,0.3
219,Bond St & Fulton St,40.68962189,-73.98304269,7898,0.3
220,Forsyth St & Broome St,40.71893904,-73.99266288,7882,0.3
221,Watts St & Greenwich St,40.72405549,-74.00965965,7881,0.3
222,Fulton St & Broadway,40.711066,-74.009447,7876,0.3
223,W 18 St & 6 Ave,40.73971301,-73.99456405,7872,0.3
224,Cathedral Pkwy & Broadway,40.804213,-73.96699104,7854,0.3
225,MacDougal St & Washington Sq,40.73226398,-73.99852205,7841,0.3
226,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,7841,0.3
227,W 76 St & Columbus Ave,40.78018397,-73.97728533,7832,0.3
228,Stanton St & Norfolk St,40.720747,-73.986274,7810,0.3
229,Kent Ave & S 11 St,40.70764494,-73.96841526,7787,0.25
230,E 25 St & 1 Ave,40.7381765,-73.97738662,7733,0.25
231,E 102 St & 1 Ave,40.7869946,-73.94164802,7670,0.25
232,Broadway & W 53 St,40.76344058,-73.98268129,7660,0.25
233,E 81 St & York Ave,40.7728384,-73.94989233,7654,0.25
234,W 95 St & Broadway,40.7937704,-73.971888,7633,0.25
235,Riverside Dr & W 91 St,40.79313481,-73.97700369,7622,0.25
236,W 15 St & 10 Ave,40.74275383,-74.00747359,7618,0.25
237,E 53 St & Lexington Ave,40.75828065,-73.97069431,7578,0.25
238,Riverside Dr & W 82 St,40.78720869,-73.98128127,7478,0.25
239,Pearl St & Hanover Square,40.7047177,-74.00926027,7424,0.25
240,E 97 St & Madison Ave,40.787801,-73.953559,7407,0.25
241,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,7378,0.25
242,W 16 St & The High Line,40.74334935,-74.00681753,7360,0.25
243,5 Ave & E 63 St,40.766368,-73.971518,7349,0.25
244,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,7339,0.25
245,Avenue C & E 18 St,40.730563,-73.973984,7319,0.25
246,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,7304,0.25
247,W 40 St & 5 Ave,40.752269,-73.982079,7283,0.25
248,N 6 St & Bedford Ave,40.71745169,-73.95850939,7277,0.25
249,W 35 St & Dyer Ave,40.75469175,-73.99740189,7246,0.25
250,Pike St & Monroe St,40.71173107,-73.99193043,7246,0.25
251,4 Ave & E 12 St,40.732647,-73.99011,7228,0.25
252,Broadway & Berry St,40.71044554,-73.96525063,7224,0.25
253,46 Ave & 5 St,40.74731,-73.95451,7224,0.25
254,W 52 St & 6 Ave,40.76132983,-73.97982001,7207,0.25
255,E 81 St & 2 Ave,40.77477945,-73.95427465,7192,0.25
256,S 3 St & Bedford Ave,40.71260486,-73.96264403,7142,0.25
257,W 31 St & 7 Ave,40.749156,-73.9916,7133,0.25
258,Bayard St & Baxter St,40.71602118,-73.99974372,7104,0.25
259,E 45 St & 3 Ave,40.75255434,-73.97282625,7085,0.25
260,W 84 St & Columbus Ave,40.78499979,-73.97283406,7077,0.25
261,Lispenard St & Broadway,40.71939226,-74.00247214,7043,0.25
262,Spruce St & Nassau St,40.71146364,-74.00552427,7041,0.25
263,E 48 St & 5 Ave,40.75724568,-73.97805914,7036,0.25
264,1 Ave & E 16 St,40.73221853,-73.98165557,6979,0.25
265,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,6953,0.25
266,W 13 St & 5 Ave,40.735445,-73.99431,6948,0.25
267,9 Ave & W 18 St,40.74317449,-74.00366443,6930,0.25
268,E 47 St & 2 Ave,40.75323098,-73.97032517,6916,0.25
269,Astoria Park S & Shore Blvd,40.7767,-73.927631,6868,0.25
270,Murray St & West St,40.7149787,-74.013012,6854,0.25
271,Rivington St & Chrystie St,40.72110063,-73.9919254,6841,0.25
272,W 37 St & 5 Ave,40.75038009,-73.98338988,6823,0.25
273,Pearl St & Peck Slip,40.708485,-74.002751,6804,0.25
274,Pike St & E Broadway,40.71406667,-73.99293911,6785,0.25
275,Howard St & Centre St,40.71910537,-73.99973337,6778,0.25
276,5 Ave & E 93 St,40.7857851,-73.957481,6742,0.25
277,W Broadway & W Houston St,40.726378,-74.000472,6727,0.25
278,West End Ave & W 94 St,40.7941654,-73.974124,6650,0.25
279,Madison St & Clinton St,40.71269042,-73.98776323,6600,0.25
280,W 45 St & 6 Ave,40.7568001,-73.98291153,6596,0.25
281,Broadway & W 38 St,40.75299641,-73.98721619,6593,0.25
282,E 89 St & 3 Ave,40.7806284,-73.9521667,6589,0.25
283,Pershing Square South,40.751581,-73.97791,6579,0.25
284,1 Ave & E 94 St,40.7817212,-73.94594,6575,0.25
285,W 26 St & 10 Ave,40.74971775,-74.00295035,6508,0.25
286,William St & Pine St,40.70717936,-74.00887308,6504,0.25
287,E 43 St & 2 Ave,40.75022392,-73.97121414,6472,0.25
288,E 110 St & Madison Ave,40.7961535,-73.94782145,6418,0.25
289,Hope St & Union Ave,40.71167351,-73.95141312,6391,0.25
290,W 67 St & Broadway,40.77492513,-73.98266566,6372,0.25
291,Lenox Ave & W 126 St,40.808442,-73.9452087,6365,0.25
292,Maiden Ln & Pearl St,40.70706456,-74.00731853,6358,0.25
293,W 87 St & West End Ave,40.789622,-73.97757,6331,0.25
294,South End Ave & Liberty St,40.711512,-74.015756,6298,0.25
295,W 54 St & 9 Ave,40.76584941,-73.98690506,6284,0.25
296,Fulton St & William St,40.70955958,-74.00653609,6259,0.25
297,Riverside Dr & W 78 St,40.78414472,-73.98362492,6246,0.25
298,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,6243,0.25
299,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,6242,0.25
300,Washington Pl & Broadway,40.72903917,-73.99404649,6151,0.2
301,Mercer St & Spring St,40.72362738,-73.99949601,6141,0.2
302,3 Ave & E 62 St,40.76312584,-73.96526895,6138,0.2
303,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,6128,0.2
304,Avenue D & E 3 St,40.72082834,-73.97793172,6123,0.2
305,Pleasant Ave & E 116 St,40.7949879,-73.9333349,6089,0.2
306,Clark St & Henry St,40.69760127,-73.99344559,6056,0.2
307,N 12 St & Bedford Ave,40.72079821,-73.95484712,6002,0.2
308,3 Ave & Schermerhorn St,40.68683208,-73.9796772,5980,0.2
309,Lexington Ave & E 29 St,40.74311555,-73.98215353,5946,0.2
310,Reade St & Broadway,40.71450451,-74.00562789,5927,0.2
311,Fulton St & Adams St,40.69241829,-73.98949474,5926,0.2
312,Jay St & Tech Pl,40.695065,-73.987167,5913,0.2
313,1 Ave & E 18 St,40.73381219,-73.98054421,5896,0.2
314,E 77 St & 3 Ave,40.77314236,-73.95856158,5891,0.2
315,Avenue D & E 8 St,40.72387,-73.975767,5888,0.2
316,Madison St & Montgomery St,40.713126,-73.984844,5883,0.2
317,Center Blvd & 48 Ave,40.745038,-73.957539,5856,0.2
318,Driggs Ave & N 9 St,40.71816969,-73.95520136,5856,0.2
319,Stagg St & Union Ave,40.70877084,-73.95095259,5830,0.2
320,E 5 St & Avenue C,40.72299208,-73.97995466,5830,0.2
321,Bus Slip & State St,40.701907,-74.013942,5828,0.2
322,E 16 St & Irving Pl,40.73536706,-73.98797393,5800,0.2
323,Bergen St & Smith St,40.6867443,-73.99063168,5794,0.2
324,Division St & Bowery,40.714193,-73.996732,5768,0.2
325,Leonard St & Church St,40.717571,-74.005549,5766,0.2
326,Grand St & Havemeyer St,40.71286844,-73.95698119,5753,0.2
327,Hudson St & Reade St,40.71625008,-74.0091059,5750,0.2
328,McGuinness Blvd & Eagle St,40.73555,-73.95284,5736,0.2
329,E 56 St & 3 Ave,40.75934501,-73.96759673,5728,0.2
330,Centre St & Worth St,40.71494807,-74.00234482,5697,0.2
331,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,5693,0.2
332,Lawrence St & Willoughby St,40.69236178,-73.98631746,5692,0.2
333,44 Dr & Jackson Ave,40.74718234,-73.9432635,5679,0.2
334,Broadway & W 51 St,40.76228826,-73.98336183,5670,0.2
335,Madison Ave & E 99 St,40.78948542,-73.95242929,5635,0.2
336,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,5631,0.2
337,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,5617,0.2
338,E 12 St & Ave C,40.727243,-73.976831,5616,0.2
339,Liberty Light Rail,40.7112423,-74.0557013,5605,0.2
340,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,5595,0.2
341,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,5593,0.2
342,Berry St & N 8 St,40.7190095,-73.95852515,5589,0.2
343,Jay St & York St,40.70140317,-73.9867267,5573,0.2
344,E 65 St & 2 Ave,40.76471852,-73.9622207,5561,0.2
345,W 44 St & 5 Ave,40.75500254,-73.98014437,5560,0.2
346,Franklin St & Dupont St,40.73564,-73.95866,5544,0.2
347,Grand St & Greene St,40.72170005,-74.00238141,5542,0.2
348,Broadway & W 36 St,40.75097711,-73.98765428,5517,0.2
349,Newport Pkwy,40.7287448,-74.0321082,5512,0.2
350,Bedford Ave & Bergen St,40.676368,-73.952918,5503,0.2
351,Perry St & Greenwich Ave,40.735918,-74.000939,5500,0.2
352,W 84 St & Broadway,40.7867947,-73.977112,5486,0.2
353,W 87 St & Amsterdam Ave,40.78839,-73.9747,5439,0.2
354,E 41 St & Madison Ave,40.75216528,-73.97992194,5405,0.2
355,Lenox Ave & W 130 St,40.8107922,-73.9430681,5401,0.2
356,W 74 St & Columbus Ave,40.7785669,-73.97754961,5397,0.2
357,E 47 St & 1 Ave,40.75206862,-73.96784384,5387,0.2
358,6 Ave & Canal St,40.72243797,-74.00566443,5347,0.2
359,E 53 St & Madison Ave,40.7597108,-73.97402311,5305,0.2
360,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,5296,0.2
361,Catherine St & Monroe St,40.71117444,-73.99682619,5295,0.2
362,Court St & State St,40.6902375,-73.99203074,5292,0.2
363,Front St & Maiden Ln,40.70530954,-74.00612572,5260,0.2
364,E 89 St & York Ave,40.7779453,-73.946041,5219,0.2
365,Graham Ave & Conselyea St,40.715143,-73.944507,5206,0.2
366,E 82 St & East End Ave,40.7724607,-73.9468208,5136,0.2
367,Schermerhorn St & Bond St,40.68841743,-73.98451656,5132,0.2
368,Delancey St & Eldridge St,40.719383,-73.991479,5123,0.2
369,Huron St & Franklin St,40.73266,-73.95826,5119,0.2
370,E 81 St & 3 Ave,40.77573034,-73.9567526,5112,0.2
371,Barclay St & Church St,40.71291224,-74.01020234,5110,0.2
372,E 59 St & Madison Ave,40.76350532,-73.97109243,5107,0.2
373,Columbia St & Rivington St,40.71739973,-73.98016555,5085,0.2
374,India St & Manhattan Ave,40.73232194,-73.9550858,5080,0.2
375,East End Ave & E 86 St,40.77518615,-73.94446054,5074,0.2
376,E 48 St & 3 Ave,40.7546011,-73.97187886,5067,0.2
377,Front St & Jay St,40.702461,-73.986842,5035,0.2
378,Hicks St & Montague St,40.69512845,-73.99595065,5034,0.2
379,E 84 St & Park Ave,40.77862688,-73.95772073,5002,0.2
380,E 63 St & 3 Ave,40.763954,-73.9646,4967,0.2
381,Prospect Park West & 8 St,40.66514682,-73.97637606,4965,0.2
382,W 100 St & Manhattan Ave,40.795,-73.9645,4926,0.2
383,W 110 St & Amsterdam Ave,40.802692,-73.96295,4890,0.2
384,E 85 St & York Ave,40.77536905,-73.94803392,4889,0.2
385,Market St & Cherry St,40.71076228,-73.99400398,4885,0.2
386,Stanton St & Mangin St,40.71782143,-73.97628939,4879,0.2
387,Madison Ave & E 82 St,40.7781314,-73.96069399,4878,0.2
388,John St & William St,40.70862144,-74.00722156,4860,0.2
389,Duffield St & Willoughby St,40.69221589,-73.9842844,4854,0.2
390,Driggs Ave & Lorimer St,40.72179134,-73.9504154,4828,0.2
391,Ditmars Blvd & 19 St,40.78145,-73.9183302,4818,0.2
392,Graham Ave & Grand St,40.711863,-73.944024,4801,0.2
393,E 72 St & Park Ave,40.77118288,-73.96409422,4799,0.2
394,W 52 St & 5 Ave,40.75992262,-73.97648516,4797,0.2
395,3 Ave & E 72 St,40.7699426,-73.96060712,4769,0.2
396,Clinton Ave & Myrtle Ave,40.693261,-73.968896,4762,0.2
397,E 75 St & 3 Ave,40.77112927,-73.95772297,4747,0.2
398,DeKalb Ave & Hudson Ave,40.689888,-73.981013,4742,0.2
399,E 76 St & Park Ave,40.773763,-73.96222088,4738,0.2
400,Roebling St & N 4 St,40.71469,-73.95739,4731,0.2
401,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,4728,0.2
402,West End Ave & W 107 St,40.8021174,-73.96818053,4711,0.2
403,St James Pl & Oliver St,40.71307916,-73.99851193,4703,0.2
404,W Broadway & Spring St,40.72494672,-74.00165856,4695,0.2
405,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,4675,0.15
406,E 78 St & 2 Ave,40.7727966,-73.95577801,4665,0.15
