index,startName,startLat,startLong,count,per_count
228,Hudson St & Reade St,40.71625008,-74.0091059,11453,0.25
229,Riverside Blvd & W 67 St,40.77750703,-73.98888588,11351,0.25
230,Stanton St & Norfolk St,40.720747,-73.986274,11235,0.25
231,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,11231,0.25
232,E 6 St & Avenue D,40.72228087,-73.97668709,11173,0.25
233,Lenox Ave & W 111 St,40.7987859,-73.9523,11164,0.25
234,E 51 St & Lexington Ave,40.75714758,-73.97207836,11096,0.25
235,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,11024,0.25
236,9 Ave & W 22 St,40.7454973,-74.00197139,10964,0.25
237,Riverside Dr & W 72 St,40.78057799,-73.98562431,10909,0.25
238,W 82 St & Central Park West,40.78275,-73.97137,10785,0.2
239,E 84 St & 3 Ave,40.77755374,-73.9551276,10695,0.2
240,Perry St & Bleecker St,40.73535398,-74.00483091,10656,0.2
241,Driggs Ave & N 9 St,40.71816969,-73.95520136,10634,0.2
242,Atlantic Ave & Furman St,40.69165183,-73.9999786,10624,0.2
243,E 59 St & Madison Ave,40.76350532,-73.97109243,10607,0.2
244,Pike St & E Broadway,40.71406667,-73.99293911,10461,0.2
245,Broadway & W 32 St,40.74854862,-73.98808416,10399,0.2
246,W 35 St & Dyer Ave,40.75469175,-73.99740189,10385,0.2
247,South St & Whitehall St,40.70122128,-74.01234218,10385,0.2
248,Front St & Maiden Ln,40.70530954,-74.00612572,10328,0.2
249,Bus Slip & State St,40.701907,-74.013942,10288,0.2
250,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,10210,0.2
251,S 3 St & Bedford Ave,40.71260486,-73.96264403,10179,0.2
252,E 55 St & Lexington Ave,40.75968085,-73.97031366,10146,0.2
253,Berry St & N 8 St,40.7190095,-73.95852515,10132,0.2
254,Franklin St & W Broadway,40.71911552,-74.00666661,10099,0.2
255,Willoughby St & Fleet St,40.69196566,-73.9813018,10066,0.2
256,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,9995,0.2
257,E 74 St & 1 Ave,40.7689738,-73.95482273,9897,0.2
258,E 48 St & 3 Ave,40.7546011,-73.97187886,9896,0.2
259,W 95 St & Broadway,40.7937704,-73.971888,9895,0.2
260,W 76 St & Columbus Ave,40.78018397,-73.97728533,9888,0.2
261,Park Ave & E 124 St,40.8045555,-73.9396861,9842,0.2
262,Queens Plaza North & Crescent St,40.75110165,-73.94073717,9827,0.2
263,Fulton St & William St,40.70955958,-74.00653609,9795,0.2
264,Broadway & Berry St,40.71044554,-73.96525063,9720,0.2
265,2 Ave & E 72 St,40.76876203,-73.95840794,9679,0.2
266,E 5 St & Avenue C,40.72299208,-73.97995466,9660,0.2
267,W 84 St & Columbus Ave,40.78499979,-73.97283406,9572,0.2
268,E 55 St & 2 Ave,40.75797322,-73.96603308,9516,0.2
269,Dean St & 4 Ave,40.68312489,-73.97895137,9449,0.2
270,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,9437,0.2
271,Clinton Ave & Myrtle Ave,40.693261,-73.968896,9418,0.2
272,Lawrence St & Willoughby St,40.69236178,-73.98631746,9385,0.2
273,Pearl St & Hanover Square,40.7047177,-74.00926027,9379,0.2
274,Court St & State St,40.6902375,-73.99203074,9375,0.2
275,E 55 St & 3 Ave,40.75899656,-73.96865398,9365,0.2
276,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,9253,0.2
277,Avenue C & E 18 St,40.730563,-73.973984,9233,0.2
278,Old Slip & Front St,40.7037992,-74.00838676,9224,0.2
279,2 Ave & E 96 St,40.7839636,-73.9471673,9210,0.2
280,Central Park West & W 100 St,40.79406661,-73.96286845,9160,0.2
281,Avenue D & E 3 St,40.72082834,-73.97793172,9136,0.2
282,5 Ave & E 103 St,40.7922553,-73.95249933,9127,0.2
283,Leonard St & Church St,40.717571,-74.005549,9023,0.2
284,Washington Pl & 6 Ave,40.73224119,-74.00026394,8987,0.2
285,W 50 St & 9 Ave,40.76360468,-73.98917958,8956,0.2
286,Schermerhorn St & Bond St,40.68841743,-73.98451656,8927,0.2
287,Hicks St & Montague St,40.69512845,-73.99595065,8904,0.2
288,Lexington Ave & E 36 St,40.74757396,-73.97880077,8861,0.2
289,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,8843,0.2
290,Jay St & Tech Pl,40.695065,-73.987167,8843,0.2
291,Spruce St & Nassau St,40.71146364,-74.00552427,8801,0.2
292,Bond St & Fulton St,40.68962189,-73.98304269,8793,0.2
293,Lexington Ave & E 63 St,40.76440023,-73.96648977,8777,0.2
294,Reade St & Broadway,40.71450451,-74.00562789,8765,0.2
295,Park Pl & Church St,40.71334184,-74.00935516,8761,0.2
296,Clinton St & Joralemon St,40.69239502,-73.99337909,8718,0.2
297,E 84 St & 1 Ave,40.77565541,-73.95068615,8716,0.2
298,Graham Ave & Conselyea St,40.715143,-73.944507,8685,0.2
299,E 51 St & 1 Ave,40.75455731,-73.96592976,8658,0.2
300,W 89 St & Columbus Ave,40.7882213,-73.97041561,8652,0.2
301,Cherry St,40.71219906,-73.97948148,8620,0.2
302,Nassau Ave & Russell St,40.72557,-73.94434,8560,0.2
303,Centre St & Worth St,40.71494807,-74.00234482,8498,0.2
304,W 100 St & Broadway,40.7973721,-73.97041192,8467,0.2
305,W 84 St & Broadway,40.7867947,-73.977112,8433,0.2
306,Cliff St & Fulton St,40.70831794,-74.00504082,8413,0.2
307,Catherine St & Monroe St,40.71117444,-73.99682619,8387,0.2
308,St James Pl & Oliver St,40.71307916,-73.99851193,8382,0.2
309,Maiden Ln & Pearl St,40.70706456,-74.00731853,8362,0.2
310,William St & Pine St,40.70717936,-74.00887308,8324,0.2
311,DeKalb Ave & Hudson Ave,40.689888,-73.981013,8302,0.2
312,W 45 St & 6 Ave,40.7568001,-73.98291153,8213,0.2
313,3 St & Prospect Park West,40.668132,-73.97363831,8200,0.2
314,E 91 St & 2 Ave,40.7811223,-73.94965589,8198,0.2
315,W 55 St & 6 Ave,40.76309387,-73.97835016,8135,0.2
316,Madison Ave & E 82 St,40.7781314,-73.96069399,8110,0.2
317,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,8103,0.2
318,Cadman Plaza West & Montague St,40.69383,-73.990539,8025,0.15
319,Avenue D & E 8 St,40.72368361,-73.97574813,8015,0.15
320,Columbia St & Rivington St,40.71739973,-73.98016555,7984,0.15
321,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,7979,0.15
322,Pike St & Monroe St,40.71173107,-73.99193043,7944,0.15
323,Broadway & Roebling St,40.70924826,-73.96063149,7918,0.15
324,7 Ave & Park Pl,40.6776147,-73.97324283,7876,0.15
325,5 Ave & E 63 St,40.766368,-73.971518,7847,0.15
326,Madison St & Clinton St,40.71269042,-73.98776323,7801,0.15
327,Kent Ave & S 11 St,40.70764494,-73.96841526,7781,0.15
328,E 43 St & 2 Ave,40.75022392,-73.97121414,7731,0.15
329,N 12 St & Bedford Ave,40.72079821,-73.95484712,7701,0.15
330,W 78 St & Broadway,40.78339981,-73.98093133,7697,0.15
331,Union Ave & N 12 St,40.71924,-73.95242,7599,0.15
332,Grand St & Havemeyer St,40.71286844,-73.95698119,7587,0.15
333,Hamilton Park,40.72759597,-74.04424731,7568,0.15
334,Water - Whitehall Plaza,40.70255065,-74.0127234,7519,0.15
335,Pearl St & Anchorage Pl,40.70281858,-73.98765762,7495,0.15
336,Duane St & Greenwich St,40.71748752,-74.0104554,7488,0.15
337,E 88 St & 1 Ave,40.778301,-73.9488134,7470,0.15
338,Henry St & Atlantic Ave,40.69089272,-73.99612349,7442,0.15
339,Broadway & W 36 St,40.75097711,-73.98765428,7407,0.15
340,John St & William St,40.70862144,-74.00722156,7390,0.15
341,Duffield St & Willoughby St,40.69221589,-73.9842844,7321,0.15
342,E 102 St & 1 Ave,40.7869946,-73.94164802,7215,0.15
343,W 106 St & Central Park West,40.7981856,-73.9605909,7181,0.15
344,E 47 St & 1 Ave,40.75206862,-73.96784384,7166,0.15
345,E 89 St & 3 Ave,40.7806284,-73.9521667,7163,0.15
346,McGuinness Blvd & Eagle St,40.73555,-73.95284,7101,0.15
347,Carroll St & Smith St,40.680611,-73.99475825,7100,0.15
348,5 Ave & E 93 St,40.7857851,-73.957481,7086,0.15
349,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,7083,0.15
350,Madison St & Montgomery St,40.713126,-73.984844,7059,0.15
351,E 81 St & York Ave,40.7728384,-73.94989233,7042,0.15
352,3 Ave & E 62 St,40.76312584,-73.96526895,7034,0.15
353,Riverside Dr & W 82 St,40.78720869,-73.98128127,7014,0.15
354,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,6952,0.15
355,Harrison St & Hudson St,40.71870987,-74.0090009,6947,0.15
356,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,6882,0.15
357,Stanton St & Mangin St,40.71782143,-73.97628939,6828,0.15
358,W 17 St & 8 Ave,40.74177603,-74.00149746,6826,0.15
359,Huron St & Franklin St,40.73266,-73.95826,6824,0.15
360,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,6812,0.15
361,Market St & Cherry St,40.71076228,-73.99400398,6803,0.15
362,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,6799,0.15
363,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,6799,0.15
364,W 74 St & Columbus Ave,40.7785669,-73.97754961,6793,0.15
365,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,6777,0.15
366,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,6775,0.15
367,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,6705,0.15
368,Lafayette Ave & St James Pl,40.68851534,-73.9647628,6704,0.15
369,E 81 St & 2 Ave,40.77477945,-73.95427465,6694,0.15
370,Willoughby Ave & Hall St,40.69196035,-73.96536851,6683,0.15
371,Cathedral Pkwy & Broadway,40.804213,-73.96699104,6674,0.15
372,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,6674,0.15
373,Park Pl & Vanderbilt Ave,40.6767,-73.969024,6670,0.15
374,E 97 St & Madison Ave,40.787801,-73.953559,6639,0.15
375,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,6578,0.15
376,46 Ave & 5 St,40.74731,-73.95451,6572,0.15
377,Schermerhorn St & Court St,40.69102926,-73.99183363,6546,0.15
378,Hope St & Union Ave,40.71167351,-73.95141312,6526,0.15
379,Riverside Dr & W 78 St,40.78414472,-73.98362492,6519,0.15
380,W 87 St & Amsterdam Ave,40.78839,-73.9747,6515,0.15
381,E 72 St & Park Ave,40.77118288,-73.96409422,6477,0.15
382,State St & Smith St,40.68926942,-73.98912867,6477,0.15
383,E 77 St & 3 Ave,40.77314236,-73.95856158,6417,0.15
384,E 84 St & Park Ave,40.77862688,-73.95772073,6398,0.15
385,Leonard St & Nassau Ave,40.72395678,-73.94984365,6370,0.15
386,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,6352,0.15
387,Broadway & Moylan Pl,40.8143256,-73.9590255,6289,0.15
388,E 65 St & 2 Ave,40.76471852,-73.9622207,6259,0.15
389,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,6234,0.15
390,Flushing Ave & Vanderbilt Ave,40.69795032,-73.9707756,6195,0.15
391,W 92 St & Broadway,40.7921,-73.9739,6149,0.15
392,Sip Ave,40.7308971,-74.06391263,6125,0.15
393,5 Ave & 3 St,40.6728155,-73.98352355,6124,0.15
394,India St & Manhattan Ave,40.73232194,-73.9550858,6118,0.15
395,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,6113,0.15
396,31 St & 23 Ave,40.7747878,-73.9125551,6099,0.15
397,Congress St & Clinton St,40.6881529,-73.99520919,6074,0.15
398,Roebling St & N 4 St,40.71469,-73.95739,6069,0.15
399,E 76 St & Park Ave,40.773763,-73.96222088,6056,0.15
400,E 75 St & 3 Ave,40.77112927,-73.95772297,6038,0.15
401,Driggs Ave & N Henry St,40.72325,-73.94308,6036,0.15
402,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,6007,0.15
403,Avenue D & E 12 St,40.72580614,-73.97422494,5987,0.15
404,W 88 St & West End Ave,40.79025417,-73.9771834,5965,0.15
