index,startName,startLat,startLong,count,per_count
405,West End Ave & W 94 St,40.7941654,-73.974124,5900,0.15
406,3 Ave & Schermerhorn St,40.68683208,-73.9796772,5898,0.15
407,Pleasant Ave & E 116 St,40.7949879,-73.9333349,5893,0.15
408,Macon St & Nostrand Ave,40.68098339,-73.95004798,5877,0.15
409,E 110 St & Madison Ave,40.7961535,-73.94782145,5839,0.15
410,Fulton St & Waverly Ave,40.68323865,-73.96599591,5836,0.15
411,W 12 St & W 4 St,40.73756121,-74.00398269,5831,0.15
412,Nassau Ave & Newell St,40.72481256,-73.94752622,5771,0.15
413,Stagg St & Union Ave,40.70877084,-73.95095259,5764,0.15
414,Newport PATH,40.7272235,-74.0337589,5753,0.15
415,Henry St & Degraw St,40.6847514,-73.99917254,5753,0.15
416,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,5719,0.15
417,1 Ave & E 94 St,40.7817212,-73.94594,5718,0.15
418,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,5716,0.15
419,W 100 St & Manhattan Ave,40.795,-73.9645,5703,0.15
420,Prospect Park West & 8 St,40.66514682,-73.97637606,5610,0.15
421,3 St & 7 Ave,40.6703837,-73.97839676,5606,0.15
422,W 110 St & Amsterdam Ave,40.802692,-73.96295,5594,0.15
423,44 Dr & Jackson Ave,40.74718234,-73.9432635,5579,0.15
424,Harborside,40.7192517,-74.034234,5546,0.15
425,Washington Ave & Park Ave,40.69610226,-73.96751037,5534,0.15
426,Devoe St & Lorimer St,40.71335226,-73.94910336,5508,0.15
427,Banker St & Meserole Ave,40.72606,-73.95621,5480,0.15
428,Riverside Dr & W 104 St,40.8013434,-73.97114574,5477,0.15
429,Bergen St & Flatbush Ave,40.68094472,-73.97567332,5459,0.15
430,Lenox Ave & W 126 St,40.808442,-73.9452087,5454,0.15
431,E 89 St & York Ave,40.7779453,-73.946041,5450,0.15
432,Carroll St & 6 Ave,40.6740886,-73.9787282,5444,0.15
433,Johnson St & Gold St,40.69474881,-73.98362464,5436,0.15
434,E 81 St & 3 Ave,40.77573034,-73.9567526,5426,0.15
435,Douglass St & 3 Ave,40.6802133,-73.98432695,5358,0.1
436,Union St & 4 Ave,40.6772744,-73.98282002,5352,0.1
437,31 St & Newtown Ave,40.76754878,-73.92093346,5345,0.1
438,E 78 St & 2 Ave,40.7727966,-73.95577801,5326,0.1
439,Front St & Gold St,40.70224,-73.982578,5318,0.1
440,Riverside Dr & W 91 St,40.79313481,-73.97700369,5252,0.1
441,Kane St & Clinton St,40.6861758,-73.99645295,5246,0.1
442,Franklin Ave & Empire Blvd,40.66314,-73.9605695,5238,0.1
443,Lenox Ave & W 117 St,40.8025566,-73.9490782,5223,0.1
444,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,5208,0.1
445,Richardson St & N Henry St,40.71907891,-73.9422369,5195,0.1
446,E 91 St & Park Ave,40.7835016,-73.955327,5187,0.1
447,Baltic St & 5 Ave,40.6795766,-73.97854971,5171,0.1
448,Washington Park,40.6917823,-73.9737299,5129,0.1
449,Franklin St & Dupont St,40.73564,-73.95866,5112,0.1
450,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,5090,0.1
451,Scholes St & Manhattan Ave,40.70870368,-73.9448625,5080,0.1
452,6 Ave & 9 St,40.668127,-73.98377641,5066,0.1
453,E 58 St & 1 Ave (NE Corner),40.75892386,-73.96226227,5044,0.1
454,Graham Ave & Grand St,40.711863,-73.944024,5038,0.1
455,Lenox Ave & W 130 St,40.8107922,-73.9430681,4948,0.1
456,Classon Ave & St Marks Ave,40.6765198,-73.9596082,4941,0.1
457,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,4906,0.1
458,E 82 St & East End Ave,40.7724607,-73.9468208,4874,0.1
459,31 St & Broadway,40.761584,-73.925921,4871,0.1
460,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,4865,0.1
461,Smith St & 9 St,40.6746957,-73.99785768,4845,0.1
462,S 4 St & Rodney St,40.70934,-73.95608,4838,0.1
463,E 88 St & Park Ave,40.7814107,-73.95595908,4820,0.1
464,N 11 St & Kent Ave,40.72248189,-73.95921931,4818,0.1
465,Carroll St & 5 Ave,40.6751622,-73.9814832,4817,0.1
466,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,4814,0.1
467,West End Ave & W 107 St,40.8021174,-73.96818053,4814,0.1
468,Carlton Ave & Dean St,40.6809741,-73.9710097,4804,0.1
469,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,4799,0.1
470,3 St & 3 Ave,40.6750705,-73.98775226,4795,0.1
471,Fulton St & Grand Ave,40.68223166,-73.9614583,4785,0.1
472,E 68 St & 3 Ave,40.7671284,-73.96224618,4780,0.1
473,Carroll St & Bond St,40.6786115,-73.99037292,4765,0.1
474,Cadman Plaza E & Johnson St,40.69531728,-73.99015725,4748,0.1
475,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,4740,0.1
476,1 Ave & E 110 St,40.7923272,-73.9383,4739,0.1
477,Monroe St & Bedford Ave,40.6851443,-73.95380904,4725,0.1
478,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,4706,0.1
479,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,4692,0.1
480,Driggs Ave & Lorimer St,40.72179134,-73.9504154,4684,0.1
481,34 Ave & 38 St,40.756913,-73.921631,4664,0.1
482,Clinton St & Union St,40.6831164,-73.99785267,4636,0.1
483,Bond St & Bergen St,40.6849668,-73.98620772,4635,0.1
484,Grand Ave & Bergen St,40.678045,-73.962408,4632,0.1
485,St James Pl & Pearl St,40.71117416,-74.00016545,4600,0.1
486,45 Rd & 11 St,40.74708586,-73.94977234,4593,0.1
487,Bedford Ave & Bergen St,40.676368,-73.952918,4581,0.1
488,Broad St & Bridge St,40.70365182,-74.01167797,4575,0.1
489,E 85 St & York Ave,40.77536905,-73.94803392,4558,0.1
490,E 93 St & 2 Ave,40.78245418,-73.94891962,4532,0.1
491,Warren St & Court St,40.686371,-73.99383324,4444,0.1
492,2 Ave & E 104 St,40.7892105,-73.94370784,4437,0.1
493,14 St & 7 Ave,40.663779,-73.98396846,4402,0.1
494,E 60 St & York Ave,40.759107,-73.959223,4399,0.1
495,Lexington Ave & Classon Ave,40.68676793,-73.95928168,4395,0.1
496,Garfield Pl & 8 Ave,40.6711978,-73.97484126,4393,0.1
497,Carlton Ave & Flushing Ave,40.697787,-73.973736,4383,0.1
498,Degraw St & Smith St,40.6829151,-73.99318208,4377,0.1
499,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,4376,0.1
500,St Johns Pl & Washington Ave,40.6737236,-73.9631611,4376,0.1
501,Laight St & Hudson St,40.72185379,-74.00771779,4375,0.1
502,Madison Ave & E 99 St,40.78948542,-73.95242929,4363,0.1
503,Washington Ave & Greene Ave,40.68650065,-73.96563307,4345,0.1
504,9 Ave & W 18 St,40.74317449,-74.00366443,4341,0.1
505,Marin Light Rail,40.71458404,-74.04281706,4298,0.1
506,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,4277,0.1
507,10 St & 7 Ave,40.6662078,-73.98199886,4256,0.1
508,Soissons Landing,40.69231661,-74.01486576,4239,0.1
509,Smith St & 3 St,40.6787242,-73.99599099,4211,0.1
510,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,4198,0.1
511,E 103 St & Lexington Ave,40.7903051,-73.94755757,4194,0.1
512,Pacific St & Nevins St,40.6853761,-73.98302136,4183,0.1
513,44 Dr & 21 St,40.748,-73.9460927,4166,0.1
514,E 68 St & Madison Ave,40.7691572,-73.96703464,4152,0.1
515,Nassau St & Navy St,40.69839895,-73.98068914,4145,0.1
516,Bayard St & Leonard St,40.71915572,-73.94885391,4072,0.1
517,Douglass St & 4 Ave,40.6792788,-73.98154004,4051,0.1
518,3 Ave & E 72 St,40.7699426,-73.96060712,4035,0.1
519,Columbia St & Degraw St,40.6859296,-74.00242364,4034,0.1
520,14 St & 5 Ave,40.666287,-73.98895053,4027,0.1
521,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,3986,0.1
522,Carroll St & Columbia St,40.6830456,-74.00348559,3966,0.1
523,E 58 St & Madison Ave,40.76302594,-73.97209525,3958,0.1
524,Central Park West & W 102 St,40.795346,-73.96186,3944,0.1
525,W 113 St & Broadway,40.805973,-73.964928,3938,0.1
526,Graham Ave & Withers St,40.7169811,-73.94485918,3920,0.1
527,1 Pl & Clinton St,40.6809591,-73.99905709,3908,0.1
528,W 116 St & Broadway,40.8082,-73.9641,3901,0.1
529,Wyckoff St & 3 Ave,40.6827549,-73.98258555,3864,0.1
530,Union St & Nevins St,40.679098,-73.98765475,3860,0.1
531,Dean St & Franklin Ave,40.67759207,-73.95563722,3844,0.1
532,E 66 St & Madison Ave,40.76800889,-73.96845281,3805,0.1
533,Columbia St & Kane St,40.68763155,-74.0016256,3789,0.1
534,E 67 St & Park Ave,40.7678008,-73.96592081,3786,0.1
535,Leonard St & Maujer St,40.71036854,-73.94705951,3762,0.1
536,Prospect Pl & 6 Ave,40.6793307,-73.97519523,3747,0.1
537,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,3744,0.1
538,Yankee Ferry Terminal,40.686931,-74.016966,3743,0.1
539,3 Ave & E 95 St,40.7845968,-73.94968539,3740,0.1
540,Center Blvd & 51 Ave,40.74336608,-73.95960689,3717,0.1
541,Exchange Place,40.7162469,-74.0334588,3708,0.1
542,Bushwick Ave & Powers St,40.71247661,-73.94100005,3692,0.1
543,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,3689,0.1
544,Prospect Pl & Underhill Ave,40.6769694,-73.96579,3682,0.1
545,Newport Pkwy,40.7287448,-74.0321082,3681,0.1
546,Dean St & Hoyt St,40.6864442,-73.98759104,3672,0.1
547,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,3664,0.1
548,E 11 St & Broadway,40.73261787,-73.99158043,3653,0.1
549,Underhill Ave & Pacific St,40.6804836,-73.9646795,3615,0.1
550,E 12 St & 4 Av,40.73269,-73.98974,3609,0.1
551,India St & West St,40.73181402,-73.95995021,3606,0.1
552,City Hall,40.7177325,-74.043845,3589,0.1
553,East End Ave & E 86 St,40.77518615,-73.94446054,3543,0.1
554,Lexington Ave & E 111 St,40.7954121,-73.9441232,3537,0.1
555,Clinton St & 4 Place,40.6783563,-74.00014502,3529,0.1
556,21 St & Queens Plaza North,40.75325964,-73.94335788,3528,0.1
557,Monroe St & Classon Ave,40.6845683,-73.95881081,3519,0.1
558,Newark Ave,40.72152515,-74.04630454,3489,0.1
559,President St & Henry St,40.6828003,-73.99990419,3484,0.1
560,Paulus Hook,40.7141454,-74.0335519,3462,0.1
561,Franklin Ave & St Marks Ave,40.6758324,-73.9561677,3448,0.1
562,Clinton Ave & Flushing Ave,40.69794,-73.96986848,3447,0.1
563,Concord St & Bridge St,40.69766564,-73.98476437,3438,0.1
564,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,3390,0.1
565,Butler St & Court St,40.6849894,-73.99440329,3389,0.1
566,28 St & 41 Ave,40.751047,-73.93797,3383,0.1
567,Morris Canal,40.71241882,-74.03852552,3378,0.1
568,Carlton Ave & Park Ave,40.69580705,-73.97355569,3377,0.1
569,Sterling Pl & Bedford Ave,40.672695,-73.954131,3376,0.1
570,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,3369,0.1
571,Lewis Ave & Madison St,40.686312,-73.935775,3329,0.1
572,Columbia Heights & Cranberry St,40.70037867,-73.99548059,3322,0.1
573,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,3278,0.1
574,4 Ave & 9 St,40.6705135,-73.98876585,3275,0.1
575,W 107 St & Columbus Ave,40.7997568,-73.96211287,3273,0.1
576,Lenox Ave & W 115 St,40.8011939,-73.9500739,3271,0.1
577,Division Av & Hooper St,40.70684203,-73.9544354,3267,0.1
578,6 Ave & 12 St,40.6663181,-73.9854617,3260,0.1
579,Cambridge Pl & Gates Ave,40.68488,-73.96304,3249,0.1
580,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,3240,0.1
581,Monroe St & Tompkins Ave,40.686203,-73.944694,3240,0.1
582,E 106 St & Madison Ave,40.7934337,-73.94945003,3233,0.1
583,Mt Morris Park W & W 120 St,40.804038,-73.945925,3199,0.1
584,Washington St,40.7242941,-74.0354826,3182,0.1
585,Broadway & Whipple St,40.7016657,-73.9437303,3178,0.1
586,W 45 St & 6 Ave -,40.75668721,-73.98257732,3152,0.1
587,E 109 St & 3 Ave,40.79329668,-73.9432083,3149,0.1
588,Fulton St & Clermont Ave,40.68415748,-73.96922273,3137,0.1
589,Liberty Light Rail,40.7112423,-74.0557013,3137,0.1
590,6 St & 7 Ave,40.6686627,-73.97988067,3106,0.1
591,31 Ave & 34 St,40.763154,-73.920827,3088,0.1
592,Clermont Ave & Park Ave,40.69573398,-73.97129668,3085,0.1
593,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,3070,0.1
594,3 Ave & E 71 St,40.76873687,-73.96119945,3068,0.1
595,E 115 St & Lexington Ave,40.797911,-73.9423,3055,0.1
596,43 St & Broadway,40.7577284,-73.9166368,3053,0.1
597,Degraw St & Hoyt St,40.68199044,-73.99079025,3053,0.1
598,E 102 St & Park Ave,40.7904828,-73.95033068,3053,0.1
599,Union Ave & Jackson St,40.7160751,-73.952029,3040,0.1
600,Pitt St & Stanton St,40.71926081,-73.98178024,3030,0.1
601,E 118 St & 1 Ave,40.79747,-73.93504,3020,0.1
602,Van Vorst Park,40.71848892,-74.04772663,3018,0.1
603,Picnic Point,40.6851256,-74.02535319,2999,0.1
604,Amsterdam Ave & W 125 St,40.813358,-73.956461,2998,0.1
605,N 15 St & Wythe Ave,40.724055,-73.955736,2988,0.1
606,Court St & Nelson St,40.6763947,-73.99869893,2984,0.1
607,Brunswick & 6th,40.72601173,-74.05038893,2973,0.1
608,Warren St,40.7211236,-74.03805095,2965,0.1
609,Jersey & 6th St,40.72528911,-74.04557168,2963,0.1
610,Boerum St & Broadway,40.70538077,-73.94976519,2952,0.1
611,Morningside Ave & W 123 St,40.81,-73.9551508,2950,0.1
612,27 St & Hunter St,40.7485,-73.941275,2938,0.1
613,Center Blvd & 48 Ave,40.745038,-73.957539,2935,0.1
614,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,2910,0.1
615,Pioneer St & Van Brunt St,40.679043,-74.011169,2903,0.1
616,Journal Square,40.73367,-74.0625,2875,0.1
617,Jersey & 3rd,40.72333159,-74.04595256,2872,0.1
618,Brunswick St,40.7241765,-74.0506564,2865,0.1
619,Henry St & Poplar St,40.700469,-73.991454,2860,0.1
620,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,2830,0.1
621,W 120 St & Claremont Ave,40.8109494,-73.9634,2807,0.1
622,Graham Ave & Herbert St,40.71929301,-73.94500379,2787,0.1
623,Halsey St & Tompkins Ave,40.6823687,-73.944118,2781,0.1
624,2 Ave & E 99 St,40.7862586,-73.94552579,2778,0.1
625,Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,2770,0.1
626,Putnam Ave & Throop Ave,40.6851532,-73.94111,2756,0.1
627,Park Pl & Franklin Ave,40.6741806,-73.9564947,2753,0.1
628,7 St & 5 Ave,40.6704922,-73.98541675,2749,0.1
629,Greene Ave & Nostrand Ave,40.6883337,-73.950916,2748,0.1
630,Bedford Ave & S 9 St,40.70853074,-73.96408963,2726,0.1
631,Verona Pl & Fulton St,40.68035608,-73.9476791,2711,0.1
632,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,2710,0.1
633,E 118 St & 3 Ave,40.799139,-73.9389152,2698,0.1
634,Hancock St & Bedford Ave,40.68216564,-73.95399026,2692,0.05
635,Willoughby Ave & Walworth St,40.69331716,-73.95381995,2689,0.05
636,Fulton St & Utica Ave,40.6794268,-73.9298911,2672,0.05
637,Columbus Drive,40.7183552,-74.03891444,2670,0.05
638,Van Brunt St & Wolcott St,40.6773429,-74.01275056,2626,0.05
639,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,2610,0.05
640,Crescent St & Broadway,40.7633589,-73.9286471,2608,0.05
641,E 81 St & Park Ave,40.77677702,-73.9590097,2591,0.05
642,E 123 St & Lexington Ave,40.8029263,-73.9379,2587,0.05
643,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,2567,0.05
644,10 St & 5 Ave,40.6686273,-73.98700053,2529,0.05
645,Fulton St & Rockwell Pl,40.68841,-73.979458,2519,0.05
646,W 45 St & 6 Ave,40.75668721,-73.98257732,2518,0.05
647,Manila & 1st,40.72165072,-74.04288411,2512,0.05
648,3 St & Hoyt St,40.6777287,-73.99364123,2511,0.05
649,Kingston Ave & Herkimer St,40.67890679,-73.94142771,2511,0.05
650,Monmouth and 6th,40.72568548,-74.04879034,2495,0.05
651,E 106 St & Lexington Ave,40.791976,-73.945993,2488,0.05
652,31 Ave & Steinway St,40.7612939,-73.91691685,2479,0.05
653,E 114 St & 1 Ave,40.7945663,-73.9362541,2476,0.05
654,Ditmars Blvd & 19 St,40.78145,-73.9183302,2469,0.05
655,Vernon Blvd & 10 St,40.7671863,-73.9373554,2461,0.05
656,Henry St & Middagh St,40.7003,-73.991581,2449,0.05
657,5 St & 6 Ave,40.6704836,-73.98208968,2448,0.05
658,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,2437,0.05
659,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2433,0.05
660,Eckford St & Engert Ave,40.72146256,-73.94800901,2426,0.05
661,E 106 St & 1 Ave,40.7892529,-73.93956237,2416,0.05
662,Pleasant Ave & E 120 St,40.7974772,-73.9311847,2381,0.05
663,Steinway St & 28 Ave,40.7656251,-73.9136695,2377,0.05
664,Greene Ave & Throop Ave,40.6894932,-73.942061,2370,0.05
665,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,2335,0.05
666,E 116 St & 2 Ave,40.796879,-73.937261,2334,0.05
667,DeKalb Ave & Franklin Ave,40.69064807,-73.95746179,2334,0.05
668,7 St & 3 Ave,40.67260298,-73.98983002,2324,0.05
669,E 118 St & Madison Ave,40.8014866,-73.9442507,2323,0.05
670,Wyckoff Av & Jefferson St,40.707165,-73.923711,2321,0.05
671,Leonard St & Boerum St,40.70583339,-73.94644578,2316,0.05
672,Jackson Ave & 46 Rd,40.74524768,-73.94733276,2305,0.05
673,21 St & 31 Dr,40.7659,-73.930819,2295,0.05
674,Vernon Blvd & 31 Ave,40.7692475,-73.9354504,2294,0.05
675,2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204,2287,0.05
676,Newtown Ave & 23 St,40.7713615,-73.9246145,2284,0.05
677,E 115 St & Madison Ave,40.7989445,-73.944846,2244,0.05
678,Coffey St & Conover St,40.677236,-74.015665,2222,0.05
679,Vernon Blvd & 30 Rd,40.770845,-73.934171,2221,0.05
680,JC Medical Center,40.71653978,-74.04963791,2220,0.05
681,Frost St & Meeker Ave,40.71766197,-73.94880027,2217,0.05
682,Lorimer St & Broadway,40.70411791,-73.94818595,2213,0.05
683,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,2207,0.05
684,24 St & 41 Ave,40.7527085,-73.9397405,2203,0.05
685,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,2184,0.05
686,E 97 St & 3 Ave,40.7859201,-73.94860294,2182,0.05
687,3 Ave & 14 St,40.6685455,-73.99333264,2158,0.05
688,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2142,0.05
689,Dixon Mills,40.72163014,-74.04996783,2140,0.05
690,Union Ave & Wallabout St,40.70029511,-73.95032283,2139,0.05
691,Astoria Park S & Shore Blvd,40.7767,-73.927631,2129,0.05
692,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,2127,0.05
693,Humboldt St & Varet St,40.7031724,-73.940636,2118,0.05
694,35 Ave & 37 St,40.7557327,-73.9236611,2112,0.05
695,Grand St,40.71517768,-74.03768331,2105,0.05
696,19 St & 24 Ave,40.7774552,-73.9225403,2085,0.05
697,49 Ave & 21 St,40.74252,-73.948852,2068,0.05
698,31 St & Astoria Blvd,40.7699176,-73.9184057,2052,0.05
699,Essex Light Rail,40.7127742,-74.0364857,2044,0.05
700,Broadway & W 122 St,40.8120562,-73.9612547,2039,0.05
701,28 Ave & 35 St,40.7671,-73.9169858,2018,0.05
702,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,2005,0.05
703,36 Ave & 31 St,40.75651273,-73.92957486,2001,0.05
704,9 St & 44 Rd,40.74966,-73.9521,1991,0.05
705,Lincoln Pl & Classon Ave,40.6721683,-73.9609,1983,0.05
706,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,1982,0.05
707,Fulton St & Rockwell Pl,40.688226,-73.979382,1979,0.05
708,E 128 St & Madison Ave,40.80756,-73.939182,1949,0.05
709,2 Ave & E 122 St,40.8006721,-73.9349,1944,0.05
710,Cedar St & Myrtle Ave,40.697842,-73.926241,1933,0.05
711,McGinley Square,40.72533993,-74.06762213,1933,0.05
712,31 St & Thomson Ave,40.74469738,-73.93540375,1923,0.05
713,Rogers Ave & Sterling St,40.6630619,-73.9538746,1920,0.05
714,5 Ave & E 126 St,40.80698,-73.941747,1903,0.05
715,Cliff St & Fulton St,40.70838,-74.00495,1901,0.05
716,31 Ave & 30 St,40.7647,-73.9240312,1901,0.05
717,Putnam Ave & Nostrand Ave,40.68402,-73.94977,1897,0.05
718,W 129 St & Convent Ave,40.81439444,-73.95324737,1875,0.05
719,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,1873,0.05
720,24 Ave & 26 St,40.774591,-73.918544,1867,0.05
721,E 98 St & Park Ave,40.78813,-73.95206,1862,0.05
722,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,1852,0.05
723,35 St & Broadway,40.760339,-73.9222427,1841,0.05
724,28 St & 38 Ave,40.754876,-73.934326,1809,0.05
725,36 Ave & 10 St,40.7614376,-73.9411265,1764,0.05
726,31 Ave & Crescent St,40.7658346,-73.9265474,1764,0.05
727,Pershing Field,40.74267714,-74.05178863,1756,0.05
728,Lexington Ave & E 120 St,40.8013066,-73.9398167,1733,0.05
729,Madison Ave & E 120 St,40.80295,-73.942954,1728,0.05
730,48 Ave & 5 St,40.74436329,-73.95587325,1725,0.05
731,Division Ave & Marcy Ave,40.70708701,-73.95796783,1709,0.05
732,Steinway St & 23 Ave,40.7713937,-73.9077436,1706,0.05
733,34 St & 35 Ave,40.7569332,-73.9262231,1700,0.05
734,28 Ave & 44 St,40.76408932,-73.91065121,1695,0.05
735,McKibbin St & Bogart St,40.706237,-73.933871,1688,0.05
736,47 Ave & 31 St,40.743,-73.93561,1678,0.05
737,Vernon Blvd & 41 Rd,40.7552433,-73.9485678,1668,0.05
738,24 Ave & 29 St,40.7729,-73.916142,1645,0.05
739,3 Ave & E 100 St,40.7877214,-73.94728331,1642,0.05
740,Lewis Ave & Decatur St,40.6814598,-73.934903,1638,0.05
741,Crescent St & 30 Ave,40.768692,-73.9249574,1630,0.05
742,Carroll St & Washington Ave,40.6686744,-73.9618148,1626,0.05
743,Broadway & 12 St,40.7668,-73.9347774,1625,0.05
744,Oakland Ave,40.7376037,-74.0524783,1617,0.05
745,Lexington Ave & E 127 St,40.805726,-73.936322,1613,0.05
746,12 St & 4 Ave,40.668603,-73.9904394,1610,0.05
747,Cliff St & Fulton St (Old),40.70831794,-74.00504082,1602,0.05
748,3 Ave & E 112 St,40.795508,-73.941606,1601,0.05
749,Columbus Ave & W 103 St,40.7969347,-73.96434123,1595,0.05
750,Crescent St & 34 Ave,40.76108,-73.930562,1591,0.05
751,5 St & Market St,40.69999748,-73.97440128,1569,0.05
752,35 St & 34 Ave,40.7580583,-73.9242751,1546,0.05
753,Central Ave & Starr Street,40.700003,-73.92834,1543,0.05
754,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,1517,0.05
755,Union St & Bedford Ave,40.6691783,-73.9554162,1506,0.05
756,5 St & 51 Ave,40.7423737,-73.9566,1505,0.05
757,White St & Moore St,40.704508,-73.9351,1500,0.05
758,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,1498,0.05
759,Montgomery St,40.71942,-74.05099,1488,0.05
760,Greene Av & Myrtle Av,40.698568,-73.918877,1478,0.05
761,35 Ave & 10 St,40.76315482,-73.9398551,1474,0.05
762,31 St & Northern Blvd,40.75186951,-73.9334929,1470,0.05
763,Newton Rd & 44 St,40.7595701,-73.9142678,1444,0.05
764,Jackson St & Leonard St,40.71638032,-73.94821286,1433,0.05
765,10 Hudson Yards,40.752957,-74.00264,1431,0.05
766,E 118 St & Park Ave,40.8005385,-73.9419949,1430,0.05
767,Park Ave & St Edwards St,40.69608941,-73.97803415,1401,0.05
768,21 St & 43 Ave,40.75052534,-73.94594845,1396,0.05
769,Pacific St & Classon Ave,40.6791944,-73.9587903,1388,0.05
770,Commerce St & Van Brunt St,40.6812117,-74.00860912,1387,0.05
771,Baldwin at Montgomery,40.7236589,-74.0641943,1382,0.05
772,Suydam St & Knickerbocker Ave,40.702013,-73.923769,1378,0.05
773,21 St & Hoyt Ave S,40.774645,-73.923706,1367,0.05
774,Sharon St & Olive St,40.715353,-73.93856,1353,0.05
775,37 Ave & 35 St,40.7531106,-73.9279917,1343,0.05
776,Wyckoff St & Bond St,40.68461654,-73.98721285,1326,0.05
777,3 Ave & Carroll St,40.677027,-73.9865,1322,0.05
778,Crescent St & Ditmars Blvd,40.7787185,-73.9145645,1320,0.05
779,Astor Place,40.7192822,-74.07126188,1318,0.05
780,31 Ave & 14 St,40.7682,-73.9322662,1313,0.05
781,Irving Ave & Jefferson St,40.70538,-73.92535,1267,0.05
782,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,1265,0.05
783,Sigourney St & Columbia St,40.67267243,-74.00879525,1250,0.05
784,Morningside Dr & Amsterdam Ave,40.81028506,-73.95736456,1243,0.05
785,37 St & 24 Ave,40.7701477,-73.9120938,1222,0.05
786,40 Ave & 9 St,40.75742,-73.945133,1212,0.05
787,George St & Wilson Ave,40.702997,-73.92997,1211,0.05
788,Crescent St & 35 Ave,40.7596276,-73.9321455,1194,0.05
789,34 Ave & 21 St,40.7628138,-73.9342862,1193,0.05
790,York St,40.71649,-74.04105,1180,0.05
791,28 St & 36 Ave,40.757186,-73.932719,1173,0.05
792,30 Ave & 21 St,40.7703743,-73.9286078,1167,0.05
793,Richards St & Delavan St,40.6794327,-74.00785041,1163,0.05
794,39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977,-74.01062787,1135,0.05
795,31 St & Hoyt Ave N,40.7711528,-73.9170074,1133,0.05
796,Powers St & Olive St,40.71323,-73.93894,1130,0.05
797,Crown St & Bedford Ave,40.666563,-73.956741,1090,0.05
798,Albany Ave & Fulton St,40.6800105,-73.938475,1089,0.05
799,Hilltop,40.7311689,-74.0575736,1086,0.05
800,27 Ave & 9 St,40.7739825,-73.9309134,1085,0.05
801,Fairmount Ave,40.72572614,-74.07195926,1074,0.05
802,Bergen Ave,40.72210379,-74.071455,1064,0.05
803,Lincoln Park,40.7246051,-74.07840595,1061,0.05
804,Central Ave & Flushing Ave,40.702831,-73.9333,1043,0.05
805,23 Ave & 27 St,40.776165,-73.9153175,1019,0.05
806,11 St & 43 Ave,40.7519071,-73.9479119,1002,0.05
807,Columbia St & W 9 St,40.6769993,-74.00647134,993,0.05
808,Clinton St & Centre St,40.67434,-74.00194698,990,0.05
809,Wolcott St & Dwight St,40.6753274,-74.0100698,973,0.05
810,2 Ave & 9 St,40.6724811,-73.99331394,944,0.05
811,Sterling St & Bedford Ave,40.6627059,-73.9569115,941,0.05
812,5 Corners Library,40.73496102,-74.05950308,921,0.05
813,Christ Hospital,40.73478582,-74.05044364,920,0.05
