index,endName,endLat,endLong,count,per_count
46,University Pl & E 14 St,40.73492695,-73.99200509,23532,0.45
47,Gansevoort St & Hudson St,40.7394482,-74.00507033,23422,0.45
48,E 7 St & Avenue A,40.72621788,-73.98379855,23329,0.45
49,St Marks Pl & 1 Ave,40.72779126,-73.98564945,23158,0.45
50,W 16 St & 8 Ave,40.74102151,-74.00138497,23029,0.45
51,E 32 St & Park Ave,40.7457121,-73.98194829,23014,0.45
52,W 25 St & 6 Ave,40.74395411,-73.99144871,22986,0.45
53,11 Ave & W 27 St,40.751396,-74.005226,22889,0.45
54,W 4 St & 7 Ave S,40.73401143,-74.00293877,22613,0.45
55,W 27 St & 7 Ave,40.746647,-73.993915,22463,0.45
56,E 16 St & 5 Ave,40.73726186,-73.99238967,22409,0.45
57,Barrow St & Hudson St,40.73172428,-74.00674436,22189,0.45
58,1 Ave & E 68 St,40.76500525,-73.95818491,22132,0.45
59,Lafayette St & Jersey St,40.72430527,-73.99600983,22122,0.45
60,E 48 St & 5 Ave,40.75724568,-73.97805914,22121,0.45
61,W 26 St & 8 Ave,40.74734825,-73.99723551,21844,0.45
62,Central Park West & W 72 St,40.77579377,-73.97620574,21793,0.45
63,W 27 St & 10 Ave,40.75018156,-74.00218427,21786,0.45
64,Lexington Ave & E 26 St,40.741459,-73.983293,21761,0.45
65,Centre St & Chambers St,40.71273266,-74.0046073,21576,0.45
66,9 Ave & W 45 St,40.76019252,-73.9912551,21556,0.45
67,Little West St & 1 Pl,40.70569254,-74.01677685,21439,0.4
68,E 15 St & 3 Ave,40.734232,-73.986923,21330,0.4
69,E 11 St & 1 Ave,40.72953837,-73.98426726,21301,0.4
70,Canal St & Rutgers St,40.71427487,-73.98990025,21267,0.4
71,2 Ave & E 31 St,40.74290902,-73.97706058,21107,0.4
72,E 33 St & 1 Ave,40.74322681,-73.97449784,21083,0.4
73,E 23 St & 1 Ave,40.736502,-73.97809472,21055,0.4
74,Greenwich St & W Houston St,40.728846,-74.008591,21009,0.4
75,E 20 St & 2 Ave,40.73587678,-73.98205027,20794,0.4
76,W 16 St & The High Line,40.74334935,-74.00681753,20765,0.4
77,W 20 St & 7 Ave,40.74238787,-73.99726235,20708,0.4
78,E 39 St & 2 Ave,40.74780373,-73.9734419,20690,0.4
79,E 25 St & 2 Ave,40.73912601,-73.97973776,20686,0.4
80,6 Ave & Canal St,40.72243797,-74.00566443,20623,0.4
81,5 Ave & E 88 St,40.78307,-73.95939,20570,0.4
82,5 Ave & E 29 St,40.7451677,-73.98683077,20553,0.4
83,St Marks Pl & 2 Ave,40.7284186,-73.98713956,20476,0.4
84,W 15 St & 7 Ave,40.73935542,-73.99931783,20281,0.4
85,E 4 St & 2 Ave,40.7262807,-73.98978041,20156,0.4
86,5 Ave & E 73 St,40.77282817,-73.96685276,20136,0.4
87,Broadway & Battery Pl,40.70463334,-74.01361706,20124,0.4
88,W 13 St & 7 Ave,40.73781509,-73.99994661,20114,0.4
89,W 52 St & 5 Ave,40.75992262,-73.97648516,19895,0.4
90,Mott St & Prince St,40.72317958,-73.99480012,19763,0.4
91,1 Ave & E 18 St,40.73381219,-73.98054421,19727,0.4
92,11 Ave & W 41 St,40.76030096,-73.99884222,19712,0.4
93,W 26 St & 10 Ave,40.74971775,-74.00295035,19667,0.4
94,E 20 St & FDR Drive,40.73314259,-73.97573881,19666,0.4
95,W Broadway & Spring Street,40.72494672,-74.00165856,19631,0.4
96,8 Ave & W 52 St,40.76370739,-73.9851615,19553,0.4
97,E 2 St & Avenue B,40.72217444,-73.98368779,19527,0.4
98,Mercer St & Bleecker St,40.72706363,-73.99662137,19493,0.4
99,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,19341,0.4
100,Pershing Square South,40.751581,-73.97791,19228,0.4
101,FDR Drive & E 35 St,40.744219,-73.97121214,19227,0.4
102,7 Ave & Central Park South,40.76674056,-73.97906899,19188,0.4
103,E 31 St & 3 Ave,40.74394314,-73.97966069,19153,0.4
104,E 2 St & Avenue A,40.72307749,-73.98583621,19024,0.4
105,11 Ave & W 59 St,40.77149671,-73.99046034,19002,0.4
106,Forsyth St & Broome St,40.71893904,-73.99266288,18961,0.4
107,Clinton St & Grand St,40.71559509,-73.9870295,18884,0.4
108,E 20 St & Park Ave,40.73827428,-73.98751968,18833,0.4
109,W 20 St & 8 Ave,40.74345335,-74.00004031,18711,0.35
110,Allen St & Rivington St,40.72019576,-73.98997825,18557,0.35
111,Grove St PATH,40.71958612,-74.04311746,18542,0.35
112,W 13 St & 5 Ave,40.735445,-73.99431,18521,0.35
113,South St & Gouverneur Ln,40.70355377,-74.00670227,18488,0.35
114,E 6 St & Avenue B,40.72453734,-73.98185424,18398,0.35
115,Kent Ave & N 7 St,40.72036775,-73.96165073,18283,0.35
116,E 11 St & 2 Ave,40.73047309,-73.98672378,18246,0.35
117,Sullivan St & Washington Sq,40.73047747,-73.99906065,18199,0.35
118,E 39 St & 3 Ave,40.7489006,-73.97604882,18143,0.35
119,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,18064,0.35
120,Central Park West & W 68 St,40.7734066,-73.97782542,17966,0.35
121,Allen St & Hester St,40.71605866,-73.99190759,17907,0.35
122,E 2 St & 2 Ave,40.72502876,-73.99069656,17885,0.35
123,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,17862,0.35
124,Broadway & W 56 St,40.7652654,-73.98192338,17808,0.35
125,Old Fulton St,40.70277159,-73.99383605,17739,0.35
126,Mercer St & Spring St,40.72362738,-73.99949601,17699,0.35
127,W 42 St & 8 Ave,40.7575699,-73.99098507,17587,0.35
128,Broadway & W 37 St,40.75172632,-73.98753523,17544,0.35
129,W 45 St & 8 Ave,40.75929124,-73.98859651,17522,0.35
130,Stanton St & Chrystie St,40.72229346,-73.99147535,17331,0.35
131,E 12 St & 3 Ave,40.73223272,-73.98889957,17327,0.35
132,W 15 St & 10 Ave,40.74275383,-74.00747359,17312,0.35
133,W 43 St & 10 Ave,40.76009437,-73.99461843,17239,0.35
134,Columbus Ave & W 72 St,40.7770575,-73.97898475,17205,0.35
135,W 49 St & 8 Ave,40.76227205,-73.98788205,17099,0.35
136,6 Ave & Broome St,40.72430832,-74.00473036,17035,0.35
137,1 Ave & E 78 St,40.77140426,-73.9535166,17016,0.35
138,Forsyth St & Canal St,40.7158155,-73.99422366,17004,0.35
139,Greenwich Ave & Charles St,40.735238,-74.000271,16841,0.35
140,Lispenard St & Broadway,40.71939226,-74.00247214,16768,0.35
141,E 33 St & 5 Ave,40.74765947,-73.98490707,16740,0.35
142,S 5 Pl & S 5 St,40.710451,-73.960876,16712,0.35
143,1 Ave & E 62 St,40.7612274,-73.96094022,16641,0.35
144,Fulton St & Broadway,40.711066,-74.009447,16641,0.35
145,Jay St & York St,40.70140317,-73.9867267,16498,0.35
146,W 52 St & 11 Ave,40.76727216,-73.99392888,16489,0.35
147,Howard St & Centre St,40.71910537,-73.99973337,16300,0.35
148,N 6 St & Bedford Ave,40.71745169,-73.95850939,16288,0.35
149,W 47 St & 10 Ave,40.76269882,-73.99301222,16281,0.35
150,E 30 St & Park Ave S,40.74444921,-73.98303529,16102,0.35
151,E 41 St & Madison Ave,40.75216528,-73.97992194,16096,0.3
152,W 11 St & 6 Ave,40.73532427,-73.99800419,15945,0.3
153,Broadway & W 38 St,40.75299641,-73.98721619,15912,0.3
154,E 58 St & 3 Ave,40.76095756,-73.96724467,15900,0.3
155,W 46 St & 11 Ave,40.76341379,-73.99667444,15884,0.3
156,W 37 St & 10 Ave,40.75660359,-73.9979009,15882,0.3
157,Central Park West & W 85 St,40.78472675,-73.96961715,15838,0.3
158,W 42 St & Dyer Ave,40.75898481,-73.99379969,15812,0.3
159,S 4 St & Wythe Ave,40.71285887,-73.96590294,15591,0.3
160,Liberty St & Broadway,40.70905623,-74.01043382,15584,0.3
161,9 Ave & W 28 St,40.74937024,-73.99923384,15417,0.3
162,W 43 St & 6 Ave,40.75527307,-73.98316936,15401,0.3
163,MacDougal St & Washington Sq,40.73226398,-73.99852205,15318,0.3
164,Lexington Ave & E 29 St,40.74311555,-73.98215353,15315,0.3
165,E 11 St & Avenue B,40.72746421,-73.97950418,15290,0.3
166,Washington Pl & Broadway,40.72903917,-73.99404649,15240,0.3
167,Murray St & Greenwich St,40.71485151,-74.01122332,15075,0.3
168,W 63 St & Broadway,40.77163851,-73.98261428,15047,0.3
169,Norfolk St & Broome St,40.7172274,-73.98802084,14984,0.3
170,1 Ave & E 30 St,40.74144387,-73.97536082,14978,0.3
171,Watts St & Greenwich St,40.72405549,-74.00965965,14940,0.3
172,Suffolk St & Stanton St,40.72066442,-73.98517977,14934,0.3
173,Broadway & W 53 St,40.76344058,-73.98268129,14901,0.3
174,E 16 St & Irving Pl,40.73536706,-73.98797393,14850,0.3
175,Bank St & Hudson St,40.73652889,-74.00618026,14817,0.3
176,W 37 St & 5 Ave,40.75038009,-73.98338988,14698,0.3
177,W 15 St & 6 Ave,40.73804614,-73.99642959,14605,0.3
178,E 9 St & Avenue C,40.72521311,-73.97768752,14541,0.3
179,E 19 St & 3 Ave,40.73624527,-73.98473765,14536,0.3
180,University Pl & E 8 St,40.73143724,-73.99490342,14513,0.3
181,E 27 St & 1 Ave,40.739445,-73.976806,14480,0.3
182,W 53 St & 10 Ave,40.76669671,-73.99061728,14459,0.3
183,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,14398,0.3
184,Murray St & West St,40.7149787,-74.013012,14386,0.3
185,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,14344,0.3
186,6 Ave & W 33 St,40.74901271,-73.98848395,14327,0.3
187,5 Ave & E 78 St,40.77632142,-73.96427393,14149,0.3
188,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,14099,0.3
189,W 44 St & 5 Ave,40.75500254,-73.98014437,14077,0.3
190,Broadway & W 51 St,40.76228826,-73.98336183,13934,0.3
191,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,13864,0.3
192,E 25 St & 1 Ave,40.7381765,-73.97738662,13783,0.3
193,Peck Slip & Front St,40.707873,-74.00167,13730,0.3
194,Barclay St & Church St,40.71291224,-74.01020234,13582,0.3
195,Bergen St & Smith St,40.6867443,-73.99063168,13518,0.3
196,Bank St & Washington St,40.7361967,-74.00859207,13397,0.25
197,E 10 St & 5 Ave,40.73331967,-73.99510132,13320,0.25
198,E 45 St & 3 Ave,40.75255434,-73.97282625,13278,0.25
199,1 Ave & E 44 St,40.75001986,-73.96905301,13258,0.25
200,Bayard St & Baxter St,40.71602118,-73.99974372,13171,0.25
201,West Drive & Prospect Park West,40.66106337,-73.97945255,13095,0.25
202,W 18 St & 9 Ave,40.74353373,-74.00367558,13012,0.25
203,Central Park W & W 96 St,40.79127,-73.964839,12950,0.25
204,Henry St & Grand St,40.714215,-73.981346,12949,0.25
205,Front St & Washington St,40.70255088,-73.98940236,12870,0.25
206,W 67 St & Broadway,40.77492513,-73.98266566,12844,0.25
207,Rivington St & Chrystie St,40.72110063,-73.9919254,12832,0.25
208,E 52 St & 2 Ave,40.756014,-73.967416,12760,0.25
209,Milton St & Franklin St,40.72906,-73.95779,12759,0.25
210,E 53 St & 3 Ave,40.75763228,-73.96930575,12405,0.25
211,E 47 St & 2 Ave,40.75323098,-73.97032517,12398,0.25
212,E 2 St & Avenue C,40.7208736,-73.98085795,12387,0.25
213,E 72 St & York Ave,40.76663814,-73.95348296,12328,0.25
214,E 43 St & 5 Ave,40.75412081,-73.98025185,12256,0.25
215,W 54 St & 9 Ave,40.76584941,-73.98690506,12180,0.25
216,Division St & Bowery,40.71413089,-73.9970468,12126,0.25
217,Central Park West & W 76 St,40.77896784,-73.97374737,12119,0.25
218,DeKalb Ave & Hudson Ave,40.689888,-73.981013,12045,0.25
219,E 53 St & Madison Ave,40.7597108,-73.97402311,12033,0.25
220,W 56 St & 10 Ave,40.768254,-73.988639,11638,0.25
221,West Thames St,40.70834698,-74.01713445,11637,0.25
222,Riverside Blvd & W 67 St,40.77750703,-73.98888588,11635,0.25
223,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,11593,0.25
224,Hudson St & Reade St,40.71625008,-74.0091059,11543,0.25
225,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,11470,0.25
226,Atlantic Ave & Furman St,40.69165183,-73.9999786,11360,0.25
227,Lenox Ave & W 111 St,40.7987859,-73.9523,11348,0.25
228,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,11249,0.25
229,Bond St & Fulton St,40.68962189,-73.98304269,11244,0.25
230,9 Ave & W 22 St,40.7454973,-74.00197139,11224,0.25
231,Stanton St & Norfolk St,40.720747,-73.986274,11220,0.25
232,Columbus Ave & W 95 St,40.7919557,-73.968087,11116,0.25
233,E 51 St & Lexington Ave,40.75714758,-73.97207836,11077,0.25
234,W 59 St & 10 Ave,40.770513,-73.988038,11070,0.25
235,Driggs Ave & N 9 St,40.71816969,-73.95520136,11056,0.25
236,Perry St & Bleecker St,40.73535398,-74.00483091,10976,0.25
237,E 6 St & Avenue D,40.72228087,-73.97668709,10972,0.25
238,Fulton St & Adams St,40.69241829,-73.98949474,10925,0.25
239,Berry St & N 8 St,40.7190095,-73.95852515,10909,0.25
240,Bus Slip & State St,40.701907,-74.013942,10894,0.25
241,Riverside Dr & W 72 St,40.78057799,-73.98562431,10871,0.25
242,Front St & Maiden Ln,40.70530954,-74.00612572,10858,0.25
243,South St & Whitehall St,40.70122128,-74.01234218,10832,0.25
244,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,10719,0.2
245,Rivington St & Ridge St,40.71850211,-73.98329859,10718,0.2
246,E 84 St & 3 Ave,40.77755374,-73.9551276,10716,0.2
247,E 59 St & Madison Ave,40.76350532,-73.97109243,10663,0.2
248,Pike St & E Broadway,40.71406667,-73.99293911,10631,0.2
249,W 35 St & Dyer Ave,40.75469175,-73.99740189,10335,0.2
250,Broadway & W 32 St,40.74854862,-73.98808416,10227,0.2
251,E 55 St & Lexington Ave,40.75968085,-73.97031366,10184,0.2
252,Franklin St & W Broadway,40.71911552,-74.00666661,10141,0.2
253,Old Slip & Front St,40.7037992,-74.00838676,10048,0.2
254,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,10002,0.2
255,Fulton St & William St,40.70955958,-74.00653609,9926,0.2
256,E 74 St & 1 Ave,40.7689738,-73.95482273,9903,0.2
257,Clark St & Henry St,40.69760127,-73.99344559,9882,0.2
258,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,9829,0.2
259,W 95 St & Broadway,40.7937704,-73.971888,9812,0.2
260,Park Ave & E 124 St,40.8045555,-73.9396861,9805,0.2
261,Queens Plaza North & Crescent St,40.75110165,-73.94073717,9764,0.2
262,Pearl St & Hanover Square,40.7047177,-74.00926027,9723,0.2
263,2 Ave & E 72 St,40.76876203,-73.95840794,9712,0.2
264,S 3 St & Bedford Ave,40.71260486,-73.96264403,9691,0.2
265,E 48 St & 3 Ave,40.7546011,-73.97187886,9645,0.2
266,E 55 St & 2 Ave,40.75797322,-73.96603308,9567,0.2
267,Broadway & Berry St,40.71044554,-73.96525063,9485,0.2
268,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,9471,0.2
269,Dean St & 4 Ave,40.68312489,-73.97895137,9462,0.2
270,Court St & State St,40.6902375,-73.99203074,9456,0.2
271,E 55 St & 3 Ave,40.75899656,-73.96865398,9426,0.2
272,2 Ave & E 96 St,40.7839636,-73.9471673,9331,0.2
273,Clinton Ave & Myrtle Ave,40.693261,-73.968896,9253,0.2
274,5 Ave & E 103 St,40.7922553,-73.95249933,9200,0.2
275,E 5 St & Avenue C,40.72299208,-73.97995466,9185,0.2
276,Avenue D & E 3 St,40.72082834,-73.97793172,9147,0.2
277,Washington Pl & 6 Ave,40.73224119,-74.00026394,9146,0.2
278,Jay St & Tech Pl,40.695065,-73.987167,9068,0.2
279,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,9041,0.2
280,Schermerhorn St & Bond St,40.68841743,-73.98451656,9025,0.2
281,Leonard St & Church St,40.717571,-74.005549,9024,0.2
282,W 50 St & 9 Ave,40.76360468,-73.98917958,8974,0.2
283,Lexington Ave & E 36 St,40.74757396,-73.97880077,8921,0.2
284,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,8883,0.2
285,Lawrence St & Willoughby St,40.69236178,-73.98631746,8883,0.2
286,W 84 St & Columbus Ave,40.78499979,-73.97283406,8849,0.2
287,Willoughby St & Fleet St,40.69196566,-73.9813018,8826,0.2
288,Spruce St & Nassau St,40.71146364,-74.00552427,8813,0.2
289,E 84 St & 1 Ave,40.77565541,-73.95068615,8784,0.2
290,Lexington Ave & E 63 St,40.76440023,-73.96648977,8762,0.2
291,Central Park West & W 100 St,40.79406661,-73.96286845,8738,0.2
292,Reade St & Broadway,40.71450451,-74.00562789,8732,0.2
293,Clinton St & Joralemon St,40.69239502,-73.99337909,8723,0.2
294,W 82 St & Central Park West,40.78275,-73.97137,8720,0.2
295,Graham Ave & Conselyea St,40.715143,-73.944507,8698,0.2
296,Park Pl & Church St,40.71334184,-74.00935516,8682,0.2
297,E 51 St & 1 Ave,40.75455731,-73.96592976,8639,0.2
298,Centre St & Worth St,40.71494807,-74.00234482,8562,0.2
299,Hicks St & Montague St,40.69512845,-73.99595065,8562,0.2
300,Cliff St & Fulton St,40.70831794,-74.00504082,8547,0.2
301,Cherry St,40.71219906,-73.97948148,8535,0.2
302,Maiden Ln & Pearl St,40.70706456,-74.00731853,8533,0.2
303,Catherine St & Monroe St,40.71117444,-73.99682619,8439,0.2
304,St James Pl & Oliver St,40.71307916,-73.99851193,8416,0.2
305,William St & Pine St,40.70717936,-74.00887308,8357,0.2
306,W 100 St & Broadway,40.7973721,-73.97041192,8310,0.2
307,W 45 St & 6 Ave,40.7568001,-73.98291153,8300,0.2
308,E 91 St & 2 Ave,40.7811223,-73.94965589,8181,0.2
309,Nassau Ave & Russell St,40.72557,-73.94434,8168,0.2
310,W 55 St & 6 Ave,40.76309387,-73.97835016,8162,0.2
311,Avenue C & E 18 St,40.730563,-73.973984,8133,0.2
312,W 76 St & Columbus Ave,40.78018397,-73.97728533,8127,0.2
313,Pike St & Monroe St,40.71173107,-73.99193043,8118,0.2
314,Madison Ave & E 82 St,40.7781314,-73.96069399,8114,0.2
315,Water - Whitehall Plaza,40.70255065,-74.0127234,8013,0.15
316,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,7954,0.15
317,Kent Ave & S 11 St,40.70764494,-73.96841526,7930,0.15
318,Columbia St & Rivington St,40.71739973,-73.98016555,7921,0.15
319,Union Ave & N 12 St,40.71924,-73.95242,7785,0.15
320,Madison St & Clinton St,40.71269042,-73.98776323,7766,0.15
321,7 Ave & Park Pl,40.6776147,-73.97324283,7748,0.15
322,N 12 St & Bedford Ave,40.72079821,-73.95484712,7736,0.15
323,W 89 St & Columbus Ave,40.7882213,-73.97041561,7721,0.15
324,Grand St & Havemeyer St,40.71286844,-73.95698119,7710,0.15
325,W 84 St & Broadway,40.7867947,-73.977112,7697,0.15
326,E 43 St & 2 Ave,40.75022392,-73.97121414,7673,0.15
327,Pearl St & Anchorage Pl,40.70281858,-73.98765762,7637,0.15
328,5 Ave & E 63 St,40.766368,-73.971518,7613,0.15
329,Henry St & Atlantic Ave,40.69089272,-73.99612349,7600,0.15
330,Broadway & Roebling St,40.70924826,-73.96063149,7599,0.15
331,Duane St & Greenwich St,40.71748752,-74.0104554,7527,0.15
332,E 88 St & 1 Ave,40.778301,-73.9488134,7507,0.15
333,3 St & Prospect Park West,40.668132,-73.97363831,7440,0.15
334,John St & William St,40.70862144,-74.00722156,7426,0.15
335,Cadman Plaza West & Montague St,40.69383,-73.990539,7411,0.15
336,Avenue D & E 8 St,40.72368361,-73.97574813,7375,0.15
337,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,7345,0.15
338,W 78 St & Broadway,40.78339981,-73.98093133,7287,0.15
339,Broadway & W 36 St,40.75097711,-73.98765428,7266,0.15
340,Duffield St & Willoughby St,40.69221589,-73.9842844,7263,0.15
341,E 102 St & 1 Ave,40.7869946,-73.94164802,7248,0.15
342,E 89 St & 3 Ave,40.7806284,-73.9521667,7225,0.15
343,Hamilton Park,40.72759597,-74.04424731,7222,0.15
344,E 47 St & 1 Ave,40.75206862,-73.96784384,7207,0.15
345,McGuinness Blvd & Eagle St,40.73555,-73.95284,7162,0.15
346,Carroll St & Smith St,40.680611,-73.99475825,7137,0.15
347,5 Ave & E 93 St,40.7857851,-73.957481,7101,0.15
348,Madison St & Montgomery St,40.713126,-73.984844,7101,0.15
349,E 81 St & York Ave,40.7728384,-73.94989233,7069,0.15
350,Huron St & Franklin St,40.73266,-73.95826,7064,0.15
351,Riverside Dr & W 82 St,40.78720869,-73.98128127,7053,0.15
352,Harrison St & Hudson St,40.71870987,-74.0090009,6959,0.15
353,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,6947,0.15
354,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,6929,0.15
355,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,6923,0.15
356,3 Ave & E 62 St,40.76312584,-73.96526895,6873,0.15
357,W 17 St & 8 Ave,40.74177603,-74.00149746,6868,0.15
358,Stanton St & Mangin St,40.71782143,-73.97628939,6835,0.15
359,Market St & Cherry St,40.71076228,-73.99400398,6830,0.15
360,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,6797,0.15
361,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,6768,0.15
362,E 81 St & 2 Ave,40.77477945,-73.95427465,6695,0.15
363,State St & Smith St,40.68926942,-73.98912867,6687,0.15
364,E 97 St & Madison Ave,40.787801,-73.953559,6668,0.15
365,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,6639,0.15
366,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,6630,0.15
367,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,6602,0.15
368,W 106 St & Central Park West,40.7981856,-73.9605909,6580,0.15
369,W 74 St & Columbus Ave,40.7785669,-73.97754961,6564,0.15
370,46 Ave & 5 St,40.74731,-73.95451,6533,0.15
371,Schermerhorn St & Court St,40.69102926,-73.99183363,6522,0.15
372,Hope St & Union Ave,40.71167351,-73.95141312,6462,0.15
373,Leonard St & Nassau Ave,40.72395678,-73.94984365,6455,0.15
374,E 72 St & Park Ave,40.77118288,-73.96409422,6452,0.15
375,E 77 St & 3 Ave,40.77314236,-73.95856158,6413,0.15
376,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,6404,0.15
377,Riverside Dr & W 78 St,40.78414472,-73.98362492,6385,0.15
378,3 Ave & Schermerhorn St,40.68683208,-73.9796772,6354,0.15
379,Flushing Ave & Vanderbilt Ave,40.69795032,-73.9707756,6349,0.15
380,India St & Manhattan Ave,40.73232194,-73.9550858,6323,0.15
381,Broadway & Moylan Pl,40.8143256,-73.9590255,6275,0.15
382,E 65 St & 2 Ave,40.76471852,-73.9622207,6272,0.15
383,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,6241,0.15
384,W 87 St & Amsterdam Ave,40.78839,-73.9747,6237,0.15
385,5 Ave & 3 St,40.6728155,-73.98352355,6230,0.15
386,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,6227,0.15
387,Congress St & Clinton St,40.6881529,-73.99520919,6227,0.15
388,Park Pl & Vanderbilt Ave,40.6767,-73.969024,6188,0.15
389,Roebling St & N 4 St,40.71469,-73.95739,6184,0.15
390,Cathedral Pkwy & Broadway,40.804213,-73.96699104,6161,0.15
391,W 92 St & Broadway,40.7921,-73.9739,6152,0.15
392,31 St & 23 Ave,40.7747878,-73.9125551,6142,0.15
393,E 76 St & Park Ave,40.773763,-73.96222088,6071,0.15
394,E 75 St & 3 Ave,40.77112927,-73.95772297,6058,0.15
395,Willoughby Ave & Hall St,40.69196035,-73.96536851,6036,0.15
396,E 84 St & Park Ave,40.77862688,-73.95772073,6015,0.15
397,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,5987,0.15
398,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,5985,0.15
399,Pleasant Ave & E 116 St,40.7949879,-73.9333349,5960,0.15
400,West End Ave & W 94 St,40.7941654,-73.974124,5956,0.15
401,W 12 St & W 4 St,40.73756121,-74.00398269,5915,0.15
402,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,5902,0.15
403,E 110 St & Madison Ave,40.7961535,-73.94782145,5874,0.15
404,W 88 St & West End Ave,40.79025417,-73.9771834,5869,0.15
405,Driggs Ave & N Henry St,40.72325,-73.94308,5851,0.15
