index,endName,endLat,endLong,count,per_count
36,W 4 St & 7 Ave S,40.73401143,-74.00293877,16262,0.55
37,1 Ave & E 62 St,40.7612274,-73.96094022,15827,0.5
38,E 39 St & 2 Ave,40.74780373,-73.9734419,15728,0.5
39,1 Ave & E 78 St,40.77140426,-73.9535166,15685,0.5
40,Pershing Square North,40.751873,-73.977706,15654,0.5
41,Clinton St & Grand St,40.71559509,-73.9870295,15635,0.5
42,E 20 St & 2 Ave,40.73587678,-73.98205027,15512,0.5
43,Centre St & Chambers St,40.71273266,-74.0046073,15444,0.5
44,E 25 St & 2 Ave,40.73912601,-73.97973776,15340,0.5
45,E 10 St & Avenue A,40.72740794,-73.98142006,15253,0.5
46,W 20 St & 11 Ave,40.746745,-74.007756,15149,0.5
47,6 Ave & W 33 St,40.74901271,-73.98848395,15144,0.5
48,8 Ave & W 33 St,40.751551,-73.993934,15096,0.5
49,W 22 St & 10 Ave,40.74691959,-74.00451887,14985,0.5
50,W 15 St & 7 Ave,40.73935542,-73.99931783,14931,0.5
51,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,14855,0.5
52,Lafayette St & E 8 St,40.73020661,-73.99102628,14810,0.5
53,7 Ave & Central Park South,40.76674056,-73.97906899,14780,0.5
54,E 11 St & 2 Ave,40.73047309,-73.98672378,14689,0.5
55,W 52 St & 11 Ave,40.76727216,-73.99392888,14687,0.5
56,West St & Liberty St,40.711444,-74.014847,14496,0.5
57,E 31 St & 3 Ave,40.74394314,-73.97966069,14487,0.5
58,MacDougal St & Prince St,40.72710258,-74.00297088,14251,0.45
59,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,14232,0.45
60,Queens Plaza North & Crescent St,40.75110165,-73.94073717,14160,0.45
61,W 38 St & 8 Ave,40.75466591,-73.99138152,14137,0.45
62,Cleveland Pl & Spring St,40.72210379,-73.99724901,14099,0.45
63,Old Fulton St,40.70277159,-73.99383605,14043,0.45
64,S 4 St & Wythe Ave,40.71285887,-73.96590294,13942,0.45
65,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,13904,0.45
66,West Thames St,40.70834698,-74.01713445,13815,0.45
67,8 Ave & W 31 St,40.75058535,-73.99468482,13794,0.45
68,9 Ave & W 45 St,40.76019252,-73.9912551,13780,0.45
69,Columbus Ave & W 72 St,40.7770575,-73.97898475,13738,0.45
70,E 23 St & 1 Ave,40.736502,-73.97809472,13582,0.45
71,E 7 St & Avenue A,40.72621788,-73.98379855,13444,0.45
72,E 11 St & 1 Ave,40.72953837,-73.98426726,13208,0.45
73,W 22 St & 8 Ave,40.74475148,-73.99915362,13174,0.45
74,E 27 St & 1 Ave,40.739445,-73.976806,13076,0.45
75,Norfolk St & Broome St,40.7172274,-73.98802084,13016,0.45
76,W 47 St & 10 Ave,40.76269882,-73.99301222,12982,0.45
77,6 Ave & Broome St,40.72430832,-74.00473036,12899,0.45
78,Lenox Ave & W 111 St,40.7987859,-73.9523,12852,0.45
79,E 15 St & 3 Ave,40.734232,-73.986923,12833,0.45
80,Riverside Dr & W 72 St,40.78057799,-73.98562431,12795,0.45
81,W 26 St & 8 Ave,40.74734825,-73.99723551,12758,0.4
82,W 37 St & 10 Ave,40.75660359,-73.9979009,12733,0.4
83,W 43 St & 10 Ave,40.76009437,-73.99461843,12715,0.4
84,Mott St & Prince St,40.72317958,-73.99480012,12649,0.4
85,Forsyth St & Canal St,40.7158155,-73.99422366,12645,0.4
86,Sullivan St & Washington Sq,40.73047747,-73.99906065,12472,0.4
87,W 41 St & 8 Ave,40.75640548,-73.9900262,12461,0.4
88,Barrow St & Hudson St,40.73172428,-74.00674436,12405,0.4
89,Central Park W & W 96 St,40.79127,-73.964839,12370,0.4
90,Canal St & Rutgers St,40.71427487,-73.98990025,12247,0.4
91,W 17 St & 8 Ave,40.74177603,-74.00149746,12208,0.4
92,E 6 St & Avenue D,40.72228087,-73.97668709,12066,0.4
93,Vesey Pl & River Terrace,40.7153379,-74.01658354,12003,0.4
94,University Pl & E 8 St,40.73143724,-73.99490342,11960,0.4
95,E 85 St & 3 Ave,40.77801203,-73.95407149,11908,0.4
96,W 49 St & 8 Ave,40.76227205,-73.98788205,11836,0.4
97,E 72 St & York Ave,40.76663814,-73.95348296,11809,0.4
98,6 Ave & W 34 St,40.74964,-73.98805,11764,0.4
99,E 4 St & 2 Ave,40.7262807,-73.98978041,11713,0.4
100,1 Ave & E 30 St,40.74144387,-73.97536082,11710,0.4
101,Murray St & Greenwich St,40.71485151,-74.01122332,11688,0.4
102,St Marks Pl & 2 Ave,40.7284186,-73.98713956,11602,0.4
103,5 Ave & E 78 St,40.77632142,-73.96427393,11550,0.4
104,South St & Gouverneur Ln,40.70355377,-74.00670227,11504,0.4
105,2 Ave & E 72 St,40.76876203,-73.95840794,11439,0.4
106,E 2 St & Avenue B,40.72217444,-73.98368779,11377,0.4
107,Allen St & Rivington St,40.72019576,-73.98997825,11373,0.4
108,E 58 St & 3 Ave,40.76095756,-73.96724467,11352,0.4
109,Riverside Blvd & W 67 St,40.77750703,-73.98888588,11338,0.4
110,E 2 St & Avenue A,40.72307749,-73.98583621,11220,0.4
111,E 32 St & Park Ave,40.7457121,-73.98194829,11204,0.4
112,W 50 St & 9 Ave,40.76360468,-73.98917958,11193,0.4
113,W 20 St & 8 Ave,40.74345335,-74.00004031,11160,0.35
114,Allen St & Stanton St,40.722055,-73.989111,11156,0.35
115,W 33 St & 7 Ave,40.75019995,-73.99093085,11122,0.35
116,E 6 St & Avenue B,40.72453734,-73.98185424,11111,0.35
117,St Marks Pl & 1 Ave,40.72779126,-73.98564945,11067,0.35
118,W 53 St & 10 Ave,40.76669671,-73.99061728,10978,0.35
119,10 Ave & W 28 St,40.75066386,-74.00176802,10948,0.35
120,E 55 St & 2 Ave,40.75797322,-73.96603308,10889,0.35
121,Central Park West & W 100 St,40.79406661,-73.96286845,10884,0.35
122,Allen St & Hester St,40.71605866,-73.99190759,10713,0.35
123,Cooper Square & Astor Pl,40.72951496,-73.9907527,10707,0.35
124,W 27 St & 7 Ave,40.746647,-73.993915,10661,0.35
125,Broadway & W 49 St,40.76068327,-73.98452729,10620,0.35
126,Washington St & Gansevoort St,40.739323,-74.008119,10613,0.35
127,9 Ave & W 28 St,40.74937024,-73.99923384,10607,0.35
128,Suffolk St & Stanton St,40.72066442,-73.98517977,10560,0.35
129,11 Ave & W 27 St,40.751396,-74.005226,10548,0.35
130,W 59 St & 10 Ave,40.770513,-73.988038,10497,0.35
131,W 46 St & 11 Ave,40.76341379,-73.99667444,10439,0.35
132,Bank St & Washington St,40.7361967,-74.00859207,10396,0.35
133,Bank St & Hudson St,40.73652889,-74.00618026,10357,0.35
134,Central Park West & W 76 St,40.77896784,-73.97374737,10347,0.35
135,Columbus Ave & W 95 St,40.7919557,-73.968087,10343,0.35
136,E 20 St & FDR Drive,40.73314259,-73.97573881,10325,0.35
137,Perry St & Bleecker St,40.73535398,-74.00483091,10300,0.35
138,Atlantic Ave & Furman St,40.69165183,-73.9999786,10243,0.35
139,W 20 St & 7 Ave,40.74238787,-73.99726235,10097,0.35
140,Broadway & Battery Pl,40.70463334,-74.01361706,10060,0.35
141,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,10003,0.35
142,North Moore St & Greenwich St,40.72019521,-74.01030064,9987,0.35
143,E 39 St & 3 Ave,40.7489006,-73.97604882,9979,0.35
144,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,9965,0.35
145,1 Ave & E 5 St,40.725864,-73.986389,9922,0.35
146,Cherry St,40.71219906,-73.97948148,9916,0.35
147,5 Ave & E 29 St,40.7451677,-73.98683077,9901,0.35
148,W 59 St & West End Ave,40.771771,-73.990625,9852,0.35
149,W 25 St & 6 Ave,40.74395411,-73.99144871,9830,0.35
150,Henry St & Grand St,40.714211,-73.981095,9776,0.35
151,Lafayette St & Jersey St,40.72456089,-73.99565293,9751,0.35
152,Franklin Ave & Empire Blvd,40.66314,-73.9605695,9749,0.35
153,E 2 St & 2 Ave,40.72502876,-73.99069656,9741,0.35
154,Union Ave & N 12 St,40.71924,-73.95242,9651,0.35
155,E 84 St & 1 Ave,40.77565541,-73.95068615,9650,0.35
156,W 30 St & 10 Ave,40.752694,-74.002353,9602,0.35
157,W 13 St & 7 Ave,40.73781509,-73.99994661,9560,0.3
158,Wall St & South St,40.70437,-74.00637,9553,0.3
159,E 16 St & 5 Ave,40.73726186,-73.99238967,9526,0.3
160,Mercer St & Bleecker St,40.72706363,-73.99662137,9474,0.3
161,E 24 St & Park Ave S,40.74096374,-73.98602213,9449,0.3
162,W 15 St & 6 Ave,40.73804614,-73.99642959,9441,0.3
163,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,9435,0.3
164,Stanton St & Chrystie St,40.72229346,-73.99147535,9381,0.3
165,Great Jones St,40.72743423,-73.99379025,9363,0.3
166,5 Ave & E 103 St,40.7922553,-73.95249933,9355,0.3
167,South St & Whitehall St,40.70122128,-74.01234218,9350,0.3
168,11 Ave & W 59 St,40.77149671,-73.99046034,9334,0.3
169,E 12 St & 3 Ave,40.73223272,-73.98889957,9239,0.3
170,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,9234,0.3
171,W 11 St & 6 Ave,40.73532427,-73.99800419,9197,0.3
172,Gansevoort St & Hudson St,40.7394482,-74.00507033,9152,0.3
173,E 74 St & 1 Ave,40.7689738,-73.95482273,9139,0.3
174,Liberty St & Broadway,40.70905623,-74.01043382,9114,0.3
175,Greenwich St & W Houston St,40.728846,-74.008591,9106,0.3
176,Washington Pl & 6 Ave,40.73224119,-74.00026394,9071,0.3
177,Broadway & W 41 St,40.75513557,-73.98658032,9050,0.3
178,3 St & Prospect Park West,40.668132,-73.97363831,9038,0.3
179,Greenwich Ave & Charles St,40.735238,-74.000271,8998,0.3
180,Broadway & W 29 St,40.7462009,-73.98855723,8972,0.3
181,E 88 St & 1 Ave,40.778301,-73.9488134,8965,0.3
182,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,8961,0.3
183,W 56 St & 10 Ave,40.768254,-73.988639,8897,0.3
184,E 19 St & 3 Ave,40.73624527,-73.98473765,8869,0.3
185,W 55 St & 6 Ave,40.763189,-73.978434,8862,0.3
186,E 10 St & 5 Ave,40.73331967,-73.99510132,8847,0.3
187,W 42 St & Dyer Ave,40.75898481,-73.99379969,8805,0.3
188,E 33 St & 5 Ave,40.74765947,-73.98490707,8792,0.3
189,E 20 St & Park Ave,40.73827428,-73.98751968,8776,0.3
190,W 34 St & 11 Ave,40.75594159,-74.0021163,8772,0.3
191,1 Ave & E 44 St,40.75001986,-73.96905301,8720,0.3
192,Cliff St & Fulton St,40.70838,-74.00495,8675,0.3
193,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,8669,0.3
194,Lexington Ave & E 36 St,40.74757396,-73.97880077,8646,0.3
195,W 63 St & Broadway,40.77163851,-73.98261428,8625,0.3
196,E 2 St & Avenue C,40.7208736,-73.98085795,8602,0.3
197,Front St & Washington St,40.70255088,-73.98940236,8602,0.3
198,W 45 St & 8 Ave,40.75929124,-73.98859651,8594,0.3
199,E 11 St & Avenue B,40.72746421,-73.97950418,8523,0.3
200,Lexington Ave & E 26 St,40.741459,-73.983293,8507,0.3
201,Rivington St & Ridge St,40.71850211,-73.98329859,8457,0.3
202,Center Blvd & 51 Ave,40.74336608,-73.95960689,8273,0.3
203,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,8210,0.3
204,E 51 St & 1 Ave,40.75455731,-73.96592976,8185,0.3
205,Milton St & Franklin St,40.72906,-73.95779,8170,0.3
206,Bond St & Fulton St,40.68962189,-73.98304269,8150,0.3
207,E 91 St & 2 Ave,40.7811223,-73.94965589,8146,0.3
208,E 30 St & Park Ave S,40.74444921,-73.98303529,8135,0.3
209,E 47 St & Park Ave,40.75510267,-73.97498696,8089,0.3
210,W 42 St & 8 Ave,40.7575699,-73.99098507,8088,0.3
211,MacDougal St & Washington Sq,40.73226398,-73.99852205,8088,0.3
212,E 9 St & Avenue C,40.72521311,-73.97768752,8045,0.3
213,W 18 St & 6 Ave,40.73971301,-73.99456405,8032,0.3
214,Stanton St & Norfolk St,40.720747,-73.986274,7977,0.25
215,Riverside Dr & W 104 St,40.8013434,-73.97114574,7972,0.25
216,W 15 St & 10 Ave,40.74275383,-74.00747359,7927,0.25
217,Fulton St & Broadway,40.711066,-74.009447,7920,0.25
218,Watts St & Greenwich St,40.72405549,-74.00965965,7913,0.25
219,Forsyth St & Broome St,40.71893904,-73.99266288,7884,0.25
220,Kent Ave & S 11 St,40.70764494,-73.96841526,7846,0.25
221,E 102 St & 1 Ave,40.7869946,-73.94164802,7841,0.25
222,E 51 St & 2 Ave,40.755293,-73.967641,7815,0.25
223,W 42 St & 6 Ave,40.75492,-73.98455,7799,0.25
224,W 100 St & Broadway,40.7973721,-73.97041192,7775,0.25
225,2 Ave & E 96 St,40.7839636,-73.9471673,7764,0.25
226,W 106 St & Central Park West,40.7981856,-73.9605909,7759,0.25
227,E 25 St & 1 Ave,40.7381765,-73.97738662,7722,0.25
228,W 95 St & Broadway,40.7937704,-73.971888,7651,0.25
229,Riverside Dr & W 91 St,40.79313481,-73.97700369,7635,0.25
230,E 53 St & Lexington Ave,40.75828065,-73.97069431,7598,0.25
231,Cathedral Pkwy & Broadway,40.804213,-73.96699104,7543,0.25
232,Pearl St & Hanover Square,40.7047177,-74.00926027,7482,0.25
233,W 16 St & The High Line,40.74334935,-74.00681753,7477,0.25
234,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,7434,0.25
235,4 Ave & E 12 St,40.732647,-73.99011,7433,0.25
236,Riverside Dr & W 82 St,40.78720869,-73.98128127,7431,0.25
237,5 Ave & E 63 St,40.766368,-73.971518,7430,0.25
238,N 6 St & Bedford Ave,40.71745169,-73.95850939,7421,0.25
239,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,7405,0.25
240,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,7391,0.25
241,W 82 St & Central Park West,40.78275,-73.97137,7377,0.25
242,Pike St & Monroe St,40.71173107,-73.99193043,7336,0.25
243,9 Ave & W 18 St,40.74317449,-74.00366443,7332,0.25
244,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,7318,0.25
245,Broadway & Berry St,40.71044554,-73.96525063,7289,0.25
246,46 Ave & 5 St,40.74731,-73.95451,7283,0.25
247,Broadway & W 53 St,40.76344058,-73.98268129,7272,0.25
248,Rivington St & Chrystie St,40.72110063,-73.9919254,7269,0.25
249,E 97 St & Madison Ave,40.787801,-73.953559,7249,0.25
250,Lispenard St & Broadway,40.71939226,-74.00247214,7241,0.25
251,E 81 St & York Ave,40.7728384,-73.94989233,7198,0.25
252,Bayard St & Baxter St,40.71602118,-73.99974372,7197,0.25
253,S 3 St & Bedford Ave,40.71260486,-73.96264403,7194,0.25
254,W 52 St & 6 Ave,40.76132983,-73.97982001,7135,0.25
255,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,7119,0.25
256,W 89 St & Columbus Ave,40.7882213,-73.97041561,7112,0.25
257,W 31 St & 7 Ave,40.749156,-73.9916,7100,0.25
258,E 45 St & 3 Ave,40.75255434,-73.97282625,7085,0.25
259,W 35 St & Dyer Ave,40.75469175,-73.99740189,7073,0.25
260,W 40 St & 5 Ave,40.752269,-73.982079,7058,0.25
261,Murray St & West St,40.7149787,-74.013012,7025,0.25
262,W 13 St & 5 Ave,40.735445,-73.99431,6995,0.25
263,W Broadway & W Houston St,40.726378,-74.000472,6978,0.25
264,Avenue C & E 18 St,40.730563,-73.973984,6955,0.25
265,E 48 St & 5 Ave,40.75724568,-73.97805914,6931,0.25
266,Spruce St & Nassau St,40.71146364,-74.00552427,6891,0.25
267,Astoria Park S & Shore Blvd,40.7767,-73.927631,6880,0.25
268,E 47 St & 2 Ave,40.75323098,-73.97032517,6844,0.25
269,Pike St & E Broadway,40.71406667,-73.99293911,6835,0.25
270,1 Ave & E 16 St,40.73221853,-73.98165557,6793,0.25
271,Howard St & Centre St,40.71910537,-73.99973337,6756,0.25
272,W 84 St & Columbus Ave,40.78499979,-73.97283406,6731,0.25
273,E 81 St & 2 Ave,40.77477945,-73.95427465,6717,0.25
274,W 26 St & 10 Ave,40.74971775,-74.00295035,6690,0.25
275,1 Ave & E 94 St,40.7817212,-73.94594,6639,0.25
276,Pearl St & Peck Slip,40.708485,-74.002751,6629,0.25
277,West End Ave & W 94 St,40.7941654,-73.974124,6599,0.25
278,Madison St & Clinton St,40.71269042,-73.98776323,6590,0.25
279,5 Ave & E 93 St,40.7857851,-73.957481,6574,0.25
280,Broadway & W 38 St,40.75299641,-73.98721619,6558,0.25
281,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,6551,0.25
282,W 45 St & 6 Ave,40.7568001,-73.98291153,6522,0.25
283,E 110 St & Madison Ave,40.7961535,-73.94782145,6505,0.25
284,Hanson Pl & Ashland Pl,40.68506807,-73.9779076,6448,0.25
285,Lenox Ave & W 126 St,40.808442,-73.9452087,6442,0.25
286,Maiden Ln & Pearl St,40.70706456,-74.00731853,6441,0.25
287,Hope St & Union Ave,40.71167351,-73.95141312,6431,0.25
288,E 89 St & 3 Ave,40.7806284,-73.9521667,6401,0.25
289,Mercer St & Spring St,40.72362738,-73.99949601,6399,0.25
290,Riverside Dr & W 78 St,40.78414472,-73.98362492,6392,0.25
291,Bergen St & Smith St,40.6867443,-73.99063168,6284,0.2
292,South End Ave & Liberty St,40.711512,-74.015756,6282,0.2
293,William St & Pine St,40.70717936,-74.00887308,6265,0.2
294,Jay St & York St,40.70140317,-73.9867267,6245,0.2
295,Fulton St & William St,40.70955958,-74.00653609,6239,0.2
296,E 43 St & 2 Ave,40.75022392,-73.97121414,6233,0.2
297,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,6226,0.2
298,W 76 St & Columbus Ave,40.78018397,-73.97728533,6218,0.2
299,W 37 St & 5 Ave,40.75038009,-73.98338988,6215,0.2
300,Pleasant Ave & E 116 St,40.7949879,-73.9333349,6204,0.2
301,Washington Pl & Broadway,40.72903917,-73.99404649,6159,0.2
302,Jay St & Tech Pl,40.695065,-73.987167,6139,0.2
303,Avenue D & E 3 St,40.72082834,-73.97793172,6118,0.2
304,Fulton St & Adams St,40.69241829,-73.98949474,6098,0.2
305,Pershing Square South,40.751581,-73.97791,6074,0.2
306,W 67 St & Broadway,40.77492513,-73.98266566,6052,0.2
307,3 Ave & Schermerhorn St,40.68683208,-73.9796772,6026,0.2
308,Clark St & Henry St,40.69760127,-73.99344559,6011,0.2
309,N 12 St & Bedford Ave,40.72079821,-73.95484712,6009,0.2
310,Lexington Ave & E 29 St,40.74311555,-73.98215353,5999,0.2
311,W 87 St & West End Ave,40.789622,-73.97757,5979,0.2
312,E 5 St & Avenue C,40.72299208,-73.97995466,5957,0.2
313,Reade St & Broadway,40.71450451,-74.00562789,5939,0.2
314,DeKalb Ave & Hudson Ave,40.689888,-73.981013,5927,0.2
315,Driggs Ave & N 9 St,40.71816969,-73.95520136,5922,0.2
316,Bus Slip & State St,40.701907,-74.013942,5875,0.2
317,Division St & Bowery,40.714193,-73.996732,5872,0.2
318,Madison St & Montgomery St,40.713126,-73.984844,5857,0.2
319,Avenue D & E 8 St,40.72387,-73.975767,5853,0.2
320,Center Blvd & 48 Ave,40.745038,-73.957539,5853,0.2
321,W 54 St & 9 Ave,40.76584941,-73.98690506,5846,0.2
322,Lawrence St & Willoughby St,40.69236178,-73.98631746,5833,0.2
323,Stagg St & Union Ave,40.70877084,-73.95095259,5812,0.2
324,McGuinness Blvd & Eagle St,40.73555,-73.95284,5800,0.2
325,Leonard St & Church St,40.717571,-74.005549,5776,0.2
326,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,5774,0.2
327,E 16 St & Irving Pl,40.73536706,-73.98797393,5755,0.2
328,Hudson St & Reade St,40.71625008,-74.0091059,5752,0.2
329,Centre St & Worth St,40.71494807,-74.00234482,5749,0.2
330,Liberty Light Rail,40.7112423,-74.0557013,5744,0.2
331,Grand St & Havemeyer St,40.71286844,-73.95698119,5744,0.2
332,1 Ave & E 18 St,40.73381219,-73.98054421,5709,0.2
333,Madison Ave & E 99 St,40.78948542,-73.95242929,5690,0.2
334,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,5685,0.2
335,E 56 St & 3 Ave,40.75934501,-73.96759673,5685,0.2
336,E 77 St & 3 Ave,40.77314236,-73.95856158,5654,0.2
337,E 12 St & Ave C,40.727243,-73.976831,5640,0.2
338,Franklin St & Dupont St,40.73564,-73.95866,5636,0.2
339,Berry St & N 8 St,40.7190095,-73.95852515,5635,0.2
340,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308,5631,0.2
341,44 Dr & Jackson Ave,40.74718234,-73.9432635,5629,0.2
342,3 Ave & E 62 St,40.76312584,-73.96526895,5613,0.2
343,W 44 St & 5 Ave,40.75500254,-73.98014437,5588,0.2
344,Grand St & Greene St,40.72170005,-74.00238141,5587,0.2
345,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,5575,0.2
346,Newport Pkwy,40.7287448,-74.0321082,5569,0.2
347,6 Ave & Canal St,40.72243797,-74.00566443,5567,0.2
348,Broadway & W 36 St,40.75097711,-73.98765428,5506,0.2
349,Perry St & Greenwich Ave,40.735918,-74.000939,5504,0.2
350,Broadway & W 51 St,40.76228826,-73.98336183,5504,0.2
351,E 47 St & 1 Ave,40.75206862,-73.96784384,5437,0.2
352,E 65 St & 2 Ave,40.76471852,-73.9622207,5411,0.2
353,Lenox Ave & W 130 St,40.8107922,-73.9430681,5411,0.2
354,W 87 St & Amsterdam Ave,40.78839,-73.9747,5406,0.2
355,Court St & State St,40.6902375,-73.99203074,5405,0.2
356,Front St & Maiden Ln,40.70530954,-74.00612572,5403,0.2
357,Catherine St & Monroe St,40.71117444,-73.99682619,5398,0.2
358,Bedford Ave & Bergen St,40.676368,-73.952918,5379,0.2
359,W 74 St & Columbus Ave,40.7785669,-73.97754961,5359,0.2
360,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,5353,0.2
361,Front St & Jay St,40.702461,-73.986842,5285,0.2
362,W 84 St & Broadway,40.7867947,-73.977112,5235,0.2
363,Graham Ave & Conselyea St,40.715143,-73.944507,5217,0.2
364,Huron St & Franklin St,40.73266,-73.95826,5212,0.2
365,India St & Manhattan Ave,40.73232194,-73.9550858,5210,0.2
366,Delancey St & Eldridge St,40.719383,-73.991479,5175,0.2
367,Grove St PATH,40.71958612,-74.04311746,5158,0.2
368,Columbia St & Rivington St,40.71739973,-73.98016555,5150,0.2
369,E 89 St & York Ave,40.7779453,-73.946041,5135,0.2
370,Schermerhorn St & Bond St,40.68841743,-73.98451656,5128,0.2
371,E 41 St & Madison Ave,40.75216528,-73.97992194,5115,0.2
372,East End Ave & E 86 St,40.77518615,-73.94446054,5107,0.2
373,E 53 St & Madison Ave,40.7597108,-73.97402311,5104,0.2
374,Barclay St & Church St,40.71291224,-74.01020234,5096,0.2
375,E 82 St & East End Ave,40.7724607,-73.9468208,5051,0.2
376,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,5047,0.2
377,Hicks St & Montague St,40.69512845,-73.99595065,5033,0.2
378,E 81 St & 3 Ave,40.77573034,-73.9567526,4989,0.2
379,E 48 St & 3 Ave,40.7546011,-73.97187886,4960,0.2
380,E 63 St & 3 Ave,40.763954,-73.9646,4951,0.2
381,Driggs Ave & Lorimer St,40.72179134,-73.9504154,4922,0.2
382,Stanton St & Mangin St,40.71782143,-73.97628939,4910,0.2
383,Market St & Cherry St,40.71076228,-73.99400398,4904,0.2
384,John St & William St,40.70862144,-74.00722156,4885,0.2
385,Duffield St & Willoughby St,40.69221589,-73.9842844,4884,0.2
386,Ditmars Blvd & 19 St,40.78145,-73.9183302,4883,0.2
387,W Broadway & Spring St,40.72494672,-74.00165856,4861,0.2
388,Prospect Park West & 8 St,40.66514682,-73.97637606,4856,0.2
389,Graham Ave & Grand St,40.711863,-73.944024,4837,0.2
390,E 59 St & Madison Ave,40.76350532,-73.97109243,4830,0.2
391,W 100 St & Manhattan Ave,40.795,-73.9645,4796,0.2
392,W 110 St & Amsterdam Ave,40.802692,-73.96295,4760,0.15
393,Madison Ave & E 82 St,40.7781314,-73.96069399,4757,0.15
394,Roebling St & N 4 St,40.71469,-73.95739,4736,0.15
395,E 75 St & 3 Ave,40.77112927,-73.95772297,4735,0.15
396,St James Pl & Oliver St,40.71307916,-73.99851193,4732,0.15
397,E 85 St & York Ave,40.77536905,-73.94803392,4728,0.15
398,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,4671,0.15
399,Clinton Ave & Myrtle Ave,40.693261,-73.968896,4668,0.15
400,W 52 St & 5 Ave,40.75992262,-73.97648516,4659,0.15
401,Dean St & 4 Ave,40.68312489,-73.97895137,4652,0.15
402,E 72 St & Park Ave,40.77118288,-73.96409422,4642,0.15
403,E 76 St & Park Ave,40.773763,-73.96222088,4620,0.15
404,E 84 St & Park Ave,40.77862688,-73.95772073,4609,0.15
405,1 Ave & E 110 St,40.7923272,-73.9383,4589,0.15
406,E 51 St & Lexington Ave,40.75714758,-73.97207836,4566,0.15
407,Henry St & Atlantic Ave,40.69089272,-73.99612349,4564,0.15
