index,endName,endLat,endLong,count,per_count
406,E 44 St & 2 Ave,40.75118387,-73.97138715,7902,0.2
407,W 35 St & 9 Ave,40.75414519,-73.99608895,7895,0.2
408,Broadway & W 38 St,40.75299641,-73.98721619,7881,0.2
409,Clinton St & Joralemon St,40.69239502,-73.99337909,7878,0.2
410,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,7875,0.2
411,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,7842,0.2
412,E 41 St & Madison Ave,40.75216528,-73.97992194,7835,0.2
413,Barclay St & Church St,40.71291224,-74.01020234,7830,0.2
414,Roebling St & N 4 St,40.71469,-73.95739,7821,0.2
415,E 9 St & 5 Ave,40.73275887,-73.99581671,7798,0.2
416,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,7790,0.2
417,India St & Manhattan Ave,40.73232194,-73.9550858,7764,0.2
418,DeKalb Ave & Hudson Ave,40.689888,-73.981013,7763,0.2
419,E 85 St & York Ave,40.77536905,-73.94803392,7756,0.2
420,E 88 St & 1 Ave,40.778301,-73.9488134,7751,0.2
421,W 51 St & Rockefeller Plaza,40.75969996,-73.97808194,7691,0.2
422,E 81 St & 3 Ave,40.77573034,-73.9567526,7676,0.2
423,Avenue D & E 10 St,40.72506551,-73.97515833,7668,0.2
424,Riverside Dr & W 78 St,40.78414472,-73.98362492,7653,0.2
425,Bergen St & Flatbush Ave,40.68094472,-73.97567332,7639,0.2
426,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,7629,0.2
427,E 47 St & 1 Ave,40.75206862,-73.96784384,7569,0.2
428,King St & Varick St,40.72789701,-74.00536269,7546,0.2
429,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,7530,0.2
430,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,7487,0.2
431,W 50 St & 10 Ave,40.7647342,-73.9919436,7481,0.2
432,Motorgate,40.7639089,-73.9477213,7470,0.2
433,W 35 St & Dyer Ave,40.75469175,-73.99740189,7467,0.2
434,State St & Smith St,40.68926942,-73.98912867,7464,0.2
435,W 113 St & Broadway,40.805973,-73.964928,7402,0.2
436,Carroll St & Smith St,40.680611,-73.99475825,7382,0.2
437,West End Ave & W 107 St,40.8021174,-73.96818053,7374,0.2
438,Warren St & W Broadway,40.71473993,-74.00910627,7374,0.2
439,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,7370,0.2
440,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,7368,0.2
441,Fulton St & Waverly Ave,40.68323865,-73.96599591,7315,0.2
442,E 82 St & East End Ave,40.7724607,-73.9468208,7314,0.2
443,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,7302,0.2
444,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,7296,0.2
445,E 78 St & 2 Ave,40.7727966,-73.95577801,7288,0.2
446,Stanton St & Mangin St,40.71782143,-73.97628939,7268,0.2
447,3 St & 7 Ave,40.6703837,-73.97839676,7259,0.2
448,Market St & Henry St,40.71310702,-73.99446353,7225,0.2
449,Willoughby St & Fleet St,40.69196566,-73.9813018,7219,0.2
450,Devoe St & Lorimer St,40.71335226,-73.94910336,7190,0.2
451,Carlton Ave & Dean St,40.6809741,-73.9710097,7175,0.2
452,Madison St & Montgomery St,40.713126,-73.984844,7160,0.2
453,Sullivan Pl & Franklin Ave,40.66407984,-73.96025129,7145,0.2
454,Avenue C & E 18 St,40.730563,-73.973984,7133,0.2
455,West End Ave & W 78 St,40.783786,-73.981687,7123,0.2
456,Willoughby Ave & Hall St,40.69196035,-73.96536851,7113,0.2
457,E 45 St & 3 Ave,40.75255434,-73.97282625,7110,0.2
458,E 93 St & 2 Ave,40.78245418,-73.94891962,7084,0.2
459,Duffield St & Willoughby St,40.69221589,-73.9842844,7077,0.2
460,Nassau Ave & Russell St,40.72557,-73.94434,7070,0.2
461,Greenwich St & Hubert St,40.721319,-74.010065,7044,0.2
462,E 68 St & 3 Ave,40.7671284,-73.96224618,7028,0.2
463,Johnson St & Gold St,40.69474881,-73.98362464,7026,0.2
464,E 11 St & 3 Ave,40.73127,-73.98849,7014,0.2
465,E 51 St & Lexington Ave,40.75714758,-73.97207836,6985,0.2
466,Columbia St & Rivington St,40.71739973,-73.98016555,6976,0.2
467,1 Ave & E 110 St,40.7923272,-73.9383,6929,0.2
468,Broadway & Roebling St,40.70924826,-73.96063149,6919,0.2
469,Dean St & Franklin Ave,40.67759207,-73.95563722,6895,0.2
470,E 12 St & Ave C,40.727243,-73.976831,6872,0.2
471,E 5 St & Avenue C,40.72299208,-73.97995466,6850,0.2
472,Montague St & Clinton St,40.69428114,-73.99230033,6849,0.2
473,Monroe St & Bedford Ave,40.6851443,-73.95380904,6844,0.2
474,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,6776,0.2
475,East End Ave & E 86 St,40.77518615,-73.94446054,6758,0.2
476,Maiden Ln & Pearl St,40.70706456,-74.00731853,6756,0.2
477,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,6751,0.2
478,Duane St & Greenwich St,40.71748752,-74.0104554,6708,0.2
479,W 48 St & Rockefeller Plaza,40.75793646,-73.97960275,6673,0.2
480,Leonard St & Nassau Ave,40.72395678,-73.94984365,6628,0.2
481,Madison Ave & E 99 St,40.78948542,-73.95242929,6614,0.2
482,Washington Ave & Park Ave,40.69610226,-73.96751037,6610,0.2
483,Parade Pl & Crooke Ave,40.651847,-73.965248,6593,0.2
484,Baltic St & 5 Ave,40.6795766,-73.97854971,6506,0.2
485,44 Dr & Jackson Ave,40.74718234,-73.9432635,6487,0.2
486,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,6486,0.2
487,Washington Park,40.6917823,-73.9737299,6472,0.2
488,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,6437,0.2
489,W 116 St & Broadway,40.8082,-73.9641,6426,0.2
490,E 40 St & 5 Ave,40.75206231,-73.9816324,6425,0.2
491,Market St & Cherry St,40.71076228,-73.99400398,6419,0.2
492,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,6415,0.2
493,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,6375,0.2
494,Leonard St & Maujer St,40.71036854,-73.94705951,6365,0.2
495,3 Ave & E 72 St,40.7699426,-73.96060712,6328,0.2
496,Broad St & Bridge St,40.70365182,-74.01167797,6320,0.2
497,Park Pl & Church St,40.71334184,-74.00935516,6310,0.2
498,Newport Pkwy,40.7287448,-74.0321082,6303,0.15
499,Center Blvd & 51 Ave,40.74336608,-73.95960689,6275,0.15
500,Driggs Ave & Lorimer St,40.72179134,-73.9504154,6252,0.15
501,Driggs Ave & N Henry St,40.72325,-73.94308,6213,0.15
502,Union St & 4 Ave,40.6772744,-73.98282002,6161,0.15
503,Old Slip & South St,40.70336687,-74.00786787,6159,0.15
504,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,6140,0.15
505,6 St & 7 Ave,40.6686627,-73.97988067,6139,0.15
506,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145,6135,0.15
507,South Waterfront Walkway - Sinatra Dr & 1 St,40.73698222,-74.02778059,6103,0.15
508,Lafayette Ave & St James Pl,40.68851534,-73.9647628,6098,0.15
509,Wards Meadow Comfort Station,40.78294,-73.93077,6091,0.15
510,31 St & Broadway,40.761584,-73.925921,6074,0.15
511,Bayard St & Leonard St,40.71915572,-73.94885391,6067,0.15
512,31 St & Newtown Ave,40.76754878,-73.92093346,6046,0.15
513,3 Ave & E 71 St,40.76873687,-73.96119945,6032,0.15
514,Sterling Pl & Bedford Ave,40.672695,-73.954131,6005,0.15
515,St Johns Pl & Washington Ave,40.6737236,-73.9631611,5982,0.15
516,Morton St & Washington St,40.73115,-74.00887,5963,0.15
517,Classon Ave & St Marks Ave,40.6765198,-73.9596082,5962,0.15
518,Congress St & Clinton St,40.6881529,-73.99520919,5937,0.15
519,Schermerhorn St & Court St,40.69102926,-73.99183363,5896,0.15
520,Monroe St & Tompkins Ave,40.686203,-73.944694,5886,0.15
521,Dean St & Hoyt St,40.6864442,-73.98759104,5880,0.15
522,Front St & Gold St,40.70224,-73.982578,5872,0.15
523,Kingsland Ave & Nassau Ave,40.72577,-73.94173,5851,0.15
524,6 Ave & 9 St,40.668127,-73.98377641,5838,0.15
525,Mt Morris Park W & W 120 St,40.804038,-73.945925,5827,0.15
526,W 78 St & Amsterdam Ave,40.78253586,-73.97908509,5817,0.15
527,Sands St Gate,40.699569,-73.979827,5782,0.15
528,10 St & 7 Ave,40.6662078,-73.98199886,5725,0.15
529,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,5724,0.15
530,Plaza St East & Flatbush Ave,40.673134,-73.969106,5715,0.15
531,Madison St & Clinton St,40.71269042,-73.98776323,5698,0.15
532,2 Ave & E 55 St,40.75792021,-73.96638215,5685,0.15
533,Douglass St & 4 Ave,40.6792788,-73.98154004,5672,0.15
534,27 St & Hunter St,40.7485,-73.941275,5669,0.15
535,Lenox Ave & W 115 St,40.8011939,-73.9500739,5663,0.15
536,Carroll St & 5 Ave,40.6751622,-73.9814832,5654,0.15
537,Astoria Park S & Shore Blvd,40.7767,-73.927631,5654,0.15
538,Crescent St & 30 Ave,40.768692,-73.9249574,5610,0.15
539,Adam Clayton Powell Blvd & W 138 St,40.81695971,-73.94229591,5572,0.15
540,Nassau Ave & Newell St,40.72481256,-73.94752622,5550,0.15
541,Crescent St & Broadway,40.7633589,-73.9286471,5496,0.15
542,Harrison St & Hudson St,40.71870987,-74.0090009,5496,0.15
543,W 18 St & 9 Ave,40.74353373,-74.00367558,5494,0.15
544,Halsey St & Tompkins Ave,40.6823687,-73.944118,5491,0.15
545,Grand Ave & Bergen St,40.678045,-73.962408,5487,0.15
546,Washington Ave & Greene Ave,40.68650065,-73.96563307,5474,0.15
547,India St Pier,40.73173479,-73.96123901,5461,0.15
548,E 95 St & 3 Ave,40.7849032,-73.950503,5430,0.15
549,Franklin Ave & St Marks Ave,40.6758324,-73.9561677,5425,0.15
550,Underhill Ave & Pacific St,40.6804836,-73.9646795,5412,0.15
551,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,5407,0.15
552,Cambridge Pl & Gates Ave,40.68488,-73.96304,5403,0.15
553,Pacific St & Nevins St,40.6853761,-73.98302136,5392,0.15
554,Hamilton Park,40.72759597,-74.04424731,5389,0.15
555,Columbia Heights & Cranberry St,40.70037867,-73.99548059,5371,0.15
556,Fulton St & Utica Ave,40.6794268,-73.9298911,5361,0.15
557,DeKalb Ave & Franklin Ave,40.69064807,-73.95746179,5332,0.15
558,E 60 St & York Ave,40.759107,-73.959223,5328,0.15
559,45 Rd & 11 St,40.74708586,-73.94977234,5322,0.15
560,E 66 St & Madison Ave,40.76800889,-73.96845281,5312,0.15
561,2 Ave & E 104 St,40.7892105,-73.94370784,5312,0.15
562,Garfield Pl & 8 Ave,40.6711978,-73.97484126,5308,0.15
563,Morningside Ave & W 123 St,40.81,-73.9551508,5289,0.15
564,E 58 St & 1 Ave (NE Corner),40.75892386,-73.96226227,5288,0.15
565,Edgecombe Ave & W 141 St,40.820681,-73.945144,5286,0.15
566,Degraw St & Smith St,40.6829151,-73.99318208,5281,0.15
567,Carroll St & 6 Ave,40.6740886,-73.9787282,5277,0.15
568,Clinton St & Union St,40.6831164,-73.99785267,5271,0.15
569,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,5256,0.15
570,Lexington Ave & E 111 St,40.7954121,-73.9441232,5249,0.15
571,E 103 St & Lexington Ave,40.7903051,-73.94755757,5248,0.15
572,Grand St & Samuel Dickstein Plaza,40.71511872,-73.98417056,5247,0.15
573,14 St & 7 Ave,40.663779,-73.98396846,5241,0.15
574,Kingston Ave & Herkimer St,40.67890679,-73.94142771,5202,0.15
575,Nassau St & Navy St,40.69839895,-73.98068914,5181,0.15
576,31 Ave & 34 St,40.763154,-73.920827,5170,0.15
577,Clinton St & Tillary St,40.69623297,-73.99142057,5163,0.15
578,Concord St & Bridge St,40.69766564,-73.98476437,5159,0.15
579,Macon St & Nostrand Ave,40.68098339,-73.95004798,5117,0.15
580,Banker St & Meserole Ave,40.72606,-73.95621,5108,0.15
581,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,5100,0.15
582,Greene Ave & Nostrand Ave,40.6883337,-73.950916,5095,0.15
583,Douglass St & 3 Ave,40.6802133,-73.98432695,5065,0.15
584,4 Ave & 9 St,40.6705135,-73.98876585,5047,0.15
585,Carlton Ave & Flushing Ave,40.697787,-73.973736,5046,0.15
586,Lexington Ave & Classon Ave,40.68676793,-73.95928168,5028,0.15
587,Fulton St & Irving Pl,40.68186,-73.959432,5027,0.15
588,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,5004,0.15
589,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,4965,0.15
590,N 11 St & Kent Ave,40.72248189,-73.95921931,4945,0.15
591,E 161 St & River Ave,40.827883,-73.927111,4943,0.15
592,Prospect Pl & Underhill Ave,40.6769694,-73.96579,4942,0.15
593,E 106 St & Madison Ave,40.7934337,-73.94945003,4925,0.15
594,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,4918,0.15
595,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,4876,0.15
596,44 Dr & 21 St,40.748,-73.9460927,4865,0.15
597,Newport PATH,40.7272235,-74.0337589,4829,0.15
598,Suydam St & Knickerbocker Ave,40.702013,-73.923769,4823,0.15
599,Henry St & Middagh St,40.7003,-73.991581,4816,0.15
600,1 Ave & E 5 St,40.725864,-73.986389,4792,0.15
601,E 115 St & Lexington Ave,40.797911,-73.9423,4792,0.15
602,Broadway & E 22 St,40.7403432,-73.98955109,4784,0.15
603,Broadway & W 58 St,40.76695317,-73.98169333,4782,0.15
604,Marin Light Rail,40.71458404,-74.04281706,4772,0.15
605,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,4766,0.15
606,Steinway St & Broadway,40.75905795,-73.91897544,4746,0.15
607,Park Cir & East Dr,40.651566,-73.972212,4738,0.15
608,Kane St & Clinton St,40.6861758,-73.99645295,4736,0.15
609,Bergen St & 4 Ave,40.68256426,-73.9798978,4728,0.15
610,14 St & 5 Ave,40.666287,-73.98895053,4705,0.15
611,Park Pl & Franklin Ave,40.6741806,-73.9564947,4704,0.15
612,31 St & 23 Ave,40.7747878,-73.9125551,4681,0.15
613,Lorimer St & Calyer St,40.72795,-73.95414,4673,0.15
614,W 107 St & Columbus Ave,40.7997568,-73.96211287,4666,0.15
615,2 Ave & E 99 St,40.7862586,-73.94552579,4664,0.15
616,Columbus Dr at Exchange Pl,40.71687,-74.03281,4664,0.15
617,E 81 St & Park Ave,40.77677702,-73.9590097,4637,0.15
618,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,4637,0.15
619,Laight St & Hudson St,40.72185379,-74.00771779,4631,0.15
620,Graham Ave & Withers St,40.7169811,-73.94485918,4628,0.15
621,Willoughby Ave & Myrtle Ave,40.69757,-73.93098,4626,0.15
622,Liberty Light Rail,40.7112423,-74.0557013,4617,0.15
623,Bond St & Bergen St,40.6849668,-73.98620772,4612,0.15
624,Union Ave & Jackson St,40.7160751,-73.952029,4594,0.15
625,Henry St & Degraw St,40.6847514,-73.99917254,4587,0.15
626,Greene Ave & Throop Ave,40.6894932,-73.942061,4571,0.15
627,Lenox Ave & W 130 St,40.8107922,-73.9430681,4571,0.15
628,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,4567,0.15
629,3 St & 3 Ave,40.6750705,-73.98775226,4554,0.15
630,Prospect Pl & 6 Ave,40.6793307,-73.97519523,4540,0.15
631,E 68 St & Madison Ave,40.7691572,-73.96703464,4537,0.15
632,E 106 St & Lexington Ave,40.791976,-73.945993,4527,0.15
633,Broadway & Whipple St,40.7016657,-73.9437303,4524,0.15
634,Smith St & 3 St,40.6787242,-73.99599099,4517,0.15
635,Hancock St & Bedford Ave,40.68216564,-73.95399026,4514,0.15
636,Willoughby Ave & Walworth St,40.69331716,-73.95381995,4488,0.15
637,E 118 St & 3 Ave,40.799139,-73.9389152,4459,0.15
638,Sharon St & Olive St,40.715353,-73.93856,4451,0.15
639,Melrose St & Broadway,40.697481,-73.935877,4449,0.15
640,Lewis Ave & Decatur St,40.6814598,-73.934903,4375,0.15
641,Vernon Blvd & 47 Rd,40.7449067,-73.9534573,4374,0.15
642,Putnam Ave & Throop Ave,40.6851532,-73.94111,4365,0.15
643,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,4357,0.15
644,E 106 St & 1 Ave,40.7892529,-73.93956237,4334,0.15
645,Rogers Ave & Sterling St,40.6630619,-73.9538746,4323,0.15
646,Boerum St & Broadway,40.70538077,-73.94976519,4319,0.15
647,E 118 St & 1 Ave,40.79747,-73.93504,4319,0.15
648,Amsterdam Ave & W 125 St,40.813358,-73.956461,4316,0.15
649,Sip Ave,40.7308971,-74.06391263,4299,0.15
650,Grove St & Broadway,40.69047,-73.923511,4285,0.15
651,Lewis Ave & Madison St,40.686312,-73.935775,4275,0.15
652,E 102 St & Park Ave,40.7904828,-73.95033068,4255,0.15
653,Court St & Nelson St,40.6763947,-73.99869893,4253,0.15
654,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,4249,0.15
655,Fulton St & Clermont Ave,40.68415748,-73.96922273,4228,0.15
656,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,4216,0.15
657,Carroll St & Columbia St,40.6830456,-74.00348559,4205,0.15
658,Carroll St & Bond St,40.6786115,-73.99037292,4203,0.1
659,Warren St & Court St,40.686371,-73.99383324,4173,0.1
660,Park Pl & Vanderbilt Ave,40.6767,-73.969024,4171,0.1
661,34 Ave & 38 St,40.756913,-73.921631,4164,0.1
662,Bedford Ave & Montgomery St,40.665816,-73.956934,4142,0.1
663,7 St & 5 Ave,40.6704922,-73.98541675,4136,0.1
664,E 98 St & Park Ave,40.78813,-73.95206,4128,0.1
665,Wyckoff Av & Stanhope St,40.703545,-73.917775,4121,0.1
666,McKibbin St & Bogart St,40.706237,-73.933871,4119,0.1
667,31 Ave & Steinway St,40.7611488,-73.9170071,4116,0.1
668,Smith St & 9 St,40.6746957,-73.99785768,4090,0.1
669,1 Pl & Clinton St,40.6809591,-73.99905709,4089,0.1
670,Clinton St & 4 Place,40.6783563,-74.00014502,4085,0.1
671,Harborside,40.7192517,-74.034234,4079,0.1
672,St James Pl & Pearl St,40.71117416,-74.00016545,4069,0.1
673,31 Ave & Crescent St,40.7658346,-73.9265474,4062,0.1
674,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,4059,0.1
675,Pierrepont St & Monroe Pl,40.69535693,-73.99344027,4043,0.1
676,E 114 St & 1 Ave,40.7945663,-73.9362541,4038,0.1
677,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,4035,0.1
678,Broadway & Moylan Pl,40.8143256,-73.9590255,4030,0.1
679,Beaver St & Fayette St,40.70099,-73.93921,4023,0.1
680,Riverside Dr & W 138 St,40.823168,-73.955857,4006,0.1
681,Richardson St & N Henry St,40.71907891,-73.9422369,4006,0.1
682,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,4004,0.1
683,Crescent St & 34 Ave,40.76108,-73.930562,4001,0.1
684,E 67 St & Park Ave,40.7678008,-73.96592081,3979,0.1
685,Adam Clayton Powell Blvd & W 132 St,40.813539,-73.94521,3977,0.1
686,36 Ave & 31 St,40.75651273,-73.92957486,3974,0.1
687,21 St & Hoyt Ave S,40.774645,-73.923706,3959,0.1
688,E 50 St & Park Ave,40.757334,-73.974235,3957,0.1
689,Prospect Park SW & Greenwood Ave,40.652563,-73.972573,3931,0.1
690,38 St & 30 Ave,40.76417452,-73.91583994,3931,0.1
691,St Nicholas Ave & W 134 St,40.816234,-73.948222,3912,0.1
692,28 St & 41 Ave,40.751047,-73.93797,3911,0.1
693,Van Brunt St & Wolcott St,40.6773429,-74.01275056,3883,0.1
694,Center Blvd & 48 Ave,40.745038,-73.957539,3881,0.1
695,W 120 St & Claremont Ave,40.8109494,-73.9634,3868,0.1
696,6 Ave & 12 St,40.6663181,-73.9854617,3867,0.1
697,E 109 St & 3 Ave,40.79329668,-73.9432083,3865,0.1
698,E 118 St & Madison Ave,40.8014866,-73.9442507,3858,0.1
699,31 St & Astoria Blvd,40.7699176,-73.9184057,3842,0.1
700,Soissons Landing,40.69231661,-74.01486576,3835,0.1
701,Union St & Nevins St,40.679098,-73.98765475,3816,0.1
702,N 15 St & Wythe Ave,40.724055,-73.955736,3808,0.1
703,Columbia St & Degraw St,40.6859296,-74.00242364,3801,0.1
704,Dock 72 Way & Market St,40.69985,-73.97141,3756,0.1
705,10 St & 5 Ave,40.6686273,-73.98700053,3739,0.1
706,Madison Ave & E 120 St,40.80295,-73.942954,3722,0.1
707,Clinton Ave & Flushing Ave,40.69794,-73.96986848,3719,0.1
708,W 181 St & Riverside Dr,40.85168,-73.94186,3716,0.1
709,31 Ave & 30 St,40.7647,-73.9240312,3714,0.1
710,Division Ave & Hooper St,40.70684203,-73.9544354,3702,0.1
711,Pioneer St & Van Brunt St,40.679043,-74.011169,3700,0.1
712,17 St & 5 Ave,40.663493,-73.991007,3690,0.1
713,31 St & Ditmars Blvd,40.776168,-73.910485,3690,0.1
714,Pitt St & Stanton St,40.71926081,-73.98178024,3679,0.1
715,Steinway St & 28 Ave,40.7656251,-73.9136695,3677,0.1
716,Suydam St & Broadway,40.69544,-73.93223,3664,0.1
717,Degraw St & Hoyt St,40.68199044,-73.99079025,3652,0.1
718,Stockholm St & Wilson Ave,40.699304,-73.923044,3642,0.1
719,Leonard St & Boerum St,40.70583339,-73.94644578,3641,0.1
720,Wyckoff St & Nevins St,40.683426,-73.984275,3638,0.1
721,City Hall,40.7177325,-74.043845,3637,0.1
722,E 115 St & Madison Ave,40.7989445,-73.944846,3634,0.1
723,Verona Pl & Fulton St,40.68035608,-73.9476791,3622,0.1
724,Coffey St & Conover St,40.677236,-74.015665,3600,0.1
725,Columbia St & Kane St,40.68763155,-74.0016256,3599,0.1
726,Vernon Blvd & 30 Rd,40.770845,-73.934171,3571,0.1
727,Ave D & E 8 St,40.72368361,-73.97574813,3567,0.1
728,Newtown Ave & 23 St,40.7713615,-73.9246145,3564,0.1
729,Broadway & Madison St,40.68822,-73.91966,3555,0.1
730,35 St & 30 Ave,40.76547569,-73.91811579,3544,0.1
731,Edgecombe Ave & W 145 St,40.823498,-73.94386,3489,0.1
732,E 116 St & 2 Ave,40.796879,-73.937261,3485,0.1
733,11 St & Washington St,40.74998491,-74.02715027,3475,0.1
734,President St & Henry St,40.6828003,-73.99990419,3475,0.1
735,Vernon Blvd & 10 St,40.7671863,-73.9373554,3469,0.1
736,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,3457,0.1
737,Bleecker St & Crosby St,40.72615605,-73.9951019,3456,0.1
738,Broadway & W 133 St,40.8190344,-73.956156,3456,0.1
739,Amsterdam Ave & W 119 St,40.8086249,-73.9596214,3453,0.1
740,35 St & Broadway,40.760339,-73.9222427,3436,0.1
741,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,3429,0.1
742,Pleasant Ave & E 120 St,40.7974772,-73.9311847,3426,0.1
743,Calyer St & Jewel St,40.72984,-73.94839,3423,0.1
744,Lenox Ave & W 133 St,40.81296,-73.941878,3416,0.1
745,Butler St & Court St,40.6849894,-73.99440329,3404,0.1
746,Adam Clayton Powell Blvd & W 130 St,40.812346,-73.946168,3404,0.1
747,Broadway & Kosciuszko St,40.69329,-73.92852,3399,0.1
748,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,3395,0.1
749,Union St & Bedford Ave,40.6691783,-73.9554162,3377,0.1
750,21 St & Queens Plaza North,40.75325964,-73.94335788,3366,0.1
751,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,3338,0.1
752,Jackson Ave & 46 Rd,40.74524768,-73.94733276,3334,0.1
753,Warren St,40.7211236,-74.03805095,3331,0.1
754,Monroe St & Classon Ave,40.6845683,-73.95881081,3326,0.1
755,Bushwick Ave & Powers St,40.71247661,-73.94100005,3321,0.1
756,Knickerbocker Ave & George St,40.704425,-73.92836,3312,0.1
757,Columbus Ave & W 103 St,40.7969347,-73.96434123,3293,0.1
758,Hoboken Terminal - Hudson St & Hudson Pl,40.73593758,-74.03030455,3266,0.1
759,Washington St,40.7242941,-74.0354826,3247,0.1
760,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,3233,0.1
761,Powers St & Olive St,40.71323,-73.93894,3228,0.1
762,Yankee Ferry Terminal,40.6870658,-74.01675585,3222,0.1
763,2 Ave & E 125 St,40.802554,-73.933509,3218,0.1
764,Riverside Dr & W 153 St,40.832164,-73.949702,3215,0.1
765,Clermont Ave & Park Ave,40.69573398,-73.97129668,3207,0.1
766,Sterling St & Bedford Ave,40.6627059,-73.9569115,3167,0.1
767,Frost St & Meeker Ave,40.71766197,-73.94880027,3163,0.1
768,W 135 St & Lenox Terrace Pl,40.813619,-73.939336,3153,0.1
769,Frederick Douglass Blvd & W 145 St,40.823061,-73.941928,3145,0.1
770,21 St & 31 Dr,40.7659,-73.930819,3144,0.1
771,Lexington Ave & E 120 St,40.8013066,-73.9398167,3139,0.1
772,Knickerbocker Ave & Thames St,40.70539,-73.92976,3135,0.1
773,Broadway & W 160 St,40.835775,-73.9434,3132,0.1
774,Wyckoff Av & Jefferson St,40.707165,-73.923711,3109,0.1
775,5 Ave & E 126 St,40.80698,-73.941747,3092,0.1
776,JC Medical Center,40.71653978,-74.04963791,3090,0.1
777,W 146 St & Broadway,40.826969,-73.949738,3088,0.1
778,Southpoint Park,40.75370225,-73.95865202,3087,0.1
779,Adam Clayton Powell Blvd & W 141 St,40.819241,-73.941057,3080,0.1
780,24 St & 41 Ave,40.752474,-73.939991,3078,0.1
781,Wilson Ave & Troutman St,40.70166,-73.92754,3066,0.1
782,Vernon Blvd & 31 Ave,40.7692475,-73.9354504,3061,0.1
783,Ditmars Blvd & 19 St,40.78145,-73.9183302,3056,0.1
784,Waterbury St & Stagg St,40.71019,-73.93734,3056,0.1
785,Broadway & W 122 St,40.8120562,-73.9612547,3055,0.1
786,5 St & 6 Ave,40.6704836,-73.98208968,3051,0.1
787,Lenox Ave & W 140 St,40.817245,-73.938787,3040,0.1
788,E 97 St & 3 Ave,40.7859201,-73.94860294,3037,0.1
789,5 Ave & W 131 St,40.81014,-73.93973,3026,0.1
790,Avenue D & E 8 St,40.72387,-73.975767,2993,0.1
791,19 St & 24 Ave,40.7774552,-73.9225403,2991,0.1
792,5 Av & W 139 St,40.815484,-73.935856,2986,0.1
793,Warren St & Smith St,40.68542401,-73.99127774,2974,0.1
794,Irving Ave & Jefferson St,40.70538,-73.92535,2972,0.1
795,Carlton Ave & Park Ave,40.69580705,-73.97355569,2965,0.1
796,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,2946,0.1
797,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,2943,0.1
798,Bedford Ave & S 9 St,40.70853074,-73.96408963,2941,0.1
799,St Nicholas Ave & W 137 St,40.818477,-73.947568,2939,0.1
800,Melrose Ave & E 150 St,40.816827,-73.917338,2938,0.1
801,Riverside Dr & W 145 St,40.827305,-73.951989,2917,0.1
802,Bushwick Ave & Harman St,40.69356,-73.92524,2917,0.1
803,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2899,0.1
804,E 128 St & Madison Ave,40.80756,-73.939182,2899,0.1
805,Vernon Blvd & 41 Rd,40.7552433,-73.9485678,2894,0.1
806,3 Ave & E 112 St,40.795508,-73.941606,2890,0.1
807,48 Ave & 5 St,40.74436329,-73.95587325,2890,0.1
808,W 133 St & 12 Ave,40.820003,-73.959089,2882,0.1
809,Van Brunt St & Van Dyke St,40.67583294,-74.01472628,2877,0.1
