index,startName,startLat,startLong,count,per_count
93,W 42 St & 6 Ave,40.75492,-73.98455,17641,0.5
94,E 72 St & York Ave,40.766638,-73.953482,17631,0.5
95,8 Ave & W 31 St,40.750585,-73.994684,17621,0.5
96,Henry St & Grand St,40.714211,-73.981095,17511,0.5
97,8 Ave & W 16 St,40.740983,-74.001702,17465,0.5
98,W 15 St & 6 Ave,40.738046,-73.996429,17448,0.5
99,Great Jones St,40.727434,-73.99379,17415,0.5
100,W 18 St & 6 Ave,40.739713,-73.994564,17374,0.5
101,2 Ave & E 72 St,40.768762,-73.958407,17331,0.5
102,6 Ave & W 45 St,40.756951,-73.982631,17314,0.5
103,E 32 St & Park Ave,40.745712,-73.981948,17217,0.5
104,E 16 St & 5 Ave,40.737261,-73.992389,17216,0.5
105,E 85 St & 3 Ave,40.778012,-73.954071,17156,0.5
106,E 11 St & 1 Ave,40.729538,-73.984267,17038,0.5
107,Broadway & W 29 St,40.7462,-73.988557,16981,0.5
108,Allen St & Hester St,40.716058,-73.991907,16979,0.5
109,Riverside Blvd & W 67 St,40.777507,-73.988885,16960,0.5
110,Fulton St & Broadway,40.711066,-74.009447,16955,0.5
111,Broadway & W 41 St,40.755135,-73.98658,16939,0.5
112,E 58 St & 3 Ave,40.760957,-73.967244,16864,0.5
113,W 13 St & 5 Ave,40.735445,-73.99431,16653,0.5
114,W 44 St & 11 Ave,40.762009,-73.996975,16577,0.5
115,Metropolitan Ave & Bedford Ave,40.715348,-73.960241,16527,0.5
116,E 23 St & 1 Ave,40.736502,-73.978094,16527,0.5
117,W 37 St & 10 Ave,40.756603,-73.9979,16484,0.5
118,W 20 St & 8 Ave,40.743453,-74.00004,16439,0.5
119,W 25 St & 6 Ave,40.743954,-73.991448,16416,0.5
120,5 Ave & E 78 St,40.776321,-73.964273,16309,0.45
121,2 Ave & E 29 St,40.741723,-73.978092,16286,0.45
122,4 Ave & E 12 St,40.732647,-73.99011,16274,0.45
123,St Marks Pl & 1 Ave,40.727791,-73.985649,16248,0.45
124,W 15 St & 7 Ave,40.739355,-73.999317,16192,0.45
125,W 47 St & 10 Ave,40.762698,-73.993012,16142,0.45
126,W 70 St & Amsterdam Ave,40.77748,-73.982885,16128,0.45
127,5 Ave & E 93 St,40.785785,-73.957481,16078,0.45
128,Greenwich Ave & Charles St,40.735238,-74.000271,16016,0.45
129,Vesey Pl & River Terrace,40.715337,-74.016583,15937,0.45
130,5 Ave & E 29 St,40.745167,-73.98683,15918,0.45
131,E 39 St & Lexington Ave,40.749498,-73.977292,15836,0.45
132,W 54 St & 9 Ave,40.765849,-73.986905,15836,0.45
133,E 33 St & 5 Ave,40.747659,-73.984907,15630,0.45
134,W 54 St & 11 Ave,40.768333,-73.992573,15624,0.45
135,Central Park W & W 97 St,40.792495,-73.96417,15526,0.45
136,E 4 St & 2 Ave,40.72628,-73.98978,15467,0.45
137,Lexington Ave & E 26 St,40.741459,-73.983293,15451,0.45
138,W 45 St & 8 Ave,40.759291,-73.988596,15432,0.45
139,Centre St & Chambers St,40.712732,-74.004607,15407,0.45
140,Greenwich St & W Houston St,40.728846,-74.008591,15207,0.45
141,E 2 St & Avenue A,40.723077,-73.985836,15137,0.45
142,E 19 St & 3 Ave,40.736245,-73.984737,15123,0.45
143,6 Ave & Broome St,40.724308,-74.00473,15079,0.45
144,1 Ave & E 30 St,40.741443,-73.97536,14867,0.45
145,10 Ave & W 14 St,40.741981,-74.008315,14759,0.45
146,MacDougal St & Prince St,40.727102,-74.00297,14562,0.45
147,Columbus Ave & W 95 St,40.791955,-73.968087,14496,0.4
148,Front St & Washington St,40.70255,-73.989402,14492,0.4
149,Central Park W & W 91 St,40.788664,-73.9668,14475,0.4
150,W 13 St & 7 Ave,40.737815,-73.999946,14227,0.4
151,E 74 St & 1 Ave,40.768973,-73.954822,14197,0.4
152,W 16 St & The High Line,40.743349,-74.006817,14132,0.4
153,Washington Pl & 6 Ave,40.732241,-74.000263,13957,0.4
154,Cooper Square & Astor Pl,40.729514,-73.990752,13924,0.4
155,Queens Plaza North & Crescent St,40.751101,-73.940737,13877,0.4
156,Riverside Dr & W 72 St,40.780577,-73.985624,13864,0.4
157,Barrow St & Hudson St,40.731724,-74.006744,13787,0.4
158,E 6 St & Avenue D,40.72228,-73.976687,13778,0.4
159,West Thames St,40.708346,-74.017134,13768,0.4
160,West Drive & Prospect Park West,40.661063,-73.979452,13755,0.4
161,Perry St & Bleecker St,40.735353,-74.00483,13735,0.4
162,11 Ave & W 59 St,40.771496,-73.99046,13580,0.4
163,LaGuardia Pl & W 3 St,40.72917,-73.998102,13571,0.4
164,E 84 St & 1 Ave,40.775655,-73.950686,13531,0.4
165,Lenox Ave & W 111 St,40.798785,-73.9523,13521,0.4
166,W 82 St & Central Park West,40.78275,-73.97137,13467,0.4
167,Lexington Ave & E 36 St,40.747573,-73.9788,13384,0.4
168,Milton St & Franklin St,40.72906,-73.95779,13306,0.4
169,Lexington Ave & E 24 St,40.740258,-73.984092,13305,0.4
170,E 51 St & 2 Ave,40.755293,-73.967641,13285,0.4
171,E 11 St & Avenue B,40.727464,-73.979504,13256,0.4
172,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,13236,0.4
173,Broadway & Battery Pl,40.704633,-74.013617,13192,0.4
174,Amsterdam Ave & W 82 St,40.785246,-73.976673,13172,0.4
175,Howard St & Centre St,40.719105,-73.999733,13154,0.4
176,E 2 St & Avenue C,40.720873,-73.980857,13142,0.4
177,Forsyth St & Canal St,40.715815,-73.994223,13128,0.4
178,Central Park West & W 76 St,40.778967,-73.973747,13092,0.4
179,Pershing Square South,40.751581,-73.97791,13073,0.4
180,W 53 St & 10 Ave,40.766696,-73.990617,13062,0.4
181,N 6 St & Bedford Ave,40.717451,-73.958509,13055,0.4
182,Mercer St & Bleecker St,40.727063,-73.996621,12930,0.4
183,E 2 St & 2 Ave,40.725028,-73.990696,12790,0.4
184,5 Ave & E 63 St,40.766368,-73.971518,12784,0.4
185,North Moore St & Greenwich St,40.720195,-74.0103,12755,0.4
186,Mercer St & Spring St,40.723627,-73.999496,12749,0.4
187,Lispenard St & Broadway,40.719392,-74.002472,12618,0.35
188,E 1 St & 1 Ave,40.723355,-73.988649,12605,0.35
189,Bank St & Hudson St,40.736528,-74.00618,12593,0.35
190,W 64 St & Thelonious Monk Circle,40.775159,-73.989186,12589,0.35
191,W 100 St & Broadway,40.797372,-73.970411,12584,0.35
192,Sullivan St & Washington Sq,40.730477,-73.99906,12577,0.35
193,W 40 St & 5 Ave,40.752269,-73.982079,12550,0.35
194,W 42 St & 8 Ave,40.757569,-73.990985,12507,0.35
195,W 11 St & 6 Ave,40.735324,-73.998004,12465,0.35
196,MacDougal St & Washington Sq,40.732263,-73.998522,12362,0.35
197,Rivington St & Ridge St,40.718502,-73.983298,12297,0.35
198,Atlantic Ave & Furman St,40.691651,-73.999978,12240,0.35
199,Hudson St & W 13 St,40.740057,-74.005274,12142,0.35
200,W 67 St & Broadway,40.774925,-73.982665,12110,0.35
201,Grand St & Greene St,40.7217,-74.002381,12106,0.35
202,W 17 St & 8 Ave,40.741776,-74.001497,12057,0.35
203,Bayard St & Baxter St,40.716021,-73.999743,12017,0.35
204,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,12005,0.35
205,W 29 St & 9 Ave,40.750072,-73.998392,11980,0.35
206,Grand Army Plaza & Plaza St West,40.672967,-73.970879,11931,0.35
207,Washington Pl & Broadway,40.729039,-73.994046,11856,0.35
208,E 91 St & 2 Ave,40.781122,-73.949655,11850,0.35
209,5 Ave & E 103 St,40.792255,-73.952499,11832,0.35
210,Murray St & Greenwich St,40.714851,-74.011223,11814,0.35
211,W 50 St & 9 Ave,40.763604,-73.989179,11770,0.35
212,Lexington Ave & E 29 St,40.743115,-73.982153,11757,0.35
213,Forsyth St\t& Grand St,40.717798,-73.993161,11742,0.35
214,1 Ave & E 6 St,40.72633,-73.986168,11738,0.35
215,Stanton St & Chrystie St,40.722293,-73.991475,11709,0.35
216,Broadway & Berry St,40.710445,-73.96525,11702,0.35
217,W 76 St & Columbus Ave,40.780183,-73.977285,11602,0.35
218,Union Ave & N 12 St,40.71924,-73.95242,11595,0.35
219,W Broadway & Spring St,40.724946,-74.001658,11588,0.35
220,E 97 St & Madison Ave,40.787801,-73.953559,11581,0.35
221,W 44 St & 5 Ave,40.755002,-73.980144,11570,0.35
222,E 20 St & Park Ave,40.738274,-73.987519,11557,0.35
223,W 100 St & Manhattan Ave,40.795,-73.9645,11553,0.35
224,Hanson Pl & Ashland Pl,40.685068,-73.977907,11550,0.35
225,W 26 St & 10 Ave,40.749717,-74.00295,11513,0.35
226,E 89 St & York Ave,40.777945,-73.946041,11474,0.35
227,W 89 St & Columbus Ave,40.788221,-73.970415,11420,0.35
228,S 3 St & Bedford Ave,40.712604,-73.962644,11323,0.35
229,W 36 St & 9 Ave,40.754623,-73.995167,11308,0.35
230,3 St & Prospect Park West,40.668132,-73.973638,11204,0.35
231,Thompson St & Bleecker St,40.7284,-73.999687,11193,0.35
232,E 12 St & 3 Ave,40.732232,-73.988899,11169,0.35
233,Clark St & Henry St,40.697601,-73.993445,11167,0.35
234,Cherry St,40.712199,-73.979481,11137,0.35
235,E 20 St & FDR Drive,40.733142,-73.975738,11122,0.35
236,Murray St & West St,40.714978,-74.013012,11094,0.35
237,E 30 St & Park Ave S,40.744449,-73.983035,11016,0.35
238,E 25 St & 1 Ave,40.738176,-73.977386,11015,0.35
239,9 Ave & W 18 St,40.743174,-74.003664,10996,0.35
240,Perry St & Greenwich Ave,40.735918,-74.000939,10975,0.35
241,E 9 St & Avenue C,40.725213,-73.977687,10934,0.35
242,Berry St & N 8 St,40.719009,-73.958525,10922,0.35
243,Rivington St & Chrystie St,40.7211,-73.991925,10917,0.35
244,W 84 St & Columbus Ave,40.784999,-73.972834,10845,0.3
245,Cathedral Pkwy & Broadway,40.804213,-73.966991,10845,0.3
246,E 47 St & Park Ave,40.755102,-73.974986,10814,0.3
247,W 56 St & 10 Ave,40.768254,-73.988639,10792,0.3
248,E 53 St & Lexington Ave,40.75828,-73.970694,10726,0.3
249,Madison Ave & E 26 St,40.742684,-73.986713,10687,0.3
250,W 106 St & Central Park West,40.798185,-73.96059,10659,0.3
251,2 Ave & E 96 St,40.783963,-73.947167,10634,0.3
252,W 95 St & Broadway,40.79377,-73.971888,10622,0.3
253,Forsyth St & Broome St,40.718939,-73.992662,10612,0.3
254,W 37 St & 5 Ave,40.75038,-73.983389,10603,0.3
255,South St & Whitehall St,40.701221,-74.012342,10529,0.3
256,Madison Ave & E 82 St,40.778131,-73.960693,10519,0.3
257,Riverside Dr & W 104 St,40.801343,-73.971145,10486,0.3
258,E 63 St & 3 Ave,40.763954,-73.9646,10464,0.3
259,W 42 St & Dyer Ave,40.758984,-73.993799,10398,0.3
260,Suffolk St & Stanton St,40.720664,-73.985179,10344,0.3
261,W 52 St & 11 Ave,40.767272,-73.993928,10316,0.3
262,W 84 St & Broadway,40.786794,-73.977112,10256,0.3
263,W 87 St & West End Ave,40.789622,-73.97757,10253,0.3
264,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,10247,0.3
265,Riverside Dr & W 82 St,40.787208,-73.981281,10156,0.3
266,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,10136,0.3
267,E 11 St & 2 Ave,40.730473,-73.986723,10080,0.3
268,Bank St & Washington St,40.736196,-74.008592,10030,0.3
269,Bergen St & Smith St,40.686744,-73.990631,10023,0.3
270,South St & Gouverneur Ln,40.703553,-74.006702,10009,0.3
271,Clinton Ave & Myrtle Ave,40.693261,-73.968896,9976,0.3
272,W 87 St & Amsterdam Ave,40.78839,-73.9747,9958,0.3
273,E 55 St & 2 Ave,40.757973,-73.966033,9892,0.3
274,3 Ave & E 62 St,40.763125,-73.965268,9870,0.3
275,William St & Pine St,40.707179,-74.008873,9842,0.3
276,W 110 St & Amsterdam Ave,40.802692,-73.96295,9813,0.3
277,Fulton St & Pearl St,40.707721,-74.004386,9793,0.3
278,E 58 St & Madison Ave,40.763025,-73.972095,9769,0.3
279,Albany St & Greenwich St,40.709267,-74.013247,9729,0.3
280,Gansevoort St & Hudson St,40.739448,-74.00507,9704,0.3
281,E 43 St & 2 Ave,40.750223,-73.971214,9704,0.3
282,E 48 St & 5 Ave,40.757245,-73.978059,9680,0.3
283,Broadway & W 36 St,40.750977,-73.987654,9657,0.3
284,E 81 St & 2 Ave,40.774779,-73.954274,9648,0.3
285,E 56 St & 3 Ave,40.759345,-73.967596,9640,0.3
286,Pearl St & Hanover Square,40.704717,-74.00926,9590,0.3
287,Driggs Ave & N 9 St,40.718169,-73.955201,9536,0.3
288,E 81 St & York Ave,40.772838,-73.949892,9533,0.3
289,Bedford Ave & Nassau Ave,40.723116,-73.952123,9484,0.3
290,E 54 St & 1 Ave,40.756265,-73.964179,9459,0.3
291,Avenue D & E 3 St,40.720828,-73.977931,9436,0.3
292,Hudson St & Reade St,40.71625,-74.009105,9431,0.3
293,Bergen St & Vanderbilt Ave,40.679438,-73.968043,9428,0.3
294,Lenox Ave & W 126 St,40.808442,-73.945208,9409,0.3
295,Grand St & Havemeyer St,40.712868,-73.956981,9381,0.3
296,W 51 St & 6 Ave,40.760659,-73.98042,9360,0.3
297,Fulton St & William St,40.709559,-74.006536,9337,0.3
298,E 44 St & Lexington Ave,40.752643,-73.974996,9302,0.3
299,E 89 St & 3 Ave,40.780628,-73.952166,9289,0.3
300,Spring St & Hudson St,40.725839,-74.007653,9231,0.3
301,12 Ave & W 125 St,40.818299,-73.960405,9205,0.3
302,Franklin St & W Broadway,40.719115,-74.006666,9197,0.3
303,46 Ave & 5 St,40.74731,-73.95451,9192,0.3
304,E 84 St & Park Ave,40.778626,-73.95772,9175,0.3
305,Old Fulton St,40.702771,-73.993836,9157,0.3
306,Division St & Bowery,40.714193,-73.996732,9122,0.3
307,Jay St & York St,40.701403,-73.986726,9114,0.3
308,Court St & State St,40.690237,-73.99203,9078,0.3
309,Franklin St & Dupont St,40.73564,-73.95866,9076,0.3
310,E 91 St & Park Ave,40.783501,-73.955327,9057,0.25
311,Amsterdam Ave & W 79 St,40.782939,-73.978651,9036,0.25
312,W 47 St & 6 Ave,40.758397,-73.98255,9020,0.25
313,E 14 St & Avenue B,40.729386,-73.977724,9000,0.25
314,E 51 St & 1 Ave,40.754557,-73.965929,8995,0.25
315,W Broadway & W Houston St,40.726378,-74.000472,8991,0.25
316,Graham Ave & Conselyea St,40.715143,-73.944507,8951,0.25
317,Pike St & Monroe St,40.711731,-73.99193,8922,0.25
318,Kent Ave & S 11 St,40.707644,-73.968415,8910,0.25
319,E 5 St & Cooper Sq,40.72769,-73.990993,8901,0.25
320,E 47 St & 2 Ave,40.75323,-73.970325,8896,0.25
321,Wall St & South St,40.70437,-74.00637,8871,0.25
322,W 46 St & 11 Ave,40.763413,-73.996674,8866,0.25
323,Fulton St & Adams St,40.692418,-73.989494,8860,0.25
324,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,8855,0.25
325,E 48 St & 3 Ave,40.754601,-73.971878,8733,0.25
326,E 16 St & Irving Pl,40.735367,-73.987973,8711,0.25
327,Jay St & Tech Pl,40.695065,-73.987167,8709,0.25
328,E 3 St & 1 Ave,40.724677,-73.987834,8703,0.25
329,St. Nicholas Ave & W 126 St,40.811432,-73.951877,8676,0.25
330,Watts St & Greenwich St,40.724055,-74.009659,8672,0.25
331,8 Ave & W 27 St,40.747968,-73.996637,8658,0.25
332,E 56 St & Madison Ave,40.761573,-73.972628,8634,0.25
333,Roosevelt Island Tramway,40.757284,-73.9536,8631,0.25
334,1 Ave & E 44 St,40.750019,-73.969053,8628,0.25
335,N 12 St & Bedford Ave,40.720798,-73.954847,8616,0.25
336,W 36 St & 7 Ave,40.752149,-73.989539,8609,0.25
337,E 77 St & 3 Ave,40.773142,-73.958561,8602,0.25
338,DeKalb Ave & S Portland Ave,40.68981,-73.974931,8585,0.25
339,Spruce St & Nassau St,40.711463,-74.005524,8544,0.25
340,E 65 St & 2 Ave,40.764718,-73.96222,8537,0.25
341,McGuinness Blvd & Eagle St,40.73555,-73.95284,8484,0.25
342,Hope St & Union Ave,40.711673,-73.951413,8481,0.25
343,W 15 St & 10 Ave,40.742753,-74.007473,8463,0.25
344,Centre St & Worth St,40.714948,-74.002344,8446,0.25
345,E 53 St & Madison Ave,40.75971,-73.974023,8423,0.25
346,Schermerhorn St & Bond St,40.688417,-73.984516,8412,0.25
347,Leonard St & Church St,40.717571,-74.005549,8388,0.25
348,Graham Ave & Grand St,40.711863,-73.944024,8316,0.25
349,Pleasant Ave & E 116 St,40.794987,-73.933334,8313,0.25
350,Riverside Dr & W 91 St,40.793134,-73.977003,8310,0.25
351,Stagg St & Union Ave,40.70877,-73.950952,8302,0.25
352,Delancey St & Eldridge St,40.719383,-73.991479,8292,0.25
353,Cliff St & Fulton St,40.70838,-74.00495,8284,0.25
354,E 76 St & Park Ave,40.773763,-73.96222,8228,0.25
355,Prospect Park West & 8 St,40.665146,-73.976376,8189,0.25
356,Broadway & W 38 St,40.752996,-73.987216,8180,0.25
357,Front St & Jay St,40.702461,-73.986842,8159,0.25
358,Lafayette Ave & Fort Greene Pl,40.686918,-73.976682,8153,0.25
359,DeKalb Ave & Vanderbilt Ave,40.689407,-73.968854,8152,0.25
360,Huron St & Franklin St,40.73266,-73.95826,8090,0.25
361,1 Ave & E 94 St,40.781721,-73.94594,8078,0.25
362,3 Ave & Schermerhorn St,40.686832,-73.979677,8075,0.25
363,Madison Av & E 51 St,40.75863,-73.97513,8067,0.25
364,Central Park W & W 103 St,40.796036,-73.961589,8046,0.25
365,Pearl St & Peck Slip,40.708485,-74.002751,8038,0.25
366,Pike St & E Broadway,40.714066,-73.992939,8032,0.25
367,W 10 St & Washington St,40.733423,-74.008514,8017,0.25
368,S 4 St & Rodney St,40.70934,-73.95608,7993,0.25
369,Greenwich St & Perry St,40.73498,-74.00697,7985,0.25
370,E 88 St & Park Ave,40.78141,-73.955959,7950,0.25
371,Bond St & Fulton St,40.689621,-73.983042,7938,0.25
372,Bedford Ave & Bergen St,40.676368,-73.952918,7935,0.25
373,W 92 St & Broadway,40.7921,-73.9739,7932,0.25
374,West End Ave & W 94 St,40.794165,-73.974124,7884,0.25
375,Lawrence St & Willoughby St,40.692361,-73.986317,7869,0.25
376,Clinton St\t& Cherry St,40.711471,-73.986726,7866,0.25
377,Bus Slip & State St,40.701907,-74.013942,7716,0.25
378,Roebling St & N 4 St,40.71469,-73.95739,7715,0.25
379,7 Ave & Park Pl,40.677614,-73.973242,7694,0.25
380,E 75 St & 3 Ave,40.771129,-73.957722,7637,0.25
381,Reade St & Broadway,40.714504,-74.005627,7614,0.25
382,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,7606,0.25
383,W 74 St & Columbus Ave,40.778566,-73.977549,7601,0.25
384,Park Ave & E 124 St,40.804555,-73.939686,7588,0.25
385,Adam Clayton Powell Blvd & W 126 St,40.809495,-73.947764,7584,0.25
386,Hicks St & Montague St,40.695128,-73.99595,7572,0.25
387,E 110 St & Madison Ave,40.796153,-73.947821,7565,0.25
388,W 113 St & Broadway,40.805973,-73.964928,7565,0.25
389,Scholes St & Manhattan Ave,40.708703,-73.944862,7511,0.25
390,Berkeley Pl & 7 Ave,40.675146,-73.975232,7470,0.25
391,St James Pl & Oliver St,40.713079,-73.998511,7445,0.25
392,DeKalb Ave & Hudson Ave,40.689888,-73.981013,7417,0.25
393,W 50 St & 10 Ave,40.764734,-73.991943,7408,0.25
394,Avenue C & E 18 St,40.730563,-73.973984,7393,0.25
395,E 44 St & 2 Ave,40.751183,-73.971387,7389,0.25
396,Frederick Douglass Blvd & W 115 St,40.803865,-73.95593,7384,0.25
397,Lenox Ave & W 117 St,40.802556,-73.949078,7383,0.25
398,E 72 St & Park Ave,40.771182,-73.964094,7371,0.25
399,Catherine St & Monroe St,40.711174,-73.996826,7329,0.25
400,Barclay St & Church St,40.712912,-74.010202,7325,0.25
401,Atlantic Ave & Fort Greene Pl,40.683826,-73.976323,7290,0.25
402,E 102 St & 1 Ave,40.786994,-73.941648,7263,0.25
403,Henry St & Atlantic Ave,40.690892,-73.996123,7248,0.2
404,Riverside Dr & W 78 St,40.784144,-73.983624,7246,0.2
405,West End Ave & W 78 St,40.783786,-73.981687,7243,0.2
406,Washington St & Barrow St,40.731911,-74.008769,7240,0.2
407,6 Ave & Canal St,40.722437,-74.005664,7239,0.2
408,5 Ave & 3 St,40.672815,-73.983523,7206,0.2
409,Madison St & Montgomery St,40.713126,-73.984844,7185,0.2
410,Greenwich St & Hubert St,40.721319,-74.010065,7183,0.2
411,Plaza St West & Flatbush Ave,40.67502,-73.971114,7171,0.2
412,Clinton St & Joralemon St,40.692395,-73.993379,7158,0.2
413,Eastern Pkwy & Franklin Ave,40.670776,-73.95768,7151,0.2
414,W 52 St & 6 Ave,40.761329,-73.97982,7137,0.2
415,E 88 St & 1 Ave,40.778301,-73.948813,7137,0.2
416,Flushing Ave & Vanderbilt Ave,40.69795,-73.970775,7132,0.2
417,E 85 St & York Ave,40.775369,-73.948033,7118,0.2
418,W 35 St & Dyer Ave,40.754691,-73.997401,7098,0.2
419,E 27 St & Park Ave S,40.742751,-73.984715,7087,0.2
420,Nassau Ave & Russell St,40.72557,-73.94434,7048,0.2
421,W 106 St & Amsterdam Ave,40.800836,-73.966449,7015,0.2
422,Montague St & Clinton St,40.694281,-73.9923,7001,0.2
423,E 81 St & 3 Ave,40.77573,-73.956752,6996,0.2
424,E 11 St & 3 Ave,40.73127,-73.98849,6968,0.2
425,W 116 St & Broadway,40.8082,-73.9641,6963,0.2
